,Address,District,Date,Tube,Magamistube,Vannitube,Üldpind,Rõdu,Rõdu pind,Korrus,Korruseid kokku,Omandiõigus,Turvasüsteem,Hind,Energiamärgis,Materjal,Ehitusaasta,Lift,Parkimine,Lisaruumid,Küte,Sanitaar,Pliit,Seisukord,Lisaväärtused,Suve kommunaalid,Talve kommunaalid,Side,Kinnistu number,Krunt,tasuta parkimine,Ventilatsioon,Katus,Lisainfo,Lisanduvad kommunaalid,Lisanduvad kommunaalkulud,Tagatisraha,Maakleritasu,Parkimiskohti,tasuline parkimine,Piirangud,maakond
727,"Valdeku tn 105, Nõmme linnaosa, Tallinn, Harju maakond","Nõmme linnaosa, Tallinn, Harju maakond",2022-10-30,1,,,12.0,,,1,5,,"trepikoda lukus,turvauks",44500.0,,,1963,,,,keskküte,"dušš,boiler,pesumasin",elektripliit,renoveeritud,"mööbel,mööbli võimalus,külmik",20.00,,,,,,,,,,,0.00,,,,,harju
728,"Paekaare tn 26, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,4,3,1,78.0,"kinnine rõdu,klaasitud rõdu",8.00,1,5,korteriomand,"trepikoda lukus,naabrivalve,turvauks",158000.0,D,paneelmaja,1978,,"parkla,muu",kelder,keskküte,"wc ja vannituba eraldi,dušš,pesumasin",elektripliit,renoveeritud,"mööbel,mööbli võimalus",,,"internet,telefon,digi-TV",,,,,bituumen,,,,,,,,,harju
729,"Mahtra tn 9, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,2,2,,50.0,,6.00,3,9,korteriomand,"naabrivalve,trepikoda lukus,turvauks",104990.0,C,paneelmaja,1983,jah,,kinnine rõdu,keskküte,"wc ja vannituba eraldi,vann",elektripliit,,,70.00,150.00,"kaabel-TV,telefon,internet",,,,,,,,,0.00,,,,,harju
730,"Astangu tn 20, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,,47.2,,,4,5,korteriomand,"turvauks,trepikoda lukus",179900.0,C,,2020,jah,,panipaik,"põrandaküte,keskküte",dušš,,uus viimistlus,külmik,,,"kaabel-TV,internet",14257750,,,,,,,,0.00,,,,,harju
731,"Karsti tn 7, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,2,99.0,"rõdu,terrass",,8,9,korteriomand,"videokaamerad,trepikoda lukus,turvauks",349500.0,C,betoonmaja,2014,jah,parkimiskoht maa-aluses garaažis,panipaik,keskküte,"saun,dušš,wc ja vannituba eraldi,tsentraalne kanalisatsioon",gaasipliit,valmis,mööbli võimalus,,,"internet,telefon,digi-TV",,,,,rullmaterjal,,,,,,,,,harju
732,"Türnpu 3-10, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,,52.1,,,3,3,korteriomand,"trepikoda lukus,turvauks",157000.0,,kivimaja,1929,,,,gaasiküte,"vann,dušš,pesumasin",gaasipliit,renoveeritud,"kinnine hoov,külmik",,,"kaabel-TV,telefon,internet",,,,,,,,,0.00,,,,,harju
733,"Tuukri tn 15, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,1,41.0,,,4,5,korteriomand,"naabrivalve,trepikoda lukus,turvauks",169000.0,energiamärgis määramata,kivimaja,,,parkla,panipaik,"keskküte,põrandaküte","boiler,dušš,vann,pesumasin",,renoveeritud,mööbel,,,internet,,,,,,,,,,,,,,harju
734,"Mustamäe tee 141, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,,44.0,,6.00,4,9,korteriomand,"naabrivalve,trepikoda lukus,turvauks",107500.0,,paneelmaja,,jah,,,kamin,"vann,dušš,pesumasin",elektripliit,renoveeritud,"mööbel,külmik",,,"kaabel-TV,telefon,internet",,,,,,,,,0.00,,,,,harju
735,"Asula tn 10, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,3,,,90.1,,,3,3,korteriomand,,199425.0,C,kivimaja,,,,,elektriküte,,elektripliit,renoveeritud,,,,,,,,,liist,,,,,,,,arestitud,harju
736,"Kalevipoja põik 1, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,3,3,1,65.1,kinnine rõdu,,7,9,,"trepikoda lukus,turvauks",145000.0,energiamärgis määramata,paneelmaja,1979,jah,,,keskküte,"wc ja vannituba eraldi,vann,pesumasin,tsentraalne kanalisatsioon",elektripliit,renoveeritud,mööbel,,,internet,,,,,,,,,,,,,,harju
737,"Päevalille 6-71 6-71, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,1,44.4,,8.00,14,,korteriomand,,250000.0,C,betoonmaja,2022,jah,parkimiskoht garaažis,panipaik,põrandaküte,"dušš,tsentraalne kanalisatsioon",,uus viimistlus,,,,internet,,,,,,,,,,,,,,harju
738,"Õismäe tee 38, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,1,68.4,"klaasitud rõdu,kinnine rõdu",,1,9,korteriomand,"trepikoda lukus,turvauks",183000.0,energiamärgis määramata,paneelmaja,,jah,parkla,,keskküte,"vann,wc ja vannituba eraldi,pesumasin,tsentraalne kanalisatsioon",elektripliit,renoveeritud,"kinnine hoov,mööbel,mööbli võimalus",,,,,,,,,,,,,,,,,harju
739,"J. Koorti tn 19, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,2,2,1,52.0,klaasitud rõdu,,4,,korteriomand,"trepikoda lukus,naabrivalve,turvauks",159000.0,,paneelmaja,,,,kelder,keskküte,"dušš,pesumasin,tsentraalne kanalisatsioon",elektripliit,valmis,,,,internet,,,,,,,,,,,,,,harju
740,"Sõpruse pst 170, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,,70.5,,,3,6,korteriomand,"trepikoda lukus,turvauks",269000.0,,paneelmaja,2005,jah,,panipaik,gaasiküte,"vann,pesumasin",,uus viimistlus,"kinnine hoov,mööbli võimalus,külmik",,,"kaabel-TV,internet",,,,,,,,,0.00,,,,,harju
741,"Tartu mnt 18, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,,59.2,,,8,12,korteriomand,,230000.0,,paneelmaja,2006,,,,,,,renoveeritud,,,,,,,,,,,,,0.00,,,,,harju
742,"Mahtra tn 30, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,3,,,66.8,,4.10,2,5,korteriomand,"videokaamerad,trepikoda lukus,turvauks",145000.0,D,paneelmaja,,,,kinnine rõdu,keskküte,"wc ja vannituba eraldi,vann,dušš,pesumasin",elektripliit,uus viimistlus,"kinnine hoov,mööbel,mööbli võimalus,TV,külmik",,,"kaabel-TV,telefon,internet",,,,,,,,,0.00,,,,,harju
743,"Vene tn 1, Vanalinn, Tallinn, Harju maakond","Vanalinn, Tallinn, Harju maakond",2022-10-30,2,1,,43.6,,,4,4,korteriomand,,215000.0,,kivimaja,1920,,,,,,,renoveeritud,,,,,,,,,,,,,0.00,,,,,harju
744,"Oja tn 85, Tiskre, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,1,70.0,rõdu,3.00,2,3,korteriomand,"trepikoda lukus,naabrivalve,turvasüsteem,turvauks,videokaamerad",225000.0,E,kivimaja,2004,,kindel parkimiskoht kinnistul,"panipaik,garderoob",gaasiküte,"boiler,saun,dušš,pesumasin,tsentraalne kanalisatsioon",elektripliit,"uusehitis,valmis,san remont tehtud","kinnine hoov,mööbel,mööbli võimalus",,,"internet,digi-TV,telefon",,,,sundventilatsioon,kivikatus,,,,,,,,,harju
745,"Videviku tn 29, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,3,3,,63.6,,,4,5,korteriomand,"naabrivalve,trepikoda lukus,turvauks",185000.0,E,kivimaja,1982,,,panipaik,keskküte,"wc ja vannituba eraldi,dušš,pesumasin",elektripliit,uus viimistlus,"kinnine hoov,mööbli võimalus,külmik",110.00,250.00,"kaabel-TV,telefon,internet",,,,,,,,,0.00,,,,,harju
746,"Saku tn 9, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,1,37.5,,,2,4,korteriomand,"trepikoda lukus,naabrivalve,turvasüsteem",137000.0,F,kivimaja,1960,,muu,kelder,gaasiküte,"vann,dušš,pesumasin",elektripliit,san remont tehtud,mööbel,,,internet,,,,,,,,,,,,,,harju
747,"Raua põik 5, Kadriorg, Tallinn, Harju maakond","Kadriorg, Tallinn, Harju maakond",2022-10-30,4,3,1,124.0,rõdu,5.00,4,5,korteriomand,trepikoda lukus,550000.0,E,"betoonmaja,kivimaja",1938,jah,kindel parkimiskoht kinnistul,panipaik,keskküte,vann,elektripliit,renoveeritud,kinnine hoov,,,"internet,telefon,digi-TV",,,,,kivikatus,,,,,,,,,harju
748,"Järveotsa tee 9-1, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2022-10-30,3,,,65.9,rõdu,5.00,1,9,,"trepikoda lukus,turvauks,videokaamerad",149000.0,energiamärgis määramata,paneelmaja,,jah,,,keskküte,,elektripliit,renoveeritud,,,,,,,,,,,,,,,,,,harju
749,"Tehnika tn 15a-3, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,,51.0,,,2,5,kinnistu,"trepikoda lukus,turvauks",259000.0,B,kivimaja,2019,jah,,panipaik,"põrandaküte,keskküte","dušš,pesumasin",elektripliit,uusehitis,"kinnine hoov,mööbel,TV,külmik",174.00,256.00,"kaabel-TV,internet",,,,,,,,,0.00,,,,,harju
750,"Ahtme mnt 35-38, Ahtme linnaosa, Kohtla-Järve linn, Ida-Viru maakond","Ahtme linnaosa, Kohtla-Järve linn, Ida-Viru maakond",2022-10-30,2,,,48.8,,,5,5,,trepikoda lukus,15900.0,energiamärgis määramata,plokkmaja,,,,kelder,keskküte,"vann,wc ja vannituba eraldi",gaasipliit,,,,,,,,,,,,,,,,,,,harju
751,"Loitsu tn 5,  KORTERIS ON 2 WC-d, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,4,3,2,71.0,"rõdu,klaasitud rõdu",4.00,1,9,korteriomand,"trepikoda lukus,videokaamerad,turvauks",175800.0,D,,1981,jah,,,keskküte,,elektripliit,renoveeritud,mööbel,,,"internet,digi-TV,telefon",,,,,,,,,,,,,,harju
752,"Sõpruse pst 232, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,,43.2,,3.00,9,9,,"videokaamerad,trepikoda lukus,turvauks",119000.0,,paneelmaja,1968,jah,,kinnine rõdu,keskküte,"dušš,pesumasin",,uus viimistlus,"mööbel,mööbli võimalus,TV,külmik",,,"kaabel-TV,telefon,internet",,,,,,,,,0.00,,,,,harju
753,"Uusmaa tee 17/1, Peetri alevik, Rae vald, Harju maakond","Peetri alevik, Rae vald, Harju maakond",2022-10-30,4,3,,86.7,,50.00,2,3,korteriomand,trepikoda lukus,339000.0,B,kivimaja,2015,,,panipaik,"põrandaküte,gaasiküte","wc ja vannituba eraldi,vann,dušš,pesumasin",,uus viimistlus,"kinnine hoov,mööbel,külmik",,,"kaabel-TV,internet",,,,,,,,,0.00,,,,,harju
754,"Karu tn 9, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,1,1,1,37.0,,,3,5,korteriomand,"trepikoda lukus,turvauks",168000.0,energiamärgis määramata,plokkmaja,1984,,parkla,kelder,keskküte,"dušš,pesumasin,tsentraalne kanalisatsioon",elektripliit,renoveeritud,mööbel,,,"internet,digi-TV",,,,,,,,,,,,,,harju
755,"Gonsiori tn 29, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,,54.2,,,4,6,korteriomand,"videokaamerad,trepikoda lukus,turvauks",275000.0,,kivimaja,2019,jah,,panipaik,keskküte,"wc ja vannituba eraldi,dušš,pesumasin",,uusehitis,"kinnine hoov,mööbel,mööbli võimalus,külmik",,,"kaabel-TV,internet",,,,,,,,,0.00,,,,,harju
756,"Sõpruse pst 250, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-30,3,,,47.2,,4.00,9,9,korteriomand,"trepikoda lukus,turvauks",135000.0,,paneelmaja,,jah,,kinnine rõdu,keskküte,vann,elektripliit,renoveeritud,"mööbel,mööbli võimalus,külmik",50.00,110.00,"kaabel-TV,internet",,,,,,,,,0.00,,,,,harju
757,"Läänemere tee 39, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,1,52.6,rõdu,5.50,5,5,korteriomand,,139000.0,D,,,,,,keskküte,,elektripliit,,mööbli võimalus,,,,,,,,,,,,,,,,,harju
758,"Tammiku põik 3/1, Peetri alevik, Rae vald, Harju maakond","Peetri alevik, Rae vald, Harju maakond",2022-10-30,4,,,93.2,rõdu,6.60,2,2,korteriomand,"trepikoda lukus,naabrivalve,turvauks",298000.0,D,kivimaja,2015,,"kindel parkimiskoht kinnistul,parkla",panipaik,"gaasiküte,põrandaküte","vann,dušš,wc ja vannituba eraldi,pesumasin",,valmis,mööbel,,,"internet,telefon",,,,sundventilatsioon,,,,,,,,,,harju
759,"A-A. Tiimanni tn 12, Narva linn, Ida-Viru maakond","Narva linn, Ida-Viru maakond",2022-10-30,3,1,,60.3,,,1,5,kinnistu,naabrivalve,41000.0,,kivimaja,1970,,,,keskküte,"wc ja vannituba eraldi,vann,pesumasin",,vajab renoveerimist,,40.00,100.00,,,,,,,,,,0.00,,,,,harju
760,"Erika tn 5a, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,1,34.8,,,3,5,korteriomand,"trepikoda lukus,turvauks",96000.0,D,kivimaja,1987,,parkla,,keskküte,"boiler,dušš,pesumasin,tsentraalne kanalisatsioon",elektripliit,renoveeritud,,,,"internet,digi-TV",,,,,bituumen,,,,,,,,,harju
761,"Loo tn 3, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,1,44.7,,,3,3,korteriomand,"trepikoda lukus,naabrivalve",120000.0,energiamärgis määramata,puitmaja,2007,,kindel parkimiskoht kinnistul,panipaik,elektriküte,"boiler,dušš,wc ja vannituba eraldi,tsentraalne kanalisatsioon,pesumasin",elektripliit,renoveeritud,"kinnine hoov,mööbel",,,,,,,,plekk,,,,,,,,,harju
762,"Sepa tn 14, Narva-Jõesuu linn, Ida-Viru maakond","Narva-Jõesuu linn, Ida-Viru maakond",2022-10-30,2,1,1,48.4,rõdu,,5,5,korteriomand,trepikoda lukus,54900.0,E,plokkmaja,1979,,,kelder,keskküte,"boiler,dušš,pesumasin",elektripliit,valmis,mööbel,,,,2757608,,,,rullmaterjal,,,,,,,,,harju
763,"Paldiski mnt 45, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,1,36.0,,,3,3,korteriomand,trepikoda lukus,144000.0,E,palk-kivimaja,1938,,,panipaik,gaasiküte,"dušš,tsentraalne kanalisatsioon",elektripliit,,mööbel,,,"digi-TV,internet",,,,,plekk,,,,,,,,,harju
764,"Maleva tn 4a, Valga linn, Valga maakond","Valga linn, Valga maakond",2022-10-30,2,,,44.9,,,2,5,korteriomand,"trepikoda lukus,videokaamerad",20000.0,,paneelmaja,,,,panipaik,keskküte,"boiler,vann,wc ja vannituba eraldi",elektripliit,,"mööbel,mööbli võimalus,külmik",35.00,70.00,internet,,,,,,,,,0.00,,,,,harju
765,"26. Juuli tn 11, Kreenholmi, Narva linn, Ida-Viru maakond","Kreenholmi, Narva linn, Ida-Viru maakond",2022-10-30,2,,,49.0,,,5,5,korteriomand,,15500.0,,plokkmaja,1987,,,,keskküte,,,vajab kapitaalremonti,,,,,,,,,,,,,,,,,,harju
766,"Linnamäe tee 85, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,2,,,50.0,,2.00,6,9,,trepikoda lukus,139000.0,,,1986,jah,,kinnine rõdu,keskküte,wc ja vannituba eraldi,elektripliit,uusehitis,TV,,,"kaabel-TV,internet",,,,,,,,,0.00,,,,,harju
767,"Luise tn 26, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,1,,,26.0,,,2,2,korteriomand,,114700.0,,puitmaja,,,,,keskküte,pesumasin,elektripliit,renoveeritud,"mööbel,külmik",60.00,100.00,,,,,,,,,,0.00,,,,,harju
768,"Tedre tn 33a, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,1,71.0,,,1,5,,"trepikoda lukus,turvasüsteem",200000.0,energiamärgis määramata,kivimaja,1972,,kindel parkimiskoht kinnistul,kelder,keskküte,"wc ja vannituba eraldi,vann,pesumasin,tsentraalne kanalisatsioon",elektripliit,,mööbel,,,"internet,telefon,digi-TV",,,,,,,,,,,,,,harju
769,"Punane tn 19, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,1,65.6,kinnine rõdu,6.00,3,9,korteriomand,"videokaamerad,trepikoda lukus",135000.0,E,paneelmaja,1975,jah,,,keskküte,"tsentraalne kanalisatsioon,pesumasin,dušš",elektripliit,valmis,,,,"internet,telefon,digi-TV",,,,,,,,,,,,,,harju
770,"Teelise tn 9, Nõmme linnaosa, Tallinn, Harju maakond","Nõmme linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,1,63.0,,,3,5,korteriomand,"trepikoda lukus,turvauks",122000.0,energiamärgis määramata,paneelmaja,1976,,kindel parkimiskoht kinnistul,,keskküte,"vann,pesumasin,tsentraalne kanalisatsioon",,vajab renoveerimist,kinnine hoov,,,,,,,,,,,,,,,,,harju
771,"Ahtme mnt 29, Ahtme linnaosa, Kohtla-Järve linn, Ida-Viru maakond","Ahtme linnaosa, Kohtla-Järve linn, Ida-Viru maakond",2022-10-30,2,,,48.1,,,4,5,,trepikoda lukus,12500.0,B,,1984,,,kelder,keskküte,wc ja vannituba eraldi,gaasipliit,vajab renoveerimist,,,,,,,,,,,,,,,,,,harju
772,"Tartu mnt 84a, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,1,1,1,49.6,,,12,14,korteriomand,"trepikoda lukus,videokaamerad",249000.0,F,,2006,jah,parkla,,keskküte,"konditsioneer,vann,pesumasin,tsentraalne kanalisatsioon",elektripliit,,mööbli võimalus,,,"internet,digi-TV",,,,"sundventilatsioon,konditsioneer",,,,,,,,,,harju
773,"Anni tn 14, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,4,4,,79.4,,,2,10,kinnistu,"trepikoda lukus,turvauks",167000.0,D,paneelmaja,1982,jah,,kinnine rõdu,"keskküte,põrandaküte","dušš,pesumasin",,renoveeritud,"mööbel,mööbli võimalus,külmik",,,"internet,kaabel-TV",,,,,,,,,0.00,,,,,harju
774,"Paekaare tn 78-13, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,2,2,1,52.7,,2.00,5,5,korteriomand,"turvauks,trepikoda lukus",139000.0,E,paneelmaja,1978,,,panipaik,keskküte,vann,,renoveeritud,,,,,,,,,,virtuaaltuuri link:,,,,,,,,harju
775,"Tööstuse tn 75, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,1,37.0,,,5,5,korteriomand,"trepikoda lukus,videokaamerad,turvauks",95500.0,C,plokkmaja,,,parkla,,keskküte,vann,gaasipliit,san remont tehtud,,,,internet,6090601,,,,,,,,,,,,,harju
776,"Kopli tee 24, Peetri alevik, Rae vald, Harju maakond","Peetri alevik, Rae vald, Harju maakond",2022-10-30,4,3,1,79.7,rõdu,8.00,3,3,,,314000.0,B,kivimaja,2022,jah,kindel parkimiskoht kinnistul,"panipaik,garderoob",õhk-vesi soojuspump,,,uusehitis,,,,,,,,sundventilatsioon,,,,,,,,,,harju
777,"Tammepõllu tee 25, Haabneeme alevik, Viimsi vald, Harju maakond","Haabneeme alevik, Viimsi vald, Harju maakond",2022-10-30,2,1,1,49.0,rõdu,,2,3,korteriomand,"trepikoda lukus,naabrivalve",172000.0,E,paneelmaja,2014,,"parkimiskoht maa-aluses garaažis,parkla",panipaik,"keskküte,põrandaküte","dušš,tsentraalne kanalisatsioon",elektripliit,valmis,mööbli võimalus,,,,,,,,,,,,,,,,,harju
778,"J. Sütiste tee 26, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-30,5,,,60.5,,2.00,3,5,korteriomand,,142000.0,,kivimaja,1969,,,panipaik,keskküte,"dušš,pesumasin",elektripliit,renoveeritud,"mööbli võimalus,külmik",,,"kaabel-TV,internet",,,,,,,,,0.00,,,,,harju
779,"Ujula põik 4-2, Ülejõe, Tartu linn, Tartu maakond","Tartu linn, Tartu maakond",2022-10-30,2,,,,,,1,2,korteriomand,,178500.0,A,kivimaja,2023,,,,,,,uusehitis,,,,,4755603,,,,,,,,0.00,,,,,harju
780,"Papli tn, Loksa linn, Harju maakond","Loksa linn, Harju maakond",2022-10-30,2,1,1,47.0,,,1,3,,"trepikoda lukus,naabrivalve,turvasüsteem,turvauks",55000.0,D,plokkmaja,,,parkla,,keskküte,"boiler,dušš,pesumasin,tsentraalne kanalisatsioon","elektripliit,puupliit",renoveeritud,"mööbel,mööbli võimalus",,,,,,,sundventilatsioon,,,,,,,,,,harju
781,"Raudkivi tee 6-10, Peetri alevik, Rae vald, Harju maakond","Peetri alevik, Rae vald, Harju maakond",2022-10-30,3,2,1,70.8,rõdu,,2,,korteriomand,,241000.0,E,paneelmaja,2006,,parkla,panipaik,keskküte,dušš,elektripliit,valmis,mööbli võimalus,,,,,,,sundventilatsioon,rullmaterjal,,,,,,,,,harju
782,"Pärna tn 38, Järve linnaosa, Kohtla-Järve linn, Ida-Viru maakond","Järve linnaosa, Kohtla-Järve linn, Ida-Viru maakond",2022-10-30,2,1,1,49.9,rõdu,,1,9,korteriomand,"turvasüsteem,trepikoda lukus",13999.0,E,kivimaja,,jah,,kelder,keskküte,wc ja vannituba eraldi,gaasipliit,vajab renoveerimist,mööbel,,,,,,,,,,,,,,,,,harju
783,"E. Vilde tee 56, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-30,2,2,1,49.6,"klaasitud rõdu,kinnine rõdu",,2,9,korteriomand,"trepikoda lukus,turvasüsteem,turvauks",109000.0,E,kivimaja,1972,jah,parkla,panipaik,keskküte,"vann,tsentraalne kanalisatsioon",gaasipliit,vajab kapitaalremonti,mööbli võimalus,,,,10408201,,,,bituumen,,,,,,,,,harju
784,"Paavli tn 3, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,1,1,1,23.2,,,1,2,korteriomand,trepikoda lukus,70000.0,energiamärgis määramata,palkmaja,1961,,,garderoob,elektriküte,"boiler,dušš,pesumasin,tsentraalne kanalisatsioon",elektripliit,renoveeritud,,,,,80223487,,,,,,,,,,,,,harju
785,"Mustamäe tee 163, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,1,62.0,rõdu,,2,5,korteriomand,"trepikoda lukus,naabrivalve,turvauks,videokaamerad",184800.0,D,paneelmaja,,,parkla,"kelder,panipaik","keskküte,kamin","vann,dušš,tsentraalne kanalisatsioon",elektripliit,"renoveeritud,uus viimistlus,san remont tehtud,valmis","mööbel,mööbli võimalus",,,"internet,telefon,digi-TV",,,,sundventilatsioon,,,,,,,,,,harju
786,"Nafta tn 6, Kadriorg, Tallinn, Harju maakond","Kadriorg, Tallinn, Harju maakond",2022-10-30,1,,,12.6,,,2,5,kaasomand,"trepikoda lukus,turvauks",53500.0,,kivimaja,1966,,,,keskküte,dušš,,uus viimistlus,,,,,,,,,,,,,0.00,,,,,harju
787,"Peterburi tee 113-54, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,,40.0,,3.00,6,6,kinnistu,,152000.0,,paneelmaja,2021,jah,,panipaik,keskküte,"dušš,pesumasin",elektripliit,uusehitis,"mööbel,mööbli võimalus,TV,külmik",50.00,100.00,,,,,,,,,,0.00,,,,,harju
788,"Paepargi tn 21, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,1,66.3,klaasitud rõdu,13.00,1,4,,"trepikoda lukus,naabrivalve,turvasüsteem,videokaamerad",240000.0,B,paneelmaja,2014,,"parkla,kindel parkimiskoht kinnistul",panipaik,"keskküte,õhk-vesi soojuspump,kombineeritud küte",wc ja vannituba eraldi,elektripliit,,mööbli võimalus,,,"internet,telefon,digi-TV",,,,sundventilatsioon,,,,,,,,,,harju
789,"Pirita tee 20a/1, Meerhof, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,1,64.1,"terrass,rõdu",,2,10,korteriomand,"trepikoda lukus,turvauks,videokaamerad,turvasüsteem,naabrivalve",463500.0,B,betoonmaja,,jah,"parkimiskoht garaažis,parkimiskoht maa-aluses garaažis",garderoob,gaasiküte,"tsentraalne kanalisatsioon,dušš",elektripliit,uusehitis,"eraldi sissepääs,mööbel",,,"internet,digi-TV,telefon",,,,,,,,,,,,,,harju
790,"Õismäe tee 38, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,1,50.1,klaasitud rõdu,1.00,9,9,korteriomand,"trepikoda lukus,turvauks",114700.0,D,paneelmaja,1974,jah,parkla,,keskküte,"pesumasin,dušš",elektripliit,renoveeritud,mööbel,,,,,,,sundventilatsioon,,,,,,,,,,harju
791,"Õismäe tee 122, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2022-10-30,3,,,66.8,klaasitud rõdu,,2,9,korteriomand,"trepikoda lukus,turvauks",145000.0,E,,,jah,parkla,,keskküte,"vann,dušš,pesumasin,tsentraalne kanalisatsioon",elektripliit,,"mööbel,mööbli võimalus",,,"internet,telefon,digi-TV",,,,,,,,,,,,,,harju
