,Address,District,Date,Tube,Magamistube,Vannitube,Üldpind,Rõdu,Rõdu pind,Korrus,Korruseid kokku,Omandiõigus,Turvasüsteem,Hind,Energiamärgis,Materjal,Ehitusaasta,Lift,Parkimine,Lisaruumid,Küte,Sanitaar,Pliit,Seisukord,Lisaväärtused,Suve kommunaalid,Talve kommunaalid,Side,Kinnistu number,Krunt,tasuta parkimine,Ventilatsioon,Katus,Lisainfo,Lisanduvad kommunaalid,Lisanduvad kommunaalkulud,Tagatisraha,Maakleritasu,Parkimiskohti,tasuline parkimine,Piirangud,maakond
2674,"Pronksi tn 7, Kompassi, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,1,46.3,rõdu,,7,7,korteriomand,,164800.0,energiamärgis määramata,kivimaja,1983,,,,,,elektripliit,valmis,,,,,,,,,,,,,,,,,,harju
2675,"Vana-Kalamaja tn 45, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,4,4,2,211.0,terrass,104.00,1,4,korteriomand,"videokaamerad,turvasüsteem,trepikoda lukus,turvauks,naabrivalve",650000.0,,kivimaja,2015,jah,parkimiskoht maa-aluses garaažis,"panipaik,garderoob",keskküte,"vann,dušš",elektripliit,valmis,"kinnine hoov,mööbli võimalus",,,"digi-TV,telefon,internet",,,,sundventilatsioon,,,,,,,,,,harju
2676,"Orumetsa tn 9, Maardu linn, Harju maakond","Maardu linn, Harju maakond",2022-10-30,3,2,,60.5,,,2,2,korteriomand,"trepikoda lukus,naabrivalve",83000.0,energiamärgis määramata,kivimaja,1957,,,,"põrandaküte,keskküte","vann,boiler",elektripliit,valmis,mööbel,,,"internet,telefon,kaabel-TV",,,,,,,,,,,,,,harju
2677,"Sõle tn 71, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,2,2,1,57.8,,,3,4,korteriomand,"turvauks,trepikoda lukus,naabrivalve",149000.0,,kivimaja,2004,,tasuta parkimine,"kelder,panipaik",keskküte,"wc ja vannituba eraldi,boiler,dušš",gaasipliit,renoveeritud,,,,"telefon,digi-TV,internet",,,,sundventilatsioon,plekk,,,,,,,,,harju
2678,"Rästa tn 18, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,1,79.5,rõdu,,5,5,korteriomand,,305000.0,B,kivimaja,2016,,,panipaik,,,,,,,,,,,,,,,,,,,,,,harju
2679,"Raua tn 20, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,4,2,1,134.8,,,2,3,korteriomand,,458000.0,energiamärgis määramata,puitmaja,1914,,,panipaik,,,elektripliit,renoveeritud,,,,,,,,,,,,,,,,,,harju
2680,"Pelguranna tn 19, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,,37.2,,,1,4,korteriomand,turvauks,107400.0,F,kivimaja,1960,,,,keskküte,vann,gaasipliit,valmis,mööbel,,,internet,10919301,1812 m²,,sundventilatsioon,,,,,,,,,,harju
2681,"Graniidi tee 23/1-9, Rae küla, Rae küla, Rae vald, Harju maakond","Rae küla, Rae vald, Harju maakond",2022-10-30,3,2,,66.9,rõdu,11.00,2,3,,,221900.0,A,kivimaja,2023,,,,,,,uusehitis,,,,,,,,,,,,,,,,,,harju
2682,"Graniidi tee 23/1-12, Rae küla, Rae küla, Rae vald, Harju maakond","Rae küla, Rae vald, Harju maakond",2022-10-30,3,2,,69.3,rõdu,7.50,3,3,korteriomand,,231900.0,A,kivimaja,2023,jah,,,,,,uusehitis,,,,,,,,,,,,,,,,,,harju
2683,"Graniidi tee 23/1-6, Rae küla, Rae küla, Rae vald, Harju maakond","Rae küla, Rae vald, Harju maakond",2022-10-30,3,2,,69.3,rõdu,7.50,2,3,,,226900.0,,,2023,jah,,,,,,uusehitis,,,,,,,,,,,,,,,,,,harju
