,Address,District,Date,Tube,Magamistube,Vannitube,Üldpind,Rõdu,Rõdu pind,Korrus,Korruseid kokku,Omandiõigus,Turvasüsteem,Lisaväärtused,Hind,Energiamärgis,Materjal,Ehitusaasta,Lift,Parkimine,Küte,Sanitaar,Pliit,Seisukord,Lisanduvad kommunaalid,Tagatisraha,Lisaruumid,Suve kommunaalid,Talve kommunaalid,Kinnistu number,Side,Katus,Lisainfo,Ventilatsioon,Krunt,Piirangud,tasuline parkimine,tasuta parkimine,Maakleritasu,Parkimiskohti,Lisanduvad kommunaalkulud,maakond
3366,"Möldre tee 8, Tiskre küla, Harku vald, Harju maakond","Tiskre küla, Harku vald, Harju maakond",2023-01-14,4,3,,105.3,,,1,3,korteriomand,"turvauks,trepikoda lukus",,363285.0,A,kivimaja,2023,,,"põrandaküte,õhksoojuspump","dušš,vann",,uusehitis,,,,,,,"kaabel-TV,internet",,,,,,,,,,,harju
3367,"Jakobi tn 25, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-14,4,1,1,70.4,,,-1,3,,,,154000.0,energiamärgis määramata,puitmaja,1940,,,,,,valmis,,,,,,,,,,,,,,,,,,harju
3368,"Mustakivi tee 25, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,,46.0,,,9,12,korteriomand,"turvauks,trepikoda lukus,naabrivalve,turvamees,videokaamerad,turvasüsteem","eraldi sissepääs,kinnine hoov,mööbel",154700.0,,kivimaja,,jah,"kindel parkimiskoht kinnistul,tasuta parkimine","keskküte,põrandaküte","tsentraalne kanalisatsioon,dušš,pesumasin",elektripliit,"uus viimistlus,uusehitis",,,panipaik,,,,"digi-TV,internet",,,sundventilatsioon,,,,,,,,harju
3369,"Lasnamäe tn 24, Majaka, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,,51.0,,,14,14,korteriomand,"naabrivalve,trepikoda lukus",külmik,119900.0,C,kivimaja,1984,jah,,keskküte,"wc ja vannituba eraldi,vann,pesumasin",,vajab renoveerimist,,,,90.00,200.00,,"kaabel-TV,telefon,internet",,,,,,,,,,,harju
3370,"Läänemere tee 9, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,1,,1,33.0,kinnine rõdu,5.00,5,5,kinnistu,"naabrivalve,turvauks,trepikoda lukus",mööbli võimalus,97000.0,,paneelmaja,,,kindel parkimiskoht kinnistul,keskküte,"pesumasin,tsentraalne kanalisatsioon",elektripliit,valmis,,,,,,,internet,bituumen,,sundventilatsioon,,hüpoteek,,,,,,harju
3371,"N/A, N/A",N/A,2023-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,harju
3372,"Sõle tn 62, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-14,5,,,95.0,,,4,4,korteriomand,trepikoda lukus,,165000.0,energiamärgis määramata,kivimaja,,,tasuta parkimine,keskküte,,,vajab renoveerimist,,,,,,,internet,,,,,,,,,,,harju
3373,"Mäepealse tn 31-35, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,,44.2,rõdu,3.40,6,6,korteriomand,"turvauks,trepikoda lukus",,183400.0,A,,2023,jah,garaaž,"keskküte,elektriküte",dušš,,uusehitis,,,panipaik,,,13377150,internet,,,,,,,,,,,harju
3374,"Mäepealse tn 31-71, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,,44.1,rõdu,3.70,6,6,korteriomand,"turvauks,trepikoda lukus",,183500.0,A,,2023,jah,garaaž,"keskküte,elektriküte",vann,,uusehitis,,,panipaik,,,13377150,internet,,,,,,,,,,,harju
3375,"Paekaare tn 66, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,2,,46.4,rõdu,4.00,4,5,,"naabrivalve,turvauks,trepikoda lukus","mööbel,külmik",129900.0,D,,1978,,,keskküte,"dušš,wc ja vannituba eraldi",elektripliit,,,,,,,,"kaabel-TV,telefon,internet",,,,,,,,,,,harju
3376,"F. R. Kreutzwaldi tn 3, Kadriorg, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,1,56.8,,,3,7,korteriomand,"turvauks,trepikoda lukus",mööbli võimalus,204000.0,C,kivimaja,2014,jah,tasuline parkimine,keskküte,"tsentraalne kanalisatsioon,vann,pesumasin",elektripliit,valmis,,,"panipaik,garderoob",,,,"internet,telefon,digi-TV",pvc,,sundventilatsioon,,,,,,,,harju
3377,"Juurdeveo tn 14, KITSEKÜLA, SUUREPÄRANE ASUKOHT, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,,31.5,,,2,2,korteriomand,"naabrivalve,trepikoda lukus",,157000.0,energiamärgis määramata,puitmaja,2019,,,keskküte,dušš,elektripliit,uusehitis,,,,,,,"kaabel-TV,telefon,internet",,,,,,,,,,,harju
3378,"Mustakivi tee 25, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,1,46.0,,,9,12,korteriomand,,"eraldi sissepääs,kinnine hoov,mööbel",154700.0,,kivimaja,,jah,"kindel parkimiskoht kinnistul,tasuta parkimine","põrandaküte,keskküte","dušš,tsentraalne kanalisatsioon,pesumasin",elektripliit,"uus viimistlus,uusehitis,renoveeritud,valmis",,,"panipaik,garderoob",,,,"digi-TV,internet",,,"konditsioneer,sundventilatsioon",,,,,,,,harju
3379,"Tehase tee 21, Raasiku, Raasiku alevik, Raasiku vald, Harju maakond","Raasiku alevik, Raasiku vald, Harju maakond",2023-01-14,2,,,45.8,,,1,2,korteriomand,"trepikoda lukus,turvauks","mööbel,mööbli võimalus",44900.0,energiamärgis määramata,kivimaja,1961,,,"ahjuküte,elektriküte","boiler,tsentraalne kanalisatsioon",elektripliit,vajab renoveerimist,,,kelder,,,,,eterniit,,,,,,,,,,harju
3380,"N/A, N/A",N/A,2023-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,harju
3381,"Pronksi tn 6, Kompassi, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-14,3,2,,63.7,rõdu,6.00,2,7,korteriomand,trepikoda lukus,"mööbel,külmik",199000.0,D,kivimaja,1987,jah,,keskküte,"wc ja vannituba eraldi,vann,pesumasin",,valmis,,,,,,,,,,,,,,,,,,harju
3382,"Narva mnt 7, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-14,4,3,2,122.1,"terrass,rõdu",15.40,8,8,korteriomand,"turvamees,videokaamerad,trepikoda lukus,turvauks",külmik,430000.0,,kivimaja,2005,jah,kindel parkimiskoht kinnistul,keskküte,"tsentraalne kanalisatsioon,dušš,vann,wc ja vannituba eraldi,pesumasin",,valmis,,,garderoob,,,,"telefon,digi-TV,internet",,,"sundventilatsioon,konditsioneer",,,,,,,,harju
3383,"Sepikoja tee 2/2-4, Vääna küla, Harku vald, Harju maakond","Vääna küla, Harku vald, Harju maakond",2023-01-14,5,4,2,88.3,,,,1,korteriomand,,,229000.0,A,kivimaja,2023,,,maaküte,"dušš,vann",elektripliit,uusehitis,,,,,,,,,,,,,,,,,,harju
3384,"K. Kärberi tn 47, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,1,1,1,32.8,"rõdu,klaasitud rõdu",3.40,4,9,korteriomand,"naabrivalve,trepikoda lukus",mööbli võimalus,82500.0,,paneelmaja,1985,jah,tasuta parkimine,keskküte,"tsentraalne kanalisatsioon,vann,pesumasin",elektripliit,vajab renoveerimist,,,panipaik,,,,"internet,digi-TV",,,,,,,,,,,harju
3385,"Pargi tn 3, Keila linn, Harju maakond","Keila linn, Harju maakond",2023-01-14,5,4,,122.2,,,,2,korteriomand,,,279000.0,A,kivimaja,2022,,,keskküte,"dušš,wc ja vannituba eraldi,saun",,uusehitis,,,panipaik,,,,"kaabel-TV,telefon,internet",,,,,,,,,,,harju
3386,"Kadakamarja põik 1, Saue linn, Harju maakond","Saue linn, Harju maakond",2023-01-14,2,1,,44.9,rõdu,4.10,4,5,korteriomand,"turvauks,trepikoda lukus","mööbel,külmik",160000.0,B,paneelmaja,2019,jah,,keskküte,"dušš,pesumasin",elektripliit,valmis,,,panipaik,,,,"kaabel-TV,internet",,,,,,,,,,,harju
3387,"Peterburi tee 14b, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,1,44.0,rõdu,,3,9,korteriomand,"turvauks,trepikoda lukus",mööbli võimalus,104900.0,,paneelmaja,,jah,tasuta parkimine,keskküte,"tsentraalne kanalisatsioon,vann",gaasipliit,"san remont tehtud,valmis",,,garderoob,,,,"telefon,digi-TV,internet",rullmaterjal,,sundventilatsioon,,,,,,,,harju
3388,"Paekalda tn 23/2-26, Lahekalda, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,,43.4,rõdu,5.00,5,8,korteriomand,"turvauks,trepikoda lukus",,195000.0,A,paneelmaja,2022,jah,,"keskküte,põrandaküte",dušš,,uusehitis,,,panipaik,,,,kaabel-TV,,,,,,,,,,,harju
3389,"Paekalda tn 23/2-45, Lahekalda, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,3,2,,73.7,rõdu,5.00,8,8,korteriomand,"turvauks,trepikoda lukus",,302000.0,A,paneelmaja,2022,jah,,"keskküte,põrandaküte","wc ja vannituba eraldi,vann",,uusehitis,,,panipaik,,,,kaabel-TV,,,,,,,,,,,harju
3390,"Kaselaane tn 5/1-0, Laagri alevik, Saue vald, Harju maakond","Laagri alevik, Saue vald, Harju maakond",2023-01-14,3,2,1,69.3,rõdu,6.50,2,2,korteriomand,"naabrivalve,trepikoda lukus,turvauks",mööbli võimalus,199000.0,B,kivimaja,2017,jah,tasuta parkimine,gaasiküte,"wc ja vannituba eraldi,dušš,tsentraalne kanalisatsioon",elektripliit,uusehitis,,,panipaik,,,,internet,,,sundventilatsioon,,,,,,,,harju
3391,"Võidujooksu tn 1, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,1,1,1,32.7,,,5,7,korteriomand,"trepikoda lukus,turvauks,videokaamerad","kinnine hoov,mööbel",126900.0,,kivimaja,,jah,tasuta parkimine,gaasiküte,"dušš,pesumasin",elektripliit,valmis,,,,,,,,rullmaterjal,,,,,,,,,,harju
3392,"Seebi tn 1, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,,44.7,,,15,20,korteriomand,trepikoda lukus,"mööbel,külmik",239000.0,C,,2020,jah,garaaž,,"dušš,pesumasin",,uusehitis,,,garderoob,,,,internet,,,kliimaseade,,,,,,,,harju
3393,"Läänemere tee 38, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,,49.3,rõdu,2.00,6,9,korteriomand,"turvauks,trepikoda lukus","mööbel,külmik",119900.0,D,paneelmaja,1987,jah,,keskküte,dušš,,renoveeritud,,,,,,,internet,,,,,,,,,,,harju
3394,"Harku tn 7, Nõmme linnaosa, Tallinn, Harju maakond","Nõmme linnaosa, Tallinn, Harju maakond",2023-01-14,3,2,,97.2,rõdu,15.00,,2,korteriomand,,,215000.0,,puitmaja,2001,,,,,,valmis,,,,,,,,,,,,,,jah,,,,harju
3395,"Kivila tn 34, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,1,1,1,33.0,rõdu,,9,9,korteriomand,"trepikoda lukus,turvauks",mööbli võimalus,77900.0,,paneelmaja,,jah,tasuta parkimine,keskküte,"tsentraalne kanalisatsioon,vann",elektripliit,san remont tehtud,,,,,,,"internet,digi-TV,telefon",rullmaterjal,,sundventilatsioon,,,,,,,,harju
3396,"Haigla tn 7, Maardu linn, Harju maakond","Maardu linn, Harju maakond",2023-01-14,1,1,1,21.8,,,2,5,korteriomand,"turvauks,videokaamerad,naabrivalve,trepikoda lukus",,55000.0,E,kivimaja,1977,,tasuta parkimine,keskküte,"tsentraalne kanalisatsioon,pesumasin,vann",elektripliit,renoveeritud,,,,,,,"internet,digi-TV",,,,,,,,,,,harju
3397,"Ringi tn 11, Maardu linn, Harju maakond","Maardu linn, Harju maakond",2023-01-14,3,2,,59.2,,,4,5,korteriomand,,,86000.0,D,paneelmaja,1973,,,,,,vajab renoveerimist,,,,,,,,,,,,,,,,,,harju
3398,"Niidu tn 3, Keila linn, Harju maakond","Keila linn, Harju maakond",2023-01-14,3,2,,62.9,,,1,3,korteriomand,"naabrivalve,turvauks,trepikoda lukus","mööbel,külmik",157600.0,energiamärgis määramata,kivimaja,1985,,,"keskküte,põrandaküte","dušš,boiler,pesumasin",elektripliit,valmis,,,panipaik,85.00,140.00,,,,,,,,,,,,,harju
3399,"Uus-Sadama tn 25, Kesklinn, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,1,43.5,,,4,4,korteriomand,"trepikoda lukus,turvauks","eraldi sissepääs,kinnine hoov,mööbel,mööbli võimalus",170000.0,,kivimaja,2005,jah,kindel parkimiskoht kinnistul,keskküte,vann,elektripliit,"uus viimistlus,valmis,renoveeritud",,,garderoob,,,,"internet,digi-TV,telefon",,,,,,,,,,,harju
3400,"Pikk tn 15, Vanalinn, Tallinn, Harju maakond","Vanalinn, Tallinn, Harju maakond",2023-01-14,3,2,,86.1,,,2,3,korteriomand,"naabrivalve,turvauks,trepikoda lukus","mööbel,külmik",325000.0,energiamärgis määramata,kivimaja,1636,,,"keskküte,kamin","dušš,vann,boiler,pesumasin",,renoveeritud,,,,100.00,270.00,,"kaabel-TV,internet",,,,,,,,,,,harju
3401,"Vihuri tn 7, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-14,2,,,28.1,,,3,5,,,kinnine hoov,101950.0,E,kivimaja,,,tasuta parkimine,keskküte,boiler,,renoveeritud,,,panipaik,,,,"internet,digi-TV",,,,,,,,,,,harju
3402,"Asunduse tn 2, Sikupilli, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,,57.0,,,4,5,korteriomand,,,142000.0,,paneelmaja,1972,,,keskküte,dušš,,renoveeritud,,,panipaik,85.00,150.00,,,,,,,,,,,,,harju
3403,"Laulupeo tn 2, Kesklinn, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-14,1,,,146.2,,,3,6,korteriomand,"trepikoda lukus,turvasüsteem",,480000.0,energiamärgis määramata,betoonmaja,2015,jah,maja ees,keskküte,tsentraalne kanalisatsioon,,"uusehitis,valmis",kõik kommunaalteenused,1900.00,,,,,"digi-TV,internet",,,sundventilatsioon,,,jah,,,,,harju
3404,"Vikerlase tn 13, VABA KORTER.UUS HIND, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,1,1,,32.7,rõdu,1.60,6,9,korteriomand,"naabrivalve,turvauks,trepikoda lukus","mööbel,külmik",74900.0,E,paneelmaja,1987,jah,,keskküte,vann,elektripliit,vajab renoveerimist,,,,50.00,120.00,,"telefon,internet",,,,,,,,,,,harju
3405,"Vikerlase tn 10, TÕKKEPUUGA SULETUD PARKIMINE, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,3,,,64.0,klaasitud rõdu,,3,9,korteriomand,,,125000.0,,paneelmaja,,jah,tasuta parkimine,keskküte,"wc ja vannituba eraldi,vann",,renoveeritud,,,,,,,"digi-TV,internet",,,,,,,,,,,harju
3406,"Raudkivi tee 6, Peetri alevik, Rae vald, Harju maakond","Peetri alevik, Rae vald, Harju maakond",2023-01-14,3,2,1,70.8,rõdu,,2,4,korteriomand,turvauks,,220000.0,E,betoonmaja,2007,,tasuta parkimine,gaasiküte,"dušš,tsentraalne kanalisatsioon",elektripliit,valmis,,,,,,,"internet,digi-TV",,,,,,,,,,,harju
3407,"Sepikoja tee 2/1-2, Vääna küla, Harku vald, Harju maakond","Vääna küla, Harku vald, Harju maakond",2023-01-14,4,3,2,70.5,,,,1,korteriomand,,,204000.0,A,kivimaja,2023,,,maaküte,dušš,elektripliit,valmis,,,,,,,,,,,,,,,,,,harju
3408,"Sepikoja tee 2/1-1, Vääna küla, Harku vald, Harju maakond","Vääna küla, Harku vald, Harju maakond",2023-01-14,4,3,2,70.5,,,,1,korteriomand,,,227000.0,A,kivimaja,2023,,,maaküte,dušš,elektripliit,valmis,,,,,,,,,,,,,,,,,,harju
3409,"Järveotsa tee 21, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2023-01-14,2,,,49.5,kinnine rõdu,2.50,4,9,korteriomand,"trepikoda lukus,turvauks","kinnine hoov,mööbel,mööbli võimalus",119000.0,F,paneelmaja,1977,jah,tasuta parkimine,keskküte,"dušš,pesumasin",elektripliit,renoveeritud,,,,,,,"digi-TV,internet",,,,,,,,,,,harju
3410,"Sõle tn 54, KIVIMAJA.TOAD ON ERALDI, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-14,2,2,,50.2,rõdu,3.00,1,9,korteriomand,"naabrivalve,turvauks,trepikoda lukus",,115555.0,E,kivimaja,1987,jah,,keskküte,"wc ja vannituba eraldi,vann",gaasipliit,vajab renoveerimist,,,panipaik,80.00,150.00,,"kaabel-TV,telefon,internet",,,,,,,,,,,harju
3411,"Ehitajate tee 70, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-14,3,2,,46.8,,,3,5,korteriomand,"naabrivalve,trepikoda lukus","mööbel,külmik",108900.0,energiamärgis määramata,paneelmaja,1967,,,keskküte,"wc ja vannituba eraldi,vann",gaasipliit,vajab kapitaalremonti,,,,,,,internet,,,,,,,,,,,harju
3412,"Punane tn 9, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,,47.7,,,3,5,korteriomand,"naabrivalve,trepikoda lukus","mööbel,külmik",99990.0,F,kivimaja,1974,,,keskküte,"dušš,vann,pesumasin",gaasipliit,valmis,,,,70.00,150.00,,"kaabel-TV,internet",,,,,,,,,,,harju
3413,"Ristiku tn 46, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-14,2,,,24.7,,,2,2,,,külmik,89900.0,,puitmaja,1912,,,elektriküte,"dušš,pesumasin",elektripliit,renoveeritud,,,panipaik,75.00,150.00,,"kaabel-TV,internet",,,,,,,,,,,harju
3414,"Asunduse tn 5, Sikupilli, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,,40.6,,,5,5,,trepikoda lukus,"mööbel,külmik",110000.0,D,kivimaja,1965,,,keskküte,vann,gaasipliit,,,,panipaik,,,,"kaabel-TV,internet",,,,,,,,,,,harju
3415,"Mustamäe tee 82, Sääse, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-14,3,2,,59.3,,,6,9,korteriomand,"turvauks,trepikoda lukus",,115000.0,,paneelmaja,1973,jah,,keskküte,dušš,elektripliit,,,,,90.00,140.00,,"kaabel-TV,internet",,,,,,,,,,,harju
3416,"Narva mnt 7, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,,57.8,,,7,10,,,mööbel,255000.0,,,2066,,,,,,valmis,,,,,,,,,,,,,,,,,,harju
3417,"Kentmanni tn 6, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-14,3,2,,92.9,rõdu,3.80,12,14,,"naabrivalve,videokaamerad,turvauks,trepikoda lukus","mööbel,külmik",990000.0,C,,2015,jah,garaaž,keskküte,"dušš,wc ja vannituba eraldi,vann,pesumasin",,,,,"panipaik,garderoob",,,,"kaabel-TV,internet",,,kliimaseade,,,,,,,,harju
3418,"Koidu tn 113a, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,1,48.2,,,2,3,korteriomand,turvauks,mööbel,157000.0,energiamärgis määramata,kivimaja,1940,,kindel parkimiskoht kinnistul,"õhksoojuspump,kamin,elektriküte","dušš,pesumasin,vann",elektripliit,renoveeritud,,,"kelder,panipaik,garderoob",,,,"internet,digi-TV",plekk,,,,,,,,,,harju
3419,"Planeedi tn 2, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,1,48.7,,,6,8,korteriomand,"naabrivalve,turvauks,trepikoda lukus",,135000.0,,kivimaja,1971,jah,,"keskküte,kombineeritud küte","tsentraalne kanalisatsioon,pesumasin,dušš,wc ja vannituba eraldi",elektripliit,valmis,,,kelder,,,,"internet,digi-TV",,,,,,,,,,,harju
3420,"N/A, N/A",N/A,2023-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,harju
3421,"Dolomiidi tee 2/1-28, Rae küla, Rae vald, Harju maakond","Rae küla, Rae vald, Harju maakond",2023-01-14,4,3,1,73.5,rõdu,6.00,3,3,korteriomand,,,229900.0,A,kivimaja,2023,jah,kindel parkimiskoht kinnistul,"õhk-vesi soojuspump,põrandaküte",,,uusehitis,,,panipaik,,,,internet,rullmaterjal,,sundventilatsioon,,,,,,,,harju
3422,"Paldiski mnt 227, Õismäe, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2023-01-14,4,3,,114.8,klaasitud rõdu,,1,10,korteriomand,turvauks,mööbli võimalus,210000.0,D,paneelmaja,2001,jah,tasuta parkimine,keskküte,"dušš,wc ja vannituba eraldi,pesumasin,saun,tsentraalne kanalisatsioon,vann",elektripliit,valmis,,,,,,,internet,,,,,,,,,,,harju
3423,"Kuusiku tee 5, Loo alevik, Jõelähtme vald, Harju maakond","Loo alevik, Jõelähtme vald, Harju maakond",2023-01-14,3,3,,66.8,,,4,5,,"naabrivalve,turvauks,trepikoda lukus",,149900.0,C,,1987,,,keskküte,"dušš,wc ja vannituba eraldi,vann",elektripliit,,,,,,,,"kaabel-TV,telefon,internet",,,,,,,,,,,harju
3424,"Väike-Patarei tn 7, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,1,29.3,,,1,2,korteriomand,"turvauks,trepikoda lukus","eraldi sissepääs,mööbel,mööbli võimalus",129000.0,,puitmaja,1865,,tasuta parkimine,"elektriküte,tahkekütus,põrandaküte","pesumasin,dušš",elektripliit,renoveeritud,,,panipaik,,,,"internet,digi-TV",eterniit,,,,,,,,,,harju
3425,"Karu tn 39, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-14,1,1,1,19.35,,,4,5,korteriomand,"turvauks,trepikoda lukus","kinnine hoov,mööbli võimalus",54500.0,D,kivimaja,1990,,kindel parkimiskoht kinnistul,keskküte,"tsentraalne kanalisatsioon,wc ja vannituba eraldi,dušš",elektripliit,san remont tehtud,,,,,,,"digi-TV,telefon,internet",rullmaterjal,,sundventilatsioon,,,,,,,,harju
3426,"E. Vilde tee 134, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,1,44.7,rõdu,,4,5,korteriomand,"trepikoda lukus,turvauks",,98000.0,D,paneelmaja,1965,,tasuta parkimine,keskküte,"vann,dušš,wc ja vannituba eraldi,tsentraalne kanalisatsioon",gaasipliit,san remont tehtud,,,garderoob,,,,"internet,telefon,digi-TV",rullmaterjal,,sundventilatsioon,,,,,,,,harju
3427,"Lennu tn 28, Ämari alevik, Lääne-Harju vald, Harju maakond","Ämari alevik, Lääne-Harju vald, Harju maakond",2023-01-14,2,2,1,50.0,,,2,5,korteriomand,"trepikoda lukus,turvauks,naabrivalve","mööbel,mööbli võimalus",45900.0,E,kivimaja,1970,,tasuta parkimine,"gaasiküte,keskküte","dušš,tsentraalne kanalisatsioon,boiler",elektripliit,renoveeritud,,,,,,,"internet,digi-TV",bituumen,,sundventilatsioon,,,,,,,,harju
3428,"Sõstra tn 3, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2023-01-14,4,,,65.7,kinnine rõdu,,5,9,,trepikoda lukus,mööbel,179950.0,E,paneelmaja,,jah,tasuta parkimine,keskküte,,,renoveeritud,,,,,,,,,,,,,,,,,,harju
3429,"Heki tee, Pirita linnaosa, Tallinn, Harju maakond","Pirita linnaosa, Tallinn, Harju maakond",2023-01-14,1,,1,43.0,,,4,5,korteriomand,"trepikoda lukus,turvauks,turvasüsteem","mööbel,mööbli võimalus",145000.0,C,kivimaja,2007,jah,tasuta parkimine,keskküte,"dušš,tsentraalne kanalisatsioon",elektripliit,uusehitis,,,,,,,"internet,digi-TV,telefon",,,,,,,,,,,harju
3430,"Heki tee 6, Haabneeme alevik, Viimsi vald, Harju maakond","Haabneeme alevik, Viimsi vald, Harju maakond",2023-01-14,1,,1,43.0,,,4,5,korteriomand,"trepikoda lukus,turvauks,turvasüsteem","mööbel,mööbli võimalus",145000.0,C,kivimaja,2007,jah,tasuta parkimine,keskküte,"dušš,tsentraalne kanalisatsioon",elektripliit,uusehitis,,,,,,,"internet,digi-TV,telefon",,,,,,,,,,,harju
3431,"Akadeemia tee 2, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,1,50.4,,,1,14,korteriomand,,mööbel,122500.0,,,,,tasuta parkimine,keskküte,,,valmis,,,panipaik,,,,,,,,,,,,,,,harju
3432,"Õismäe tee 80, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2023-01-14,1,1,1,32.9,rõdu,3.00,9,9,,"trepikoda lukus,turvauks",mööbel,98900.0,,paneelmaja,,jah,,keskküte,"tsentraalne kanalisatsioon,vann",elektripliit,"uus viimistlus,renoveeritud",,,panipaik,,,,"digi-TV,internet",,,,,,,,,,,harju
3433,"Läänemere tee 62, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,,,49.6,,,1,9,korteriomand,"trepikoda lukus,turvauks",mööbel,120000.0,E,paneelmaja,1987,,tasuta parkimine,keskküte,,elektripliit,renoveeritud,,,,,,,,,,,,,,,,,,harju
