,Address,District,Date,Tube,Magamistube,Vannitube,Üldpind,Rõdu,Rõdu pind,Korrus,Korruseid kokku,Omandiõigus,Turvasüsteem,Lisaväärtused,Hind,Energiamärgis,Materjal,Ehitusaasta,Lift,Parkimine,Küte,Sanitaar,Pliit,Seisukord,Lisanduvad kommunaalid,Tagatisraha,Lisaruumid,Suve kommunaalid,Talve kommunaalid,Kinnistu number,Side,Katus,Lisainfo,Ventilatsioon,Krunt,Piirangud,tasuline parkimine,tasuta parkimine,Maakleritasu,Parkimiskohti,Lisanduvad kommunaalkulud,maakond
2817,"Taime tn 14, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,1,31.7,,,1,2,korteriomand,trepikoda lukus,kinnine hoov,84900.0,energiamärgis määramata,puitmaja,1937,,,ahjuküte,"tsentraalne kanalisatsioon,wc ja vannituba eraldi,dušš",elektripliit,renoveeritud,,,"kelder,panipaik",,,,"internet,telefon,digi-TV",plekk,,,,,,,,,,harju
2818,"Sõpruse pst 206, MUSTAMÄE, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,1,43.7,rõdu,,5,5,korteriomand,"turvauks,trepikoda lukus,videokaamerad",,93000.0,D,paneelmaja,1968,,tasuta parkimine,keskküte,"tsentraalne kanalisatsioon,dušš",elektripliit,,,,,,,,,rullmaterjal,,,,,,,,,,harju
2819,"Sõpruse pst 206, MUSTAMÄE, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,1,43.7,rõdu,,5,5,korteriomand,"trepikoda lukus,videokaamerad,turvauks",,93000.0,D,paneelmaja,1968,,tasuta parkimine,keskküte,"tsentraalne kanalisatsioon,dušš",elektripliit,"renoveeritud,valmis",,,,,,,,rullmaterjal,,,,,,,,,,harju
2820,"Õismäe tee 77, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2023-01-14,3,2,1,65.5,"rõdu,kinnine rõdu",,3,5,,"turvauks,trepikoda lukus","mööbel,mööbli võimalus",127700.0,,paneelmaja,,,tasuta parkimine,keskküte,"wc ja vannituba eraldi,vann,pesumasin,dušš,tsentraalne kanalisatsioon",elektripliit,,,,"panipaik,garderoob",,,,"digi-TV,telefon,internet",,,,,,,,,,,harju
2821,"Malmi tn 2, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,,48.9,,,2,2,korteriomand,"turvauks,trepikoda lukus",külmik,139000.0,,puitmaja,1939,,,"elektriküte,kamin","dušš,boiler,pesumasin",elektripliit,valmis,,,panipaik,,,,"telefon,internet",,,,,,,,,,,harju
2822,"Teelise tn 8-7, Metsatuka uusarendus, Nõmme linnaosa, Tallinn, Harju maakond","Nõmme linnaosa, Tallinn, Harju maakond",2023-01-14,1,,,41.3,,,2,4,korteriomand,"turvauks,trepikoda lukus",,155000.0,B,,2023,jah,,põrandaküte,dušš,,uusehitis,,,,,,,"kaabel-TV,internet",,,,,,,,,,,harju
2823,"Vilisuu tn 4-26, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,2,,35.7,rõdu,6.00,4,5,korteriomand,"turvauks,trepikoda lukus,naabrivalve",mööbel,106900.0,D,paneelmaja,1981,,,keskküte,"dušš,vann",elektripliit,renoveeritud,,,"kelder,panipaik",,,,"kaabel-TV,internet",,,,,,,,,,,harju
2824,"Sõle tn 71, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-14,2,2,1,57.8,,,3,4,korteriomand,trepikoda lukus,"kinnine hoov,mööbel",149000.0,D,kivimaja,,,tasuta parkimine,keskküte,"boiler,wc ja vannituba eraldi,tsentraalne kanalisatsioon,dušš,vann",gaasipliit,san remont tehtud,,,,,,,"digi-TV,internet",,,,,,,,,,,harju
2825,"Õismäe tee 127, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2023-01-14,1,1,1,33.2,,,5,5,korteriomand,"turvauks,trepikoda lukus","mööbel,mööbli võimalus",,B,paneelmaja,1976,,tasuta parkimine,keskküte,"pesumasin,dušš,tsentraalne kanalisatsioon",elektripliit,"renoveeritud,valmis",,,kelder,,,,,bituumen,,,,,,,,,,harju
2826,"Uuspere tee 4/1, PRIVAATNE, B-klass, 2 park.kohta, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2023-01-14,3,2,1,74.3,terrass,12.10,1,3,korteriomand,"trepikoda lukus,naabrivalve,turvauks",mööbel,249000.0,B,kivimaja,2020,jah,kindel parkimiskoht kinnistul,"põrandaküte,keskküte","tsentraalne kanalisatsioon,dušš",elektripliit,uusehitis,,,"panipaik,garderoob",,,,"internet,digi-TV",,,"sundventilatsioon,kliimaseade",,,,,,,,harju
2827,"E. Vilde tee 121a, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,1,43.7,rõdu,,4,5,korteriomand,"naabrivalve,trepikoda lukus",,88000.0,C,,,,"tasuta parkimine,kindel parkimiskoht kinnistul",,,,,,,,,,,,,,,,,,,,,,harju
2828,"Uuspere tee 4/2, Tiskre küla, Harku vald, Harju maakond","Tiskre küla, Harku vald, Harju maakond",2023-01-14,4,,,85.6,,,3,3,korteriomand,,,255000.0,B,kivimaja,2020,,,,,,,,,,,,,,,,,,,,,,,,harju
2829,"Mootori 7/1-18, Kalamaja, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,1,42.3,,,4,4,korteriomand,"turvauks,trepikoda lukus",,212000.0,,kivimaja,2022,jah,garaaž,"keskküte,põrandaküte",dušš,,uusehitis,,,panipaik,,,,"kaabel-TV,internet",,,,,,,,,,,harju
2830,"Uus-Volta tn 12/2-2, Kalamaja, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-14,4,3,2,90.7,"terrass,kinnine rõdu",,1,7,korteriomand,"turvauks,trepikoda lukus",,395000.0,,kivimaja,2022,jah,,"keskküte,põrandaküte",dušš,,uusehitis,"elekter,vesi,küte",,panipaik,,,,,,,,,,,,,,,harju
2831,"Viieaia tee 11/3, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,,43.5,rõdu,5.10,2,3,korteriomand,"trepikoda lukus,turvauks","mööbel,külmik",159900.0,A,kivimaja,2022,,,keskküte,"dušš,pesumasin",,uusehitis,,,panipaik,,,,"kaabel-TV,internet",,,,,,,,,,,harju
2832,"Vanakuu tn 7, Pikaliiva, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2023-01-14,3,2,,65.5,rõdu,3.20,4,4,korteriomand,trepikoda lukus,"mööbel,külmik",205000.0,C,kivimaja,2018,,,"põrandaküte,gaasiküte","dušš,pesumasin",,,,,panipaik,,,,"internet,kaabel-TV",,,,,,,,,,,harju
2833,"Mootori 7/3-37, Kalamaja, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-14,3,2,1,72.1,terrass,,5,5,korteriomand,"turvauks,trepikoda lukus",,495000.0,,kivimaja,2022,jah,,"keskküte,põrandaküte",dušš,,uusehitis,,,panipaik,,,,,,,,,,,,,,,harju
2834,"Kadaka tee 173, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,1,43.9,"klaasitud rõdu,rõdu",,4,5,korteriomand,"trepikoda lukus,naabrivalve","mööbel,mööbli võimalus",109000.0,,"paneelmaja,kivimaja",1967,,tasuta parkimine,keskküte,"dušš,tsentraalne kanalisatsioon,pesumasin","gaasipliit,elektripliit",renoveeritud,,,kelder,,,,"internet,digi-TV",bituumen,,,,,,,,,,harju
2835,"Kastani tee 4, Laitse küla, Saue vald, Harju maakond","Laitse küla, Saue vald, Harju maakond",2023-01-14,2,1,1,39.3,,,2,2,korteriomand,,,35000.0,G,kivimaja,1967,,kindel parkimiskoht kinnistul,ahjuküte,"dušš,tsentraalne kanalisatsioon,boiler",puupliit,vajab renoveerimist,,,kelder,,,,,eterniit,,,,,,,,,,harju
2836,"Stardi tn 10, Maardu linn, Harju maakond","Maardu linn, Harju maakond",2023-01-14,3,2,1,48.0,,,3,4,korteriomand,,,104800.0,,kivimaja,1963,,kindel parkimiskoht kinnistul,,,,valmis,,,,,,,,eterniit,Kogu info kodulehelt,,,,,,,,,harju
2837,"Paasiku tn 16, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,3,2,1,66.6,rõdu,,5,5,korteriomand,"naabrivalve,trepikoda lukus",mööbli võimalus,149990.0,energiamärgis määramata,paneelmaja,1994,,tasuta parkimine,keskküte,"pesumasin,vann,dušš,tsentraalne kanalisatsioon",elektripliit,renoveeritud,,,kelder,,,,"digi-TV,telefon,internet",bituumen,,,,,,,,,,harju
2838,"Staapli tn 4, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-14,4,3,2,135.0,kinnine rõdu,,2,6,korteriomand,alarmsüsteem,"mööbel,külmik",690000.0,B,kivimaja,2018,jah,garaaž,"põrandaküte,kamin,keskküte","saun,vann,dušš,wc ja vannituba eraldi",elektripliit,,,,"kelder,panipaik",,,,"kaabel-TV,internet",,,,,,,,,,,harju
2839,"Filtri tee 8, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,1,39.9,,,2,5,korteriomand,"naabrivalve,turvauks,trepikoda lukus","mööbel,mööbli võimalus",127000.0,D,kivimaja,1963,,tasuta parkimine,keskküte,"pesumasin,tsentraalne kanalisatsioon",elektripliit,renoveeritud,,,"panipaik,garderoob",,,,"digi-TV,internet,telefon",,,,,,,,,,,harju
2840,"Akadeemia tee 10, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-14,3,2,1,55.9,rõdu,2.00,3,5,korteriomand,"turvauks,trepikoda lukus","mööbel,mööbli võimalus",119500.0,E,paneelmaja,1963,,tasuta parkimine,keskküte,"dušš,pesumasin,tsentraalne kanalisatsioon",gaasipliit,valmis,,,kelder,,,,"internet,digi-TV",,,,,,,,,,,harju
2841,"Mustamäe tee 193, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,,43.5,,,1,5,korteriomand,"turvauks,trepikoda lukus",,129900.0,E,paneelmaja,1966,,,keskküte,,elektripliit,renoveeritud,,,panipaik,,,,internet,,,,4995 m²,,,,,,,harju
2842,"Veeru tn 6, Maardu linn, Harju maakond","Maardu linn, Harju maakond",2023-01-14,2,1,1,43.9,,,1,7,korteriomand,"trepikoda lukus,turvauks,naabrivalve","mööbel,mööbli võimalus",66500.0,energiamärgis määramata,paneelmaja,1994,jah,tasuta parkimine,keskküte,"vann,tsentraalne kanalisatsioon,wc ja vannituba eraldi",elektripliit,valmis,,,,,,,"internet,digi-TV",bituumen,,sundventilatsioon,,,,,,,,harju
2843,"Pärnu mnt 48, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,1,54.5,,,2,6,korteriomand,"naabrivalve,trepikoda lukus,turvauks,videokaamerad","kinnine hoov,mööbel,mööbli võimalus",180000.0,E,kivimaja,1960,,"kindel parkimiskoht kinnistul,tasuta parkimine",keskküte,"vann,dušš,tsentraalne kanalisatsioon",gaasipliit,"renoveeritud,uus viimistlus,valmis",,,garderoob,,,,"internet,digi-TV",bituumen,,"sundventilatsioon,konditsioneer",,,,,,,,harju
2844,"Liivalaia tn 21, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,1,49.5,,,2,,korteriomand,trepikoda lukus,mööbel,155000.0,E,"kivimaja,betoonmaja",,jah,,keskküte,"vann,dušš,pesumasin",elektripliit,valmis,,,garderoob,,,,"internet,digi-TV",,,sundventilatsioon,,,,,,,,harju
2845,"Soo tn 23, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,1,39.0,,,2,2,korteriomand,trepikoda lukus,,114900.0,energiamärgis määramata,puitmaja,,,,"gaasiküte,ahjuküte,kamin",dušš,,vajab renoveerimist,,,kelder,,,101026306,,,,,,,,,,,,harju
2846,"Langu tn 2a, Maardu linn, Harju maakond","Maardu linn, Harju maakond",2023-01-14,3,2,1,60.1,,,5,5,kinnistu,,,135000.0,,,2008,,,,,,uusehitis,,,,,,,,,,,,,,,,,,harju
2847,"Sõpruse pst 242, Männi pargi kõrval, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-14,3,2,1,45.1,kinnine rõdu,3.00,9,9,korteriomand,"turvauks,trepikoda lukus",mööbel,139500.0,,paneelmaja,1968,jah,tasuta parkimine,keskküte,"vann,pesumasin",elektripliit,"uus viimistlus,renoveeritud,valmis",,,,,,,"internet,digi-TV",,,,,,,,,,,harju
