,Seisukord,Tube,Magamistube,Üldpind,Korrus,Korruseid kokku,Omandiõigus,Turvasüsteem,Hind,Energiamärgis,Materjal,Ehitusaasta,Küte,Sanitaar,Vannitube,Lisaväärtused,Lisaruumid,Pliit,Side,Rõdu pind,Tagatisraha,Suve kommunaalid,Talve kommunaalid,Kinnistu number,Lift,Rõdu,Parkimine,Katus,Krunt,Lisanduvad kommunaalkulud,Lisainfo,tasuta parkimine,Ventilatsioon,Parkimiskohti,tasuline parkimine,Lisanduvad kommunaalid,Maakleritasu,Piirangud
3807,uusehitis,4.0,3.0,73.2,,2.0,korteriomand,turvauks,210000.0,A,,2022.0,"põrandaküte,õhksoojuspump","saun,wc ja vannituba eraldi,dušš",,mööbli võimalus,,elektripliit,"internet,telefon",,,,,19960250,,rõdu,,,,,,jah,,,,,,
3808,uusehitis,4.0,3.0,73.2,,2.0,korteriomand,turvauks,205000.0,A,,2022.0,"põrandaküte,õhksoojuspump","saun,wc ja vannituba eraldi,dušš",,mööbli võimalus,,elektripliit,"internet,telefon",,,,,19960250,,rõdu,,,,,,jah,,,,,,
3809,uusehitis,4.0,3.0,71.6,3.0,3.0,korteriomand,trepikoda lukus,174100.0,B,kivimaja,2023.0,keskküte,tsentraalne kanalisatsioon,1.0,,panipaik,,,9.8,,,,,,rõdu,kindel parkimiskoht kinnistul,plekk,,,https://kehra-aia.kinnisvaravahendus.ee/,,sundventilatsioon,,,,,
3810,uusehitis,4.0,3.0,71.6,2.0,3.0,korteriomand,trepikoda lukus,174000.0,B,kivimaja,2023.0,keskküte,tsentraalne kanalisatsioon,1.0,,panipaik,,,9.8,,,,,,rõdu,kindel parkimiskoht kinnistul,plekk,,,https://kehra-aia.kinnisvaravahendus.ee/,,sundventilatsioon,,,,,
3811,uusehitis,4.0,3.0,65.9,2.0,3.0,korteriomand,trepikoda lukus,160200.0,B,kivimaja,2023.0,keskküte,tsentraalne kanalisatsioon,1.0,,panipaik,,,9.8,,,,,,rõdu,kindel parkimiskoht kinnistul,plekk,,,https://kehra-aia.kinnisvaravahendus.ee/,,sundventilatsioon,,,,,
3812,uusehitis,2.0,1.0,41.9,1.0,3.0,korteriomand,trepikoda lukus,105400.0,B,kivimaja,2023.0,keskküte,tsentraalne kanalisatsioon,1.0,,panipaik,,,13.4,,,,,,terrass,kindel parkimiskoht kinnistul,plekk,,,https://kehra-aia.kinnisvaravahendus.ee/,,sundventilatsioon,,,,,
3813,uusehitis,3.0,2.0,56.5,1.0,3.0,korteriomand,trepikoda lukus,140400.0,B,kivimaja,2023.0,keskküte,tsentraalne kanalisatsioon,1.0,,panipaik,,,17.3,,,,,,terrass,kindel parkimiskoht kinnistul,plekk,,,https://kehra-aia.kinnisvaravahendus.ee/,,sundventilatsioon,,,,,
3814,uusehitis,2.0,1.0,43.7,1.0,3.0,korteriomand,trepikoda lukus,108900.0,B,kivimaja,2023.0,keskküte,tsentraalne kanalisatsioon,1.0,,panipaik,,,13.4,,,,,,terrass,kindel parkimiskoht kinnistul,plekk,,,https://kehra-aia.kinnisvaravahendus.ee/,,sundventilatsioon,,,,,
3815,valmis,2.0,1.0,38.9,5.0,5.0,korteriomand,"turvauks,trepikoda lukus",49900.0,C,plokkmaja,1987.0,keskküte,"pesumasin,dušš,tsentraalne kanalisatsioon",1.0,mööbli võimalus,,elektripliit,"internet,telefon,digi-TV",,,,,,,,tasuta parkimine,eterniit,,,,,,,,,,
3816,valmis,3.0,2.0,75.3,14.0,14.0,korteriomand,"naabrivalve,turvauks,trepikoda lukus,turvasüsteem",239900.0,C,betoonmaja,,keskküte,"dušš,wc ja vannituba eraldi,pesumasin",1.0,mööbli võimalus,panipaik,,"internet,telefon,digi-TV",9.0,,,,,,rõdu,"tasuta parkimine,parkimiskoht garaažis",rullmaterjal,,,,,sundventilatsioon,,,,,
3817,uusehitis,2.0,1.0,52.6,1.0,3.0,korteriomand,,169900.0,A,paneelmaja,2023.0,gaasiküte,,,,panipaik,,internet,21.7,,,,,,rõdu,,,9690 m²,,,,sundventilatsioon,,,,,
3818,uusehitis,2.0,1.0,46.9,1.0,3.0,korteriomand,,162900.0,A,paneelmaja,2023.0,gaasiküte,,,,panipaik,,internet,9.7,,,,,,rõdu,,,9690 m²,,,,sundventilatsioon,,,,,
3819,uusehitis,3.0,2.0,55.8,2.0,3.0,korteriomand,,209900.0,A,kivimaja,2022.0,keskküte,,,,,,internet,,,,,,,,,,,,,,sundventilatsioon,,,,,
3820,uusehitis,2.0,1.0,46.6,1.0,3.0,korteriomand,,162900.0,A,paneelmaja,2023.0,gaasiküte,,,,panipaik,,internet,9.7,,,,,,rõdu,,,9690 m²,,,,sundventilatsioon,,,,,
3821,uusehitis,5.0,4.0,105.0,1.0,3.0,korteriomand,,319900.0,A,kivimaja,2022.0,keskküte,,,,,,internet,,,,,,,,,,,,,,sundventilatsioon,,,,,
3822,uusehitis,3.0,2.0,76.3,1.0,2.0,korteriomand,,242900.0,B,,2022.0,keskküte,dušš,,,panipaik,,internet,22.4,,,,21612050,,rõdu,,,,,,,sundventilatsioon,,,,,
3823,uusehitis,2.0,1.0,47.0,1.0,3.0,korteriomand,trepikoda lukus,162900.0,A,paneelmaja,2023.0,gaasiküte,,,,,,internet,,,,,,,,,,9690 m²,,,,sundventilatsioon,,,,,
3824,uusehitis,2.0,1.0,46.6,1.0,3.0,korteriomand,trepikoda lukus,162900.0,A,paneelmaja,2023.0,gaasiküte,,,,,,internet,,,,,,,,,,9690 m²,,,,sundventilatsioon,,,,,
3825,uusehitis,2.0,1.0,52.7,1.0,3.0,korteriomand,trepikoda lukus,169900.0,A,paneelmaja,2023.0,gaasiküte,,,,panipaik,,internet,21.4,,,,,,rõdu,,,9690 m²,,,,sundventilatsioon,,,,,
3826,renoveeritud,2.0,1.0,48.8,1.0,2.0,,,69900.0,E,kivimaja,1968.0,,,1.0,,,elektripliit,,,,,,,,,,,,,,,,,,,,
3827,uusehitis,2.0,1.0,45.4,14.0,14.0,korteriomand,,195000.0,C,paneelmaja,2019.0,,,1.0,,panipaik,elektripliit,,,,,,0,,rõdu,,,,,,,,,,,,
3828,,3.0,2.0,97.8,5.0,10.0,,,530000.0,,,,,,2.0,,"panipaik,garderoob",,,,1700.0,,,,,,,,,,,,,,,,,
3829,renoveeritud,2.0,1.0,52.7,4.0,4.0,korteriomand,"trepikoda lukus,turvauks",195000.0,D,kivimaja,1955.0,"keskküte,õhksoojuspump","boiler,dušš,tsentraalne kanalisatsioon,pesumasin",1.0,"kinnine hoov,mööbel,mööbli võimalus",kelder,elektripliit,"internet,digi-TV,telefon",,,,,,,,"tasuta parkimine,kindel parkimiskoht kinnistul",,,,,,,,,,,
3830,,1.0,,22.1,1.0,2.0,korteriomand,,69900.0,energiamärgis määramata,puitmaja,1915.0,,,1.0,,,elektripliit,,,,,,,,,,,,,,,,,,,,
3831,uusehitis,2.0,1.0,49.2,2.0,3.0,korteriomand,,162900.0,A,paneelmaja,2023.0,gaasiküte,,,,panipaik,,internet,2.8,,,,,,rõdu,,,9690 m²,,,,sundventilatsioon,,,,,
3832,uusehitis,3.0,2.0,59.3,3.0,3.0,korteriomand,,204900.0,A,paneelmaja,2023.0,gaasiküte,,,,panipaik,,internet,21.1,,,,,,rõdu,,,9690 m²,,,,sundventilatsioon,,,,,
3833,uusehitis,2.0,1.0,46.9,3.0,3.0,korteriomand,,175900.0,A,paneelmaja,2023.0,gaasiküte,,,,panipaik,,internet,11.5,,,,,,rõdu,,,9690 m²,,,,sundventilatsioon,,,,,
3834,uusehitis,2.0,1.0,49.2,2.0,3.0,korteriomand,,162900.0,A,paneelmaja,2023.0,gaasiküte,,,,panipaik,,internet,2.8,,,,,,rõdu,,,9690 m²,,,,sundventilatsioon,,,,,
3835,uusehitis,3.0,,68.4,2.0,3.0,korteriomand,,209900.0,A,paneelmaja,2023.0,gaasiküte,,,,panipaik,,internet,5.6,,,,,,rõdu,,,9690 m²,,,,sundventilatsioon,,,,,
3836,uusehitis,2.0,1.0,49.8,2.0,3.0,korteriomand,,169900.0,A,paneelmaja,2023.0,gaasiküte,,,,panipaik,,internet,4.2,,,,,,rõdu,,,9690 m²,,,,sundventilatsioon,,,,,
3837,uusehitis,2.0,1.0,55.9,2.0,3.0,korteriomand,,175900.0,A,paneelmaja,2023.0,gaasiküte,,,,panipaik,,internet,2.8,,,,,,rõdu,,,9690 m²,,,,sundventilatsioon,,,,,
3838,uusehitis,2.0,1.0,53.3,3.0,3.0,korteriomand,,184900.0,A,paneelmaja,2023.0,gaasiküte,,,,panipaik,,internet,12.0,,,,,,rõdu,,,9690 m²,,,,sundventilatsioon,,,,,
3839,uusehitis,3.0,,59.3,3.0,3.0,korteriomand,,204900.0,A,paneelmaja,2023.0,gaasiküte,,,,panipaik,,internet,21.1,,,,,,rõdu,,,9690 m²,,,,sundventilatsioon,,,,,
3840,uusehitis,2.0,1.0,49.8,2.0,3.0,korteriomand,,169900.0,A,paneelmaja,2023.0,gaasiküte,,,,panipaik,,internet,4.2,,,,,,rõdu,,,9690 m²,,,,sundventilatsioon,,,,,
3841,uusehitis,3.0,,68.4,2.0,3.0,korteriomand,trepikoda lukus,209900.0,A,paneelmaja,2023.0,gaasiküte,,,,panipaik,,internet,5.6,,,,,,rõdu,,,9690 m²,,,,sundventilatsioon,,,,,
3842,vajab renoveerimist,2.0,1.0,40.9,2.0,5.0,korteriomand,trepikoda lukus,92500.0,F,,1964.0,,vann,1.0,,panipaik,gaasipliit,,,,,,,,,,,,,,jah,,,,,,
3843,uusehitis,3.0,2.0,62.6,2.0,4.0,korteriomand,,212990.0,B,kivimaja,2023.0,,,,,panipaik,,,9.2,,,,,,rõdu,,,,,,,,,,,,
3844,renoveeritud,1.0,,21.0,1.0,4.0,korteriomand,"naabrivalve,trepikoda lukus,turvauks",116850.0,,kivimaja,1961.0,keskküte,"pesumasin,dušš,tsentraalne kanalisatsioon",,"mööbel,mööbli võimalus",garderoob,elektripliit,"internet,digi-TV",,,,,,,,,bituumen,,,,,,,,,,
3845,uusehitis,3.0,2.0,77.4,4.0,5.0,korteriomand,,704340.0,energiamärgis määramata,kivimaja,2022.0,,,2.0,,,,,,,,,,,rõdu,,,,,,,,,,,,
3846,uusehitis,2.0,1.0,48.7,4.0,5.0,korteriomand,,394470.0,energiamärgis määramata,kivimaja,2022.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
3847,uusehitis,3.0,2.0,93.1,3.0,5.0,korteriomand,,763420.0,energiamärgis määramata,kivimaja,2022.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
3848,renoveeritud,2.0,1.0,31.1,1.0,2.0,korteriomand,,74900.0,energiamärgis määramata,,1961.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
3849,uusehitis,3.0,2.0,59.3,1.0,3.0,,,249060.0,B,kivimaja,2023.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
3850,uusehitis,4.0,2.0,110.4,1.0,3.0,,,441600.0,B,kivimaja,2023.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
3851,uusehitis,3.0,2.0,72.7,2.0,3.0,,,316245.0,B,kivimaja,2023.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
3852,uusehitis,3.0,2.0,58.6,1.0,3.0,,,246120.0,B,kivimaja,2023.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
3853,uusehitis,4.0,3.0,128.2,3.0,3.0,,,532030.0,B,kivimaja,2023.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
3854,renoveeritud,2.0,1.0,55.0,1.0,2.0,korteriomand,trepikoda lukus,115000.0,energiamärgis määramata,puitmaja,1950.0,elektriküte,"boiler,pesumasin,vann,tsentraalne kanalisatsioon",1.0,mööbel,"kelder,garderoob",elektripliit,"telefon,digi-TV,internet",,,,,,,,tasuta parkimine,plekk,,,,,sundventilatsioon,,,,,
3855,valmis,2.0,1.0,54.2,1.0,5.0,korteriomand,trepikoda lukus,194800.0,E,,2006.0,gaasiküte,vann,1.0,külmik,panipaik,elektripliit,,,,,,,jah,rõdu,,,,,,jah,,1.0,jah,,,
3856,valmis,2.0,,56.6,,,korteriomand,turvauks,56000.0,energiamärgis määramata,puitmaja,1957.0,,,,,,elektripliit,,,,,,,,,,plekk,5461 m²,,,,sundventilatsioon,,,,,
3857,vajab renoveerimist,2.0,1.0,39.0,2.0,2.0,korteriomand,trepikoda lukus,136900.0,energiamärgis määramata,puitmaja,,"ahjuküte,gaasiküte,kamin",dušš,1.0,mööbli võimalus,kelder,gaasipliit,"kaabel-TV,internet",,,,,101026306,,,,,,,,jah,,,,,,
3858,"valmis,renoveeritud,uus viimistlus",3.0,3.0,115.5,,3.0,korteriomand,trepikoda lukus,190000.0,C,palkmaja,1911.0,gaasiküte,"vann,dušš,saun",2.0,,,elektripliit,"telefon,digi-TV,internet",,,,,,,rõdu,"kindel parkimiskoht kinnistul,tasuta parkimine",plekk,,,,,"sundventilatsioon,kliimaseade",,,,,
3859,uusehitis,5.0,4.0,113.0,,,korteriomand,,334000.0,A,betoonmaja,2023.0,"maaküte,õhk-vesi soojuspump","tsentraalne kanalisatsioon,lokaalne kanalisatsioon,dušš,saun",2.0,,panipaik,,internet,24.0,,,,,,terrass,kindel parkimiskoht kinnistul,pvc,,,https://www.sinilille.ee/,,sundventilatsioon,,,,,
3860,uusehitis,5.0,4.0,101.0,,,korteriomand,,307000.0,A,betoonmaja,2023.0,"maaküte,õhk-vesi soojuspump","vann,dušš,saun,tsentraalne kanalisatsioon",2.0,,,,internet,,,,,,,terrass,kindel parkimiskoht kinnistul,pvc,,,https://www.sinilille.ee/,,,,,,,
3861,vajab kapitaalremonti,2.0,1.0,43.2,4.0,9.0,korteriomand,turvauks,99900.0,D,paneelmaja,1970.0,keskküte,,,,,gaasipliit,internet,,,,,,jah,,,,1332 m²,,,,sundventilatsioon,,,,,
3862,"uus viimistlus,renoveeritud,valmis",2.0,1.0,47.3,5.0,5.0,korteriomand,"turvauks,trepikoda lukus",57000.0,C,"kivimaja,plokkmaja",,keskküte,"pesumasin,wc ja vannituba eraldi,dušš,tsentraalne kanalisatsioon",1.0,mööbel,"kelder,panipaik",,,,,,,,,,tasuta parkimine,plekk,,,,,,,,,,
3863,valmis,3.0,2.0,90.0,4.0,5.0,korteriomand,"trepikoda lukus,naabrivalve,turvauks",265000.0,C,kivimaja,2007.0,"elektriküte,keskküte","tsentraalne kanalisatsioon,wc ja vannituba eraldi,dušš",1.0,mööbli võimalus,"panipaik,garderoob",elektripliit,internet,2.8,,,,,jah,klaasitud rõdu,"tasuta parkimine,parkimiskoht maa-aluses garaažis,garaaž",,,,,,,,,,,
3864,uus viimistlus,3.0,2.0,72.1,4.0,4.0,korteriomand,,277000.0,E,kivimaja,1959.0,,,1.0,,panipaik,gaasipliit,,,,,,,,,,,,,,,,,,,,
3865,valmis,4.0,,85.7,4.0,5.0,korteriomand,"turvauks,trepikoda lukus",199000.0,energiamärgis määramata,kivimaja,1964.0,,"pesumasin,vann",,"mööbel,mööbli võimalus,külmik",panipaik,,internet,,,,,,,,,,,Added_to_price,http://www.arcovara.ee/318046,,,,,,,
3866,vajab renoveerimist,4.0,1.0,75.4,1.0,2.0,korteriomand,,140000.0,energiamärgis määramata,puitmaja,1930.0,,,2.0,,panipaik,,,,,,,0,,,,,,,,,,,,,,
3867,renoveeritud,5.0,,99.3,2.0,2.0,korteriomand,trepikoda lukus,225000.0,energiamärgis määramata,puitmaja,1936.0,"ahjuküte,keskküte,elektriküte","vann,saun,dušš,wc ja vannituba eraldi,pesumasin",,"mööbli võimalus,TV,külmik",,,"kaabel-TV,internet",,,,,,,rõdu,,,1100 m²,Added_to_price,http://www.arcovara.ee/318032,,,,,,,
3868,valmis,4.0,3.0,189.4,4.0,5.0,korteriomand,,945000.0,energiamärgis määramata,kivimaja,2016.0,,,2.0,,panipaik,,,,,,,,,rõdu,,,,,,,,,,,,
3869,renoveeritud,2.0,1.0,66.7,1.0,4.0,korteriomand,,239000.0,C,kivimaja,2011.0,,,1.0,,panipaik,elektripliit,,,,,,,,,,,,,,,,,,,,
3870,valmis,2.0,1.0,63.7,1.0,6.0,korteriomand,,169900.0,D,kivimaja,2011.0,,,1.0,,panipaik,elektripliit,,,,,,,,,,,,,,,,,,,,
3871,renoveeritud,2.0,1.0,45.8,5.0,5.0,korteriomand,"videokaamerad,naabrivalve,trepikoda lukus,turvauks",112900.0,D,paneelmaja,1961.0,keskküte,"dušš,pesumasin",,"mööbel,külmik",,gaasipliit,internet,0.0,,,,0,,rõdu,,,,,,jah,,,,,,
3872,renoveeritud,4.0,,155.0,1.0,3.0,kaasomand,,465000.0,,puitmaja,1940.0,"õhksoojuspump,kamin,elektriküte,gaasiküte","vann,dušš,wc ja vannituba eraldi,boiler,pesumasin,saun",,"mööbel,mööbli võimalus,külmik",panipaik,elektripliit,"internet,kaabel-TV",,,,,0,,rõdu,,,,,,jah,,,,,,
3873,valmis,4.0,3.0,78.6,4.0,5.0,korteriomand,"naabrivalve,turvauks,trepikoda lukus",199900.0,energiamärgis määramata,kivimaja,1961.0,"keskküte,põrandaküte","dušš,saun",,,,,internet,,,,,0,,,,,,,,jah,,,,,,
3874,vajab renoveerimist,1.0,1.0,42.3,1.0,3.0,korteriomand,,22000.0,energiamärgis määramata,paneelmaja,1984.0,,,1.0,,panipaik,elektripliit,,,,,,,,rõdu,,,,,,,,,,,,
3875,uusehitis,4.0,3.0,105.1,1.0,3.0,korteriomand,"turvauks,trepikoda lukus,naabrivalve",299900.0,B,kivimaja,2021.0,"gaasiküte,põrandaküte,keskküte","dušš,wc ja vannituba eraldi,vann,saun",,"mööbli võimalus,külmik",panipaik,,kaabel-TV,3.1,,,,16974250,,rõdu,,,,,,,,,,,,
3876,,3.0,3.0,59.6,8.0,9.0,,"turvasüsteem,turvauks,trepikoda lukus",155000.0,D,paneelmaja,1972.0,keskküte,dušš,1.0,"mööbel,mööbli võimalus,TV,külmik",,,internet,,,,,,jah,,,,,,,jah,,,,"küte,elekter,vesi",,
3877,,2.0,,62.92,,,,,189000.0,energiamärgis määramata,kivimaja,,,,,,"kelder,panipaik",,,,,,,,,rõdu,tasuta parkimine,,,,,,,,,,,
3878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3879,uusehitis,3.0,2.0,59.3,3.0,4.0,korteriomand,,198990.0,B,kivimaja,2023.0,,,,,panipaik,,,5.0,,,,,,rõdu,,,,,,,,,,,,
3880,uusehitis,4.0,3.0,76.8,3.0,4.0,korteriomand,,240990.0,B,kivimaja,2023.0,,,,,panipaik,,,6.7,,,,,,rõdu,,,,,,,,,,,,
3881,uusehitis,2.0,1.0,43.5,4.0,4.0,korteriomand,,175990.0,B,kivimaja,2023.0,,,,,panipaik,,,6.9,,,,,,rõdu,,,,,,,,,,,,
3882,uusehitis,2.0,1.0,43.6,4.0,4.0,korteriomand,,173990.0,B,kivimaja,2023.0,,,,,panipaik,,,4.4,,,,,,rõdu,,,,,,,,,,,,
3883,uusehitis,3.0,2.0,62.6,4.0,4.0,korteriomand,,218990.0,B,kivimaja,2023.0,,,,,panipaik,,,9.2,,,,,,rõdu,,,,,,,,,,,,
3884,uusehitis,2.0,1.0,43.3,4.0,4.0,korteriomand,,173990.0,B,kivimaja,2023.0,,,,,panipaik,,,4.8,,,,,,rõdu,,,,,,,,,,,,
3885,uusehitis,2.0,1.0,43.2,4.0,4.0,korteriomand,,173990.0,B,kivimaja,2023.0,,,,,,,,4.8,,,,,,rõdu,,,,,,,,,,,,
3886,uusehitis,3.0,2.0,59.3,4.0,4.0,korteriomand,,203990.0,B,kivimaja,2023.0,,,,,panipaik,,,4.8,,,,,,rõdu,,,,,,,,,,,,
3887,valmis,2.0,1.0,45.8,4.0,5.0,korteriomand,"turvauks,trepikoda lukus",105000.0,F,kivimaja,1987.0,keskküte,"boiler,vann,wc ja vannituba eraldi,tsentraalne kanalisatsioon",1.0,mööbli võimalus,"kelder,panipaik,garderoob",gaasipliit,"internet,digi-TV",,,,,,,,tasuta parkimine,plekk,,,,,,,,,,
3888,renoveeritud,3.0,2.0,52.9,3.0,5.0,korteriomand,"trepikoda lukus,turvauks",145000.0,energiamärgis määramata,paneelmaja,1983.0,"keskküte,põrandaküte","dušš,pesumasin,tsentraalne kanalisatsioon",1.0,"mööbel,mööbli võimalus","kelder,panipaik",elektripliit,"digi-TV,internet",,,,,,,kinnine rõdu,"kindel parkimiskoht kinnistul,tasuta parkimine",,,,,,,,,,,
3889,valmis,1.0,,27.0,1.0,4.0,,,98000.0,energiamärgis määramata,paneelmaja,,keskküte,"pesumasin,dušš,tsentraalne kanalisatsioon,boiler",,mööbli võimalus,garderoob,,"telefon,internet,digi-TV",,,,,,,,,,,,,,,,,,,
3890,uusehitis,2.0,1.0,43.2,2.0,4.0,korteriomand,,171990.0,B,kivimaja,2023.0,,,,,panipaik,,,4.8,,,,,,rõdu,,,,,,,,,,,,
3891,uusehitis,2.0,1.0,43.5,2.0,4.0,korteriomand,,173990.0,B,kivimaja,2023.0,,,,,panipaik,,,7.1,,,,,,rõdu,,,,,,,,,,,,
3892,uusehitis,2.0,1.0,43.6,2.0,4.0,korteriomand,,171990.0,B,kivimaja,2023.0,,,,,panipaik,,,4.4,,,,,,rõdu,,,,,,,,,,,,
3893,uusehitis,4.0,3.0,76.8,2.0,4.0,korteriomand,,240990.0,B,kivimaja,2023.0,,,,,panipaik,,,6.4,,,,,,rõdu,,,,,,,,,,,,
3894,uusehitis,3.0,2.0,59.3,2.0,4.0,korteriomand,,198990.0,B,kivimaja,2023.0,,,,,panipaik,,,4.9,,,,,,rõdu,,,,,,,,,,,,
3895,uusehitis,3.0,2.0,60.6,3.0,4.0,korteriomand,,198990.0,B,kivimaja,2023.0,,,,,panipaik,,,9.2,,,,,,rõdu,,,,,,,,,,,,
3896,uusehitis,2.0,1.0,43.2,3.0,4.0,korteriomand,,171990.0,B,kivimaja,2023.0,,,,,panipaik,,,4.8,,,,,,rõdu,,,,,,,,,,,,
3897,uusehitis,2.0,1.0,43.6,3.0,4.0,korteriomand,,171990.0,B,kivimaja,2023.0,,,,,panipaik,,,4.6,,,,,,rõdu,,,,,,,,,,,,
3898,uusehitis,3.0,2.0,62.6,3.0,4.0,korteriomand,,212990.0,B,kivimaja,2023.0,,,,,panipaik,,,9.2,,,,,,rõdu,,,,,,,,,,,,
3899,uusehitis,2.0,1.0,43.3,3.0,4.0,korteriomand,,171990.0,B,kivimaja,2023.0,,,,,panipaik,,,4.8,,,,,,rõdu,,,,,,,,,,,,
3900,uusehitis,2.0,1.0,43.5,3.0,4.0,korteriomand,,173990.0,B,kivimaja,2023.0,,,,,panipaik,,,6.9,,,,,,rõdu,,,,,,,,,,,,
3901,uusehitis,2.0,,48.3,3.0,3.0,korteriomand,,210000.0,B,kivimaja,2022.0,,,,,panipaik,,,,,,,,,rõdu,,,,,,,,,,,,
3902,uusehitis,4.0,3.0,76.9,1.0,4.0,korteriomand,,233990.0,B,kivimaja,2023.0,,,,,panipaik,,,,,,,,,,,,,,,,,,,,,
3903,uusehitis,3.0,2.0,60.6,2.0,4.0,korteriomand,,198990.0,B,kivimaja,2023.0,,,,,panipaik,,,9.5,,,,,,rõdu,,,,,,,,,,,,
3904,uusehitis,2.0,1.0,43.2,2.0,4.0,korteriomand,,171990.0,B,kivimaja,2023.0,,,,,panipaik,,,4.8,,,,,,rõdu,,,,,,,,,,,,
3905,uusehitis,2.0,1.0,43.8,1.0,4.0,korteriomand,,165990.0,B,kivimaja,2023.0,,,,,panipaik,,,,,,,,,,,,,,,,,,,,,
3906,,3.0,2.0,76.3,1.0,3.0,korteriomand,,210000.0,E,kivimaja,2005.0,,,1.0,,,,,,,,,0,,rõdu,,,,,,,,,,,,
3907,valmis,4.0,3.0,157.0,2.0,4.0,korteriomand,,650000.0,E,kivimaja,2005.0,,,2.0,,,,,,,,,,,rõdu,,,,,,,,,,,,
3908,valmis,4.0,3.0,113.4,5.0,5.0,korteriomand,,475000.0,B,kivimaja,2015.0,,,2.0,,panipaik,,,,,,,,,rõdu,,,,,,,,,,,,
3909,valmis,3.0,2.0,84.1,1.0,2.0,korteriomand,"naabrivalve,trepikoda lukus,turvauks",268000.0,energiamärgis määramata,puitmaja,1901.0,"põrandaküte,gaasiküte","vann,dušš",,külmik,,,internet,,,,,0,,,,,,,,,,,,,,
3910,"renoveeritud,uus viimistlus",3.0,2.0,53.1,2.0,5.0,,"turvauks,trepikoda lukus",139900.0,,paneelmaja,,keskküte,"vann,wc ja vannituba eraldi,tsentraalne kanalisatsioon",1.0,mööbel,garderoob,elektripliit,"internet,digi-TV",6.0,,,,,,klaasitud rõdu,,,,,,,,,,,,
3911,uusehitis,3.0,1.0,81.5,3.0,7.0,korteriomand,trepikoda lukus,442900.0,C,kivimaja,,"keskküte,põrandaküte",dušš,1.0,,,,,,,,,,,,,,,,,,,,,,,
3912,uusehitis,3.0,2.0,55.4,3.0,4.0,korteriomand,,249300.0,energiamärgis määramata,kivimaja,2023.0,keskküte,,1.0,,,,,,,,,,,,,,,,,,,,,,,
3913,uusehitis,3.0,2.0,60.2,3.0,4.0,korteriomand,,261870.0,energiamärgis määramata,kivimaja,2023.0,keskküte,,1.0,,,,,,,,,,,,,,,,,,,,,,,
3914,uusehitis,4.0,3.0,82.5,3.0,4.0,korteriomand,,349800.0,energiamärgis määramata,kivimaja,2023.0,keskküte,,1.0,,,,,,,,,,,,,,,,,,,,,,,
3915,uusehitis,4.0,3.0,77.6,3.0,4.0,korteriomand,,325920.0,energiamärgis määramata,kivimaja,2023.0,keskküte,,1.0,,,,,,,,,,,,,,,,,,,,,,,
3916,uusehitis,3.0,2.0,55.7,2.0,4.0,korteriomand,,239510.0,energiamärgis määramata,kivimaja,2023.0,keskküte,,1.0,,,,,,,,,,,,,,,,,,,,,,,
3917,uusehitis,3.0,2.0,59.5,2.0,4.0,korteriomand,,252875.0,energiamärgis määramata,kivimaja,2023.0,keskküte,,1.0,,,,,,,,,,,,,,,,,,,,,,,
3918,uusehitis,4.0,3.0,81.9,2.0,4.0,korteriomand,,335790.0,energiamärgis määramata,kivimaja,2023.0,keskküte,,1.0,,,,,,,,,,,,,,,,,,,,,,,
3919,uusehitis,4.0,3.0,78.0,2.0,4.0,korteriomand,,315900.0,energiamärgis määramata,kivimaja,2023.0,keskküte,,1.0,,,,,,,,,,,,,,,,,,,,,,,
3920,uusehitis,2.0,1.0,51.0,2.0,3.0,,,234600.0,B,kivimaja,2022.0,,,1.0,,,,,,,,,,,rõdu,,,,,,,,,,,,
3921,valmis,3.0,2.0,60.8,29.0,30.0,korteriomand,,450000.0,energiamärgis määramata,,2007.0,,,1.0,,,,,,,,,,jah,,,,,,,,,,,,,
3922,uusehitis,4.0,3.0,103.3,2.0,4.0,korteriomand,trepikoda lukus,389000.0,A,betoonmaja,,keskküte,"wc ja vannituba eraldi,dušš",1.0,,,,,5.3,,,,,jah,,"parkimiskoht maa-aluses garaažis,parkimiskoht garaažis",,,,,,sundventilatsioon,,,,,
3923,uusehitis,4.0,3.0,85.2,3.0,3.0,korteriomand,,255900.0,A,kivimaja,2022.0,,,,,,,,,,,,17904850,jah,,,,5111 m²,,,,,,,,,
3924,,1.0,,28.6,4.0,5.0,korteriomand,,105000.0,,kivimaja,1962.0,keskküte,"vann,pesumasin",,,"kelder,garderoob",gaasipliit,,,,,,,,,tasuline parkimine,,,,,,,,,,,
