,Aadress,Kuupaev,Seisukord,Tube,Magamistube,Üldpind,Rõdu,Rõdu pind,Korrus,Korruseid kokku,Lisaväärtused,Hind,Suve kommunaalid,Talve kommunaalid,Energiamärgis,Ehitusaasta,Lift,Küte,Sanitaar,Pliit,Vannitube,Turvasüsteem,Materjal,Side,Ventilatsioon,Omandiõigus,Lisanduvad kommunaalkulud,Lisanduvad kommunaalid,Parkimiskohti,tasuta parkimine,Lisaruumid,tasuline parkimine,Tagatisraha,Krunt,Kinnistu number,Maakleritasu,Parkimine,Katus,Piirangud,Lisainfo,maakond
1537,"Narva mnt 22,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,renoveeritud,2,1,43.0,,,1,1,"eraldi sissepääs,mööbel,TV,külmik",1500.0,,,energiamärgis määramata,,,"põrandaküte,keskküte","pesumasin,dušš",elektripliit,1,,kivimaja,"digi-TV,internet",,korteriomand,,,,,,,100.00,,,,kindel parkimiskoht kinnistul,,,Uuri lisaks ja broneeri!,harju
1538,"Kentmanni tn 15,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,,4,3,115.0,,,2,6,,1600.0,,,A,2005,,,,,2,,kivimaja,,,,,,,,,,,,,190.00,,,,https://app.moowle.com/#/listing/1551,harju
1539,"Väike-Patarei tn,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,2,1,55.0,rõdu,,3,4,"mööbel,TV,külmik",1500.0,,,B,,jah,keskküte,"pesumasin,dušš",elektripliit,1,"trepikoda lukus,turvauks,turvasüsteem",paneelmaja,internet,,korteriomand,,,,,,,100.00,,,,"parkimiskoht maa-aluses garaažis,parkimiskoht garaažis",,,Uuri lisaks ja broneeri!,harju
1540,"Sääse tn 13, Sääse,Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-24,,2,1,43.8,rõdu,,4,5,,550.0,,,energiamärgis määramata,1969,,,,gaasipliit,1,,paneelmaja,,,korteriomand,,,,,,,,,0,,,,,,harju
1541,"Liivalaia tn 19a,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,renoveeritud,2,1,26.0,,,2,2,"eraldi sissepääs,kinnine hoov,mööbel,külmik",400.0,,,,,,"gaasiküte,keskküte","dušš,boiler,pesumasin",,,"trepikoda lukus,naabrivalve,turvauks",kivimaja,internet,,korteriomand,,"vesi,elekter",,,garderoob,,100.00,,,400.00,parkimiskoht puudub,plekk,,,harju
1542,"Liivalaia tn 19a,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,2,1,46.0,terrass,,2,3,"eraldi sissepääs,kinnine hoov,mööbel,TV,külmik",,,,,,,"gaasiküte,põrandaküte,keskküte","wc ja vannituba eraldi,dušš",elektripliit,1,"turvauks,naabrivalve,trepikoda lukus","kivimaja,betoonmaja",internet,,korteriomand,,,,,,,100.00,,,,parkimiskoht puudub,plekk,,,harju
1543,"Liivalaia tn 19a,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,"renoveeritud,valmis",1,1,20.0,,,1,3,"eraldi sissepääs,kinnine hoov,mööbel,külmik",400.0,,,,,,"põrandaküte,elektriküte,keskküte","tsentraalne kanalisatsioon,boiler",elektripliit,1,"naabrivalve,turvauks,trepikoda lukus","kivimaja,plokkmaja,betoonmaja",internet,,,,,,,garderoob,,100.00,,,400.00,parkimiskoht puudub,rullmaterjal,,,harju
1544,"Narva mnt 68,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,"renoveeritud,uus viimistlus",2,,48.0,,,3,3,"eraldi sissepääs,kinnine hoov,mööbli võimalus",700.0,,,,,,keskküte,,,,,kivimaja,,,,,,,,,,700.00,,,500.00,tasuta parkimine,,,,harju
1545,"Liivalaia tn 19a,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,2,1,28.0,,,2,2,"eraldi sissepääs,kinnine hoov,mööbel,külmik",500.0,,,,,,"keskküte,gaasiküte","tsentraalne kanalisatsioon,pesumasin,dušš",elektripliit,1,"trepikoda lukus,turvauks,naabrivalve","plokkmaja,kivimaja",internet,,korteriomand,,"küte,vesi,elekter,kõik kommunaalteenused",,,,,100.00,,,500.00,parkimiskoht puudub,plekk,,,harju
1546,"Supluse tn 1,Pirita linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,2,1,59.3,,,3,4,,1200.0,,,E,1979,,,,elektripliit,1,,kivimaja,,,korteriomand,,,,,,,,,0,,,,,,harju
1547,"Liivalaia tn 19a,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,2,1,46.0,terrass,,2,3,"eraldi sissepääs,kinnine hoov,mööbel,külmik",560.0,,,,,,"keskküte,gaasiküte","tsentraalne kanalisatsioon,wc ja vannituba eraldi,dušš,pesumasin",elektripliit,1,"turvauks,naabrivalve,trepikoda lukus,turvasüsteem","kivimaja,plokkmaja",internet,,korteriomand,,,,,,,100.00,,,560.00,parkimiskoht puudub,plekk,,,harju
1548,"Luise tn 34,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,uus viimistlus,1,,15.0,,,2,2,"kinnine hoov,mööbel,külmik",330.0,,,,,,"gaasiküte,autonoomne küte","dušš,tsentraalne kanalisatsioon",,,"trepikoda lukus,naabrivalve,turvauks","kivimaja,plokkmaja",internet,sundventilatsioon,,,,,,,,30.00,,,,parkimiskoht puudub,rullmaterjal,,,harju
1549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,harju
1550,"Tulbi tn 10, Rannarajoon,Pärnu linn, Pärnu maakond",2022-10-24,uusehitis,2,1,36.8,,,1,2,,400.0,,,energiamärgis määramata,2005,,,,,1,,kivimaja,,,korteriomand,,,,,,,,,,,,,,,harju
1551,"Kalaranna tn 8/11,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-24,uus viimistlus,2,1,54.2,rõdu,,2,5,,1100.0,,,B,2021,,,,,1,,kivimaja,,,korteriomand,,,,,,,,,,,,,,,harju
1552,"Jaama tn 8a,Haapsalu linn, Lääne maakond",2022-10-24,,1,1,34.9,,,4,4,,330.0,,,E,1984,,,,elektripliit,1,,,,,korteriomand,,,,,,,,,0,,,,,,harju
1553,"Puiestee tn 77, Kesklinn,Tartu linn, Tartu maakond",2022-10-24,valmis,3,,62.6,,,2,3,"mööbel,külmik",545.0,,,energiamärgis määramata,1956,,,"vann,wc ja vannituba eraldi,pesumasin",,,trepikoda lukus,kivimaja,internet,,korteriomand,Added_to_price,,,,,,,3319 m²,,,,,,http://www.arcovara.ee/319707,harju
1554,"Puiestee tn 77, Ülejõe,Tartu linn, Tartu maakond",2022-10-24,valmis,3,,62.6,,,2,3,"mööbel,külmik",545.0,,,energiamärgis määramata,1956,,,"vann,wc ja vannituba eraldi,pesumasin",,,trepikoda lukus,kivimaja,internet,,korteriomand,Added_to_price,,,,,,,3319 m²,,,,,,http://www.arcovara.ee/319706,harju
1555,"Planeedi tn 2, Uus Maailm,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,1,,29.4,,,8,8,,449.0,,,energiamärgis määramata,1971,,,,elektripliit,1,,paneelmaja,,,korteriomand,,,,,,,,,,,,,,,harju
1556,"Võistluse tn 6/3,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,"uus viimistlus,valmis,uusehitis",2,1,41.2,,,3,14,"kinnine hoov,mööbel,külmik",750.0,100.00,200.00,B,2020,jah,"põrandaküte,keskküte","pesumasin,vann,tsentraalne kanalisatsioon",elektripliit,1,"trepikoda lukus,turvauks",kivimaja,"digi-TV,internet",sundventilatsioon,korteriomand,,"elekter,küte,kõik kommunaalteenused,vesi",,,panipaik,,750.00,,,750.00,,,,,harju
1557,"Kadaka tee 191a // 191b,Haabersti linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,2,1,44.3,rõdu,,7,7,mööbel,800.0,,,B,2022,jah,keskküte,,elektripliit,,"trepikoda lukus,turvauks",kivimaja,"internet,kaabel-TV",sundventilatsioon,korteriomand,,,,,panipaik,,,11659 m²,20221550,,,,,,harju
1558,"Järveotsa tee 39,Haabersti linnaosa, Tallinn, Harju maakond",2022-10-24,"renoveeritud,uus viimistlus",1,,32.9,rõdu,,8,9,"mööbel,külmik",380.0,,,D,1978,jah,keskküte,"vann,pesumasin",elektripliit,1,"trepikoda lukus,naabrivalve",paneelmaja,"internet,digi-TV",,korteriomand,,,,,,,380.00,,,380.00,tasuta parkimine,,,,harju
1559,"Raua tn 21, Raua,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,2,1,48.6,,,4,4,"mööbel,külmik",747.0,,,E,1930,,keskküte,"boiler,dušš,pesumasin",gaasipliit,,trepikoda lukus,kivimaja,,,korteriomand,,,,,,,,,16403501,,,,,,harju
1560,"Kärberi 60,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-24,renoveeritud,2,1,32.8,,,4,9,,450.0,,,C,1985,,,,,1,,,,,,,,,,,,,,,,,,,,harju
1561,"Suur-Posti tn 3, LUKSUSLIK KORTER, ERINEVAD PERIOODID, Kesklinn,Pärnu linn, Pärnu maakond",2022-10-24,"renoveeritud,uus viimistlus",3,2,77.2,,,1,3,"mööbel,TV,külmik",680.0,,,,,,,"dušš,pesumasin,tsentraalne kanalisatsioon",elektripliit,2,trepikoda lukus,"palkmaja,puitmaja","digi-TV,internet",,korteriomand,,,,,garderoob,,680.00,,,680.00,"tasuta parkimine,kindel parkimiskoht kinnistul",,,,harju
1562,"Pallasti tn 34c,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-24,uus viimistlus,3,2,57.0,rõdu,,4,5,,800.0,,,D,1983,,,,elektripliit,1,,paneelmaja,,,,,,,,panipaik,,,,0,,,,,,harju
1563,"Liivaoja tn 1b,Kadriorg, Tallinn, Harju maakond",2022-10-24,valmis,3,2,84.6,,,1,4,,1500.0,,,E,2006,jah,keskküte,"dušš,saun,vann",elektripliit,1,"turvasüsteem,turvauks,trepikoda lukus",,"telefon,internet,kaabel-TV",,korteriomand,,,,,panipaik,,,,,,,,,,harju
1564,"Pune tee 1, Pirita,Pirita linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,2,1,58.1,rõdu,7.00,1,3,"mööbel,külmik",600.0,200.00,230.00,energiamärgis määramata,2004,,"keskküte,gaasiküte","vann,pesumasin",,,trepikoda lukus,kivimaja,"kaabel-TV,internet",,korteriomand,,,,,,,600.00,,,,,,,,harju
1565,"Liivalaia tn 21, OTSE OMANIKULT,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,3,2,75.0,rõdu,,5,8,"mööbel,TV,külmik",790.0,,,E,,jah,keskküte,,elektripliit,1,"videokaamerad,turvauks,naabrivalve,trepikoda lukus",betoonmaja,,sundventilatsioon,,,"elekter,vesi,küte,kõik kommunaalteenused",,,,,1600.00,,,,,pvc,,,harju
1566,"Alemaa tn 16,Haabersti linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,4,3,84.2,rõdu,9.40,1,2,"eraldi sissepääs,kinnine hoov,mööbel,Lemmikloomad lubatud,TV,külmik",1190.0,,,energiamärgis määramata,2019,,maaküte,"wc ja vannituba eraldi,pesumasin,vann,tsentraalne kanalisatsioon",,2,turvauks,kivimaja,"digi-TV,internet,telefon",,korteriomand,,,,,,,,,,,kindel parkimiskoht kinnistul,,,,harju
1567,"Lai tn 15,Vanalinn, Tallinn, Harju maakond",2022-10-24,valmis,3,2,107.7,,,1,4,"mööbel,külmik",1500.0,,,D,,,"keskküte,põrandaküte","pesumasin,wc ja vannituba eraldi,saun,dušš",,2,"turvasüsteem,turvauks,trepikoda lukus",kivimaja,,,korteriomand,Added_to_price,"elekter,vesi,küte",,,,jah,,,,,,,,,harju
1568,"Vene tn 23,Vanalinn, Tallinn, Harju maakond",2022-10-24,valmis,2,1,42.0,,,1,4,"mööbel,TV",600.0,,,energiamärgis määramata,,,"põrandaküte,elektriküte","boiler,dušš,pesumasin",,1,turvasüsteem,kivimaja,,,korteriomand,Added_to_price,"küte,elekter,vesi",,,,,,,,600.00,,,,,harju
1569,"Liivalaia tn 25,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,1,,35.8,,,3,9,"mööbel,TV,külmik",425.0,70.00,120.00,D,1975,jah,keskküte,dušš,elektripliit,1,"naabrivalve,trepikoda lukus,turvauks",kivimaja,"digi-TV,internet",,korteriomand,,,,,"kelder,garderoob",,425.00,,,425.00,tasuta parkimine,,,,harju
1570,"Järve tn 2,Kristiine linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,4,3,123.3,rõdu,,19,19,,3000.0,,,C,2022,,,,,1,,paneelmaja,,,korteriomand,,,,,panipaik,,,,,,,,,,harju
1571,"Väike-Karja tn 9,Vanalinn, Tallinn, Harju maakond",2022-10-24,renoveeritud,2,1,63.7,,,5,7,,800.0,,,energiamärgis määramata,1940,,,,elektripliit,1,,kivimaja,,,korteriomand,,,,,,,,,,,,,,,harju
1572,"Tallinna mnt 33,Narva linn, Ida-Viru maakond",2022-10-24,"san remont tehtud,valmis",1,1,36.0,rõdu,,8,9,"mööbel,TV,külmik",110.0,,,,1988,jah,keskküte,"tsentraalne kanalisatsioon,vann",elektripliit,1,trepikoda lukus,plokkmaja,"internet,digi-TV",,kinnistu,,"kõik kommunaalteenused,elekter,vesi,küte",,,,,250.00,,,100.00,tasuta parkimine,,,,harju
1573,"Vana-Lõuna tn 39, Lutheri kvartal,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,"valmis,uus viimistlus,renoveeritud",3,2,111.4,,,4,4,"kinnine hoov,mööbel,TV,külmik",1000.0,,,D,2010,,"põrandaküte,gaasiküte,keskküte","dušš,saun,vann,pesumasin,wc ja vannituba eraldi,tsentraalne kanalisatsioon",elektripliit,2,"trepikoda lukus,videokaamerad,turvasüsteem,naabrivalve,turvauks","kivimaja,betoonmaja","digi-TV,internet",sundventilatsioon,korteriomand,,kõik kommunaalteenused,,,"panipaik,garderoob",,1000.00,,,1200.00,parkimiskoht maa-aluses garaažis,,,https://www.city24.ee/et/kinnisvara/korterite-uur/Tallinn-Kesklinna-linnaosa/5371154,harju
1574,"Pronksi tn 3,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,"renoveeritud,uus viimistlus",3,2,70.0,"terrass,rõdu",2.60,5,7,"mööbel,TV,külmik",1000.0,,,C,2014,jah,keskküte,"dušš,pesumasin,tsentraalne kanalisatsioon",elektripliit,1,"turvasüsteem,trepikoda lukus,turvauks",kivimaja,"digi-TV,internet",sundventilatsioon,,,kõik kommunaalteenused,,,,,1000.00,,,,tasuline parkimine,bituumen,,,harju
1575,"Graniidi tn 5,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-24,renoveeritud,1,,28.0,,,2,2,"kinnine hoov,mööbel,mööbli võimalus,külmik",300.0,,,energiamärgis määramata,1914,,ahjuküte,"boiler,tsentraalne kanalisatsioon","puupliit,gaasipliit",,"turvauks,trepikoda lukus",puitmaja,"internet,digi-TV",,kinnistu,,,,,kelder,,,,,,tasuta parkimine,,,,harju
1576,"Kentmanni põik 3,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,3,2,76.0,,,4,6,külmik,1200.0,,,B,2015,jah,keskküte,dušš,,1,trepikoda lukus,kivimaja,,,korteriomand,Added_to_price,,1,,,jah,,,,,,,,,harju
1577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,harju
1578,"Variku tee 4,Pirita linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,4,2,160.0,,,1,3,"mööbel,külmik",1300.0,150.00,200.00,energiamärgis määramata,2007,,"keskküte,elektriküte,kamin,tahkekütus,õhksoojuspump","dušš,wc ja vannituba eraldi,vann,saun,boiler,pesumasin",elektripliit,,"turvauks,trepikoda lukus",kivimaja,"kaabel-TV,internet",kliimaseade,kinnistu,,,,,,,1300.00,,,,,,,,harju
1579,"Õpetajate tn 11,Ahtme linnaosa, Kohtla-Järve linn, Ida-Viru maakond",2022-10-24,valmis,1,1,,,,1,5,"TV,külmik",150.0,,,,,,keskküte,"vann,pesumasin,tsentraalne kanalisatsioon",gaasipliit,,,paneelmaja,,sundventilatsioon,korteriomand,,kõik kommunaalteenused,,,,,350.00,,,150.00,tasuta parkimine,,,,harju
1580,"Ehitajate tee 39,Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-24,renoveeritud,2,,45.5,rõdu,4.00,1,5,"mööbel,külmik",,,,,,,keskküte,"vann,pesumasin",gaasipliit,,"trepikoda lukus,turvauks",paneelmaja,"digi-TV,internet",,korteriomand,,,,,garderoob,,,,,,tasuta parkimine,,,,harju
1581,"Tartu mnt 24,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,vajab renoveerimist,3,2,88.0,,,2,7,,850.0,,,energiamärgis määramata,1957,,,,,,,kivimaja,,,korteriomand,,,,,,,,,,,,,,,harju
1582,"Tallinna mnt 3,Lihula linn, Pärnu maakond",2022-10-24,san remont tehtud,2,1,43.0,,,2,2,,220.0,,,energiamärgis määramata,1959,,,,puupliit,,,puitmaja,,,,,,,,panipaik,,,,,,,,,,harju
1583,"Ülesõidu tn 6,Tapa linn, Lääne-Viru maakond",2022-10-24,,2,,39.1,,,3,4,külmik,340.0,,,D,,,keskküte,"pesumasin,dušš",,,trepikoda lukus,kivimaja,,,korteriomand,,,,,,,,,,,,,,,harju
1584,"Valdeku tn 120,Nõmme linnaosa, Tallinn, Harju maakond",2022-10-24,,2,1,48.9,,,3,3,,525.0,,,energiamärgis määramata,1959,,,,elektripliit,1,,kivimaja,,,korteriomand,,,,,panipaik,,,,,,,,,,harju
1585,"J. Vilmsi tn 17,Kadriorg, Tallinn, Harju maakond",2022-10-24,uus viimistlus,2,1,57.6,,,1,3,"kinnine hoov,mööbel,TV,külmik",790.0,,,B,2016,,keskküte,,elektripliit,1,"naabrivalve,trepikoda lukus,turvauks",kivimaja,"internet,digi-TV",,korteriomand,,"küte,vesi,kõik kommunaalteenused,elekter",,,panipaik,,,,,,,plekk,,,harju
1586,"Pikk tn 40, Pikk tn,Vanalinn, Tallinn, Harju maakond",2022-10-24,renoveeritud,2,1,44.0,,,3,7,,590.0,,,F,,,keskküte,,elektripliit,1,,kivimaja,,,korteriomand,,kõik kommunaalteenused,,,,,590.00,,,708.00,,,,,harju
1587,"Pikk tn 40,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,renoveeritud,2,1,44.0,,,3,7,,590.0,,,F,,,keskküte,,elektripliit,1,,kivimaja,,,korteriomand,,kõik kommunaalteenused,,,,,590.00,,,708.00,,,,,harju
1588,"Estonia pst 21,Ahtme linnaosa, Kohtla-Järve linn, Ida-Viru maakond",2022-10-24,"valmis,renoveeritud",1,1,31.2,,,5,5,"mööbel,TV,külmik",200.0,,,,,,keskküte,"pesumasin,tsentraalne kanalisatsioon,dušš",elektripliit,,,paneelmaja,,sundventilatsioon,korteriomand,,kõik kommunaalteenused,,,,,300.00,,,200.00,tasuta parkimine,,,,harju
1589,"Lai tn 36a,Vanalinn, Tallinn, Harju maakond",2022-10-24,,3,2,78.0,,,2,2,"eraldi sissepääs,kinnine hoov,mööbel,külmik",1150.0,230.00,300.00,energiamärgis määramata,,,õhk-vesi soojuspump,"saun,vann,tsentraalne kanalisatsioon,pesumasin,dušš",elektripliit,1,,kivimaja,,,,,kõik kommunaalteenused,,,,,1300.00,,,1300.00,parkimiskoht puudub,,,,harju
1590,"Pääsküla tn 8,Nõmme linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,4,,117.8,,,2,3,,990.0,,,E,1996,,,saun,,,"turvauks,trepikoda lukus",kivimaja,internet,,korteriomand,Added_to_price,,,,panipaik,,,,,,,,,http://www.arcovara.ee/319469,harju
1591,"Tartu mnt 53,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,renoveeritud,1,,20.0,,,1,4,mööbel,500.0,100.00,200.00,,,jah,gaasiküte,,,,turvauks,kivimaja,,sundventilatsioon,,,"kõik kommunaalteenused,elekter",,,,jah,750.00,,1397301,500.00,,plekk,,,harju
1592,"Vana-Kalamaja tn 8,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,2,1,45.9,rõdu,5.50,2,5,"mööbel,külmik",670.0,,,C,2019,jah,keskküte,"tsentraalne kanalisatsioon,vann",elektripliit,1,"trepikoda lukus,turvauks",betoonmaja,,sundventilatsioon,korteriomand,,kõik kommunaalteenused,,,"panipaik,garderoob",,1340.00,,,804.00,,rullmaterjal,,,harju
1593,"Laulupeo tn 2,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,4,3,88.3,,,4,6,,1600.0,,,energiamärgis määramata,2015,,,,,1,,kivimaja,,,korteriomand,,,,,,,,,0,,,,,,harju
1594,"Pikk tn 45,Vanalinn, Tallinn, Harju maakond",2022-10-24,valmis,4,3,149.3,,,2,3,,2900.0,,,energiamärgis määramata,,,,,elektripliit,1,,kivimaja,,,korteriomand,,,,,,,,,,,,,,,harju
1595,"Pepleri tn 34, Kesklinn,Tartu linn, Tartu maakond",2022-10-24,uusehitis,1,1,12.7,,,3,5,"mööbel,külmik",350.0,,,,2022,jah,"keskküte,põrandaküte","pesumasin,dušš",,,trepikoda lukus,kivimaja,"internet,kaabel-TV,telefon",,korteriomand,,,,,,jah,,,0,,,,,,harju
1596,"Väike-Rae tee 19/2,Rae küla, Rae vald, Harju maakond",2022-10-24,uusehitis,2,1,46.4,rõdu,,2,3,,590.0,,,C,2021,,,,,1,,,,,korteriomand,,,,,,,,,,,,,,,harju
1597,"Vallikraavi 11, Vanalinn, Kesklinn,Tartu linn, Tartu maakond",2022-10-24,valmis,2,1,37.0,,,1,2,,500.0,,,energiamärgis määramata,1903,,,,,1,,puitmaja,,,korteriomand,,,,,,,,,0,,,,,,harju
1598,"Ranna tee 46-2,Pirita linnaosa, Tallinn, Harju maakond",2022-10-24,"uus viimistlus,uusehitis,valmis",3,2,81.2,klaasitud rõdu,6.90,2,3,"eraldi sissepääs,kinnine hoov,mööbel,mööbli võimalus,TV,külmik",1095.0,,,C,2014,,gaasiküte,"tsentraalne kanalisatsioon,pesumasin,vann,dušš",elektripliit,1,"trepikoda lukus,turvasüsteem,turvauks",paneelmaja,"telefon,digi-TV,internet",sundventilatsioon,korteriomand,,,,,"panipaik,garderoob",,2200.00,,,0.00,"tasuta parkimine,kindel parkimiskoht kinnistul",bituumen,,,harju
1599,"Karja tn 77, Kesklinn,Pärnu linn, Pärnu maakond",2022-10-24,uusehitis,3,2,70.0,rõdu,,2,2,"mööbel,TV,külmik",800.0,,,C,2016,,"põrandaküte,õhksoojuspump,keskküte","pesumasin,dušš",,1,"turvasüsteem,turvauks,trepikoda lukus",kivimaja,,,korteriomand,Price_includes,,2,jah,,,,,,500.00,,,,,harju
1600,"Vikerkaare tn 7, Vikerkaare 7-1,Nõmme linnaosa, Tallinn, Harju maakond",2022-10-24,"uusehitis,uus viimistlus,valmimisjärgus,valmis",4,3,143.7,"klaasitud rõdu,terrass,rõdu",7.60,,,"eraldi sissepääs,kinnine hoov",2000.0,50.00,150.00,B,2022,,autonoomne küte,"dušš,wc ja vannituba eraldi,tsentraalne kanalisatsioon,boiler,saun,vann",elektripliit,3,,"betoonmaja,kivimaja","telefon,digi-TV,internet",,korteriomand,,,,,"panipaik,garderoob",,2000.00,500 m²,,2000.00,"tasuta parkimine,kindel parkimiskoht kinnistul",rullmaterjal,,,harju
1601,"Muhu tn 1,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,2,1,49.6,kinnine rõdu,,8,9,"mööbel,TV,külmik",580.0,,,E,1987,jah,keskküte,"vann,pesumasin,wc ja vannituba eraldi",,1,"trepikoda lukus,turvauks",paneelmaja,,,korteriomand,Added_to_price,,,,,,,,,580.00,,,,,harju
1602,"Kentmanni tn 28,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,2,,45.5,,,6,7,"mööbel,TV,külmik",830.0,,,energiamärgis määramata,2022,jah,keskküte,,elektripliit,,turvauks,paneelmaja,internet,,korteriomand,,,,,"panipaik,garderoob",,830.00,,,700.00,parkimiskoht garaažis,,,,harju
1603,"Lai tn 35,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,,2,,45.2,,,1,3,,750.0,,,energiamärgis määramata,,,,,,,,,,,,,,,,,,,,,,,,,,harju
1604,"Gildi tn 8,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,san remont tehtud,2,1,52.8,klaasitud rõdu,,2,5,"kinnine hoov,mööbel,külmik",600.0,,,C,1974,,keskküte,"wc ja vannituba eraldi,dušš,pesumasin,vann",elektripliit,1,trepikoda lukus,paneelmaja,"internet,digi-TV",,korteriomand,,,,,kelder,,600.00,,,600.00,,bituumen,,,harju
1605,"J. Koorti tn 6,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-24,"renoveeritud,san remont tehtud,valmis",3,3,65.0,"kinnine rõdu,rõdu,klaasitud rõdu",3.00,3,9,"mööbel,Lemmikloomad lubatud,TV,külmik",600.0,,,,,jah,keskküte,"vann,pesumasin,wc ja vannituba eraldi,dušš,tsentraalne kanalisatsioon",elektripliit,1,"turvauks,trepikoda lukus",,"internet,telefon,digi-TV",sundventilatsioon,,,,,,garderoob,,600.00,,,720.00,tasuta parkimine,,,,harju
1606,"Mai tn 6a, Mai,Pärnu linn, Pärnu maakond",2022-10-24,valmis,2,1,55.4,,,8,8,"mööbel,TV,külmik",450.0,,,D,2005,jah,,"pesumasin,dušš,wc ja vannituba eraldi",,1,"trepikoda lukus,turvauks",paneelmaja,,,korteriomand,,,,jah,kelder,,,,,,,,,,harju
1607,"Soo tn 12/1, Kalamaja,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,2,1,36.3,,,1,2,,575.0,,,energiamärgis määramata,1928,,,,elektripliit,1,,puitmaja,,,korteriomand,,,,,,,,,,,,,,,harju
1608,"Papli tn 30, Rannarajoon,Pärnu linn, Pärnu maakond",2022-10-24,uusehitis,2,,53.1,rõdu,,2,2,"mööbel,külmik",450.0,,,,2004,,"elektriküte,õhksoojuspump","boiler,dušš,pesumasin",,,"naabrivalve,trepikoda lukus,turvauks",kivimaja,,,korteriomand,,,,,,,,,0,,,,,,harju
1609,"Pärnu mnt 102d, Kitseküla,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,2,1,62.8,rõdu,4.70,4,8,"kinnine hoov,mööbel,külmik",640.0,,,D,2004,jah,keskküte,"dušš,pesumasin,vann",elektripliit,1,"trepikoda lukus,turvauks",kivimaja,"digi-TV,internet",,korteriomand,,kõik kommunaalteenused,,,,,640.00,,,640.00,,,,,harju
1610,"Niine tn 10,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-24,,6,4,174.5,,,2,,"kinnine hoov,mööbel,TV,külmik",3500.0,,,energiamärgis määramata,1893,,"õhksoojuspump,kamin,gaasiküte,kombineeritud küte","pesumasin,dušš,saun,vann","elektripliit,puupliit",3,"turvasüsteem,trepikoda lukus",puitmaja,"digi-TV,internet","sundventilatsioon,konditsioneer",,,kõik kommunaalteenused,,,,,7000.00,,,4200.00,kindel parkimiskoht kinnistul,,,,harju
1611,"Suur-Patarei tn 25, Kalamaja,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-24,,2,1,31.9,,,1,5,,490.0,,,energiamärgis määramata,1961,,,,gaasipliit,1,,,,,korteriomand,,,,,panipaik,,,,,,,,,,harju
