,Address,District,Date,Seisukord,Tube,Magamistube,Vannitube,Üldpind,Korrus,Korruseid kokku,Turvasüsteem,Lisaväärtused,Hind,Energiamärgis,Materjal,Ehitusaasta,Lift,Katus,Küte,Pliit,Side,Ventilatsioon,Rõdu,Rõdu pind,Omandiõigus,Lisanduvad kommunaalid,Suve kommunaalid,Talve kommunaalid,Tagatisraha,Maakleritasu,Kinnistu number,Parkimine,Lisaruumid,Sanitaar,Lisainfo,Piirangud,Krunt,Lisanduvad kommunaalkulud,tasuline parkimine,tasuta parkimine,maakond
334,"Nafta tn 6, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,renoveeritud,1,1,,17.0,2,5,"naabrivalve,turvauks,trepikoda lukus","mööbel,külmik",400.0,,kivimaja,,,,keskküte,elektripliit,"kaabel-TV,telefon,internet",,,,korteriomand,,100.00,100.00,,,,,,"dušš,pesumasin",,,,,,,harju
335,"Pesa tn 4, Nõmme linnaosa, Tallinn, Harju maakond","Nõmme linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,5,,,121.6,1,2,"turvauks,trepikoda lukus",külmik,1100.0,energiamärgis määramata,puitmaja,1932,,,keskküte,,internet,,,,korteriomand,,,,,,,,,"dušš,pesumasin",http://www.arcovara.ee/322537,,,,,,harju
336,", Ilmandu küla, Harku vald, Harju maakond","Ilmandu küla, Harku vald, Harju maakond",2023-01-13,valmis,2,,2,200.0,2,2,,,400.0,energiamärgis määramata,kivimaja,1990,,,,elektripliit,,,,,kinnistu,,,,,,0,,,,,,,,,,harju
337,"Kopli tn 38/1, Kalamaja, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,2,1,1,38.3,2,3,,,650.0,energiamärgis määramata,puitmaja,1927,,,,gaasipliit,,,,,korteriomand,,,,,,,,panipaik,,,,,,,,harju
338,"Aedvilja tn 1, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,renoveeritud,2,1,1,46.5,4,4,,,690.0,energiamärgis määramata,kivimaja,1935,,,,elektripliit,,,,,korteriomand,,,,,,,,,,,,,,,,harju
339,"Tartu mnt 56, Keldrimäe, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,uus viimistlus,2,1,1,43.6,8,2,,,850.0,C,kivimaja,2016,,,,,,,,,korteriomand,,,,,,0,,panipaik,,,,,,,,harju
340,"Tatari tn 34, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,2,1,1,53.0,1,2,,,750.0,energiamärgis määramata,kivimaja,,,,,,,,,,korteriomand,,,,,,,,,,,,,,,,harju
341,"J. Kunderi tn 42, Kadriorg, Tallinn, Harju maakond","Kadriorg, Tallinn, Harju maakond",2023-01-13,renoveeritud,3,2,1,55.5,2,3,,,700.0,energiamärgis määramata,paneelmaja,1940,,,,gaasipliit,,,,,korteriomand,,,,,,,,,,,,,,,,harju
342,"Tartu mnt 24, Keldrimäe, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,3,2,1,88.0,2,4,,,690.0,F,kivimaja,1957,,,,,,,,,korteriomand,,,,,,0,,,,,,,,,,harju
343,"Pargi tn 41a, Hiiu, Nõmme linnaosa, Tallinn, Harju maakond","Nõmme linnaosa, Tallinn, Harju maakond",2023-01-13,uus viimistlus,2,1,1,45.9,2,2,,,850.0,energiamärgis määramata,puitmaja,1946,,,,elektripliit,,,,,korteriomand,,,,,,0,,,,,,,,,,harju
344,"Kiriku põik 4, Vanalinn, Tallinn, Harju maakond","Vanalinn, Tallinn, Harju maakond",2023-01-13,renoveeritud,4,3,2,164.9,1,3,,,1500.0,energiamärgis määramata,kivimaja,1300,,,,elektripliit,,,,,korteriomand,,,,,,0,,,,,,,,,,harju
345,"Hansa tee 2, Järveküla, Rae vald, Harju maakond","Järveküla, Rae vald, Harju maakond",2023-01-13,uusehitis,2,1,1,43.6,2,3,,,650.0,B,kivimaja,2020,,,,elektripliit,,,,,korteriomand,,,,,,,,panipaik,,,,,,,,harju
346,"Maakri tn 44, Maakri, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,4,3,1,93.8,4,5,,,890.0,D,kivimaja,1957,,,,,,,,,korteriomand,,,,,,,,panipaik,,,,,,,,harju
347,"Valdeku tn 118a, Nõmme linnaosa, Tallinn, Harju maakond","Nõmme linnaosa, Tallinn, Harju maakond",2023-01-13,renoveeritud,2,1,1,43.3,4,5,,,450.0,energiamärgis määramata,paneelmaja,1967,,,,elektripliit,,,,,korteriomand,,,,,,,,panipaik,,,,,,,,harju
348,"Tiskre, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,2,,2,200.0,2,2,,,400.0,energiamärgis määramata,kivimaja,1990,,,,elektripliit,,,,,kinnistu,,,,,,0,,,,,,,,,,harju
349,"Paldiski mnt 14, Kassisaba, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,,3,2,1,100.0,7,7,,,2000.0,energiamärgis määramata,,,,,,,,,,,,,,,,,,,panipaik,,,,,,,,harju
350,"Väike-Karja tn 9, Vanalinn, Tallinn, Harju maakond","Vanalinn, Tallinn, Harju maakond",2023-01-13,renoveeritud,2,1,1,63.7,5,7,,,780.0,energiamärgis määramata,kivimaja,1940,,,,elektripliit,,,,,korteriomand,,,,,,,,,,,,,,,,harju
351,"Ambassador, Gonsiori 9, Kompassi, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,uusehitis,3,2,1,89.5,4,7,,,1800.0,C,kivimaja,2021,,,,elektripliit,,,,,korteriomand,,,,,,,,panipaik,,,,,,,,harju
352,"Järve tn 2, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2023-01-13,uusehitis,2,1,1,58.4,4,19,,,850.0,energiamärgis määramata,paneelmaja,2021,,,,,,,,,,,,,,,,,,,,,,,,,harju
353,"Kotka tn 3, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2023-01-13,,1,1,1,22.0,1,5,,,350.0,E,kivimaja,1970,,,,elektripliit,,,,,korteriomand,,,,,,,,,,,,,,,,harju
354,"Vikerkaare tn 21, Pääsküla, Nõmme linnaosa, Tallinn, Harju maakond","Nõmme linnaosa, Tallinn, Harju maakond",2023-01-13,uus viimistlus,2,1,1,52.0,2,2,,,800.0,energiamärgis määramata,puitmaja,1995,,,,elektripliit,,,,,kinnistu,,,,,,,,panipaik,,,,,,,,harju
355,"Sütiste tee 39, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-13,san remont tehtud,2,1,1,43.0,3,9,"naabrivalve,turvauks,trepikoda lukus","mööbel,külmik",460.0,C,paneelmaja,1972,jah,,keskküte,,"kaabel-TV,internet",,,,korteriomand,,,,460.00,,,,,"vann,pesumasin",,,,,,,harju
356,"Nafta tn 6, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,renoveeritud,1,1,,13.0,2,5,"naabrivalve,turvauks,trepikoda lukus","mööbel,külmik",360.0,,kivimaja,,,,keskküte,elektripliit,"kaabel-TV,telefon,internet",,,,korteriomand,,100.00,100.00,,,,,,"dušš,pesumasin",,,,,,,harju
