,Address,District,Date,Seisukord,Tube,Magamistube,Vannitube,Üldpind,Korrus,Korruseid kokku,Turvasüsteem,Lisaväärtused,Hind,Energiamärgis,Materjal,Ehitusaasta,Lift,Katus,Küte,Pliit,Side,Ventilatsioon,Rõdu,Rõdu pind,Omandiõigus,Lisanduvad kommunaalid,Suve kommunaalid,Talve kommunaalid,Tagatisraha,Maakleritasu,Kinnistu number,Parkimine,Lisaruumid,Sanitaar,Lisainfo,Piirangud,Krunt,Lisanduvad kommunaalkulud,tasuline parkimine,tasuta parkimine,maakond
1356,"Liivalaia tn 19a, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,"uus viimistlus,valmis",1,1,1,20.0,1,2,"trepikoda lukus,naabrivalve,turvauks","kinnine hoov,mööbel,külmik",440.0,,kivimaja,,,plekk,"gaasiküte,keskküte,autonoomne küte",elektripliit,internet,,,,korteriomand,"elekter,vesi",,,100.00,440.00,,parkimiskoht puudub,,"dušš,tsentraalne kanalisatsioon,pesumasin",,,,,,,harju
1357,"Punane tn 21, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-13,"renoveeritud,uus viimistlus",3,2,1,43.4,7,9,"trepikoda lukus,turvauks",külmik,500.0,E,paneelmaja,1970,jah,rullmaterjal,keskküte,elektripliit,"internet,digi-TV",,klaasitud rõdu,3.00,korteriomand,"elekter,vesi,kõik kommunaalteenused,küte",,,,,,tasuta parkimine,,"tsentraalne kanalisatsioon,pesumasin",,,,,,,harju
1358,"Õismäe tee 25, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,2,1,,52.5,1,5,,mööbel,600.0,energiamärgis määramata,,,,,,,,,,,kinnistu,,,,,,,,,"wc ja vannituba eraldi,vann,pesumasin",,,,,,,harju
1359,"Sepa tn 24, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-13,uusehitis,3,2,,76.1,3,5,"naabrivalve,turvauks,trepikoda lukus","mööbel,külmik",1000.0,B,kivimaja,2019,jah,,"keskküte,põrandaküte",,"kaabel-TV,internet",,rõdu,5.00,korteriomand,,,,,,,,panipaik,"vann,pesumasin",,,,,,,harju
1360,"Uus-Tatari tn 30, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,2,1,,53.8,2,2,trepikoda lukus,"mööbel,külmik",1390.0,energiamärgis määramata,kivimaja,,,,keskküte,,internet,,,,korteriomand,,,,,,,,,"dušš,vann,pesumasin",,,,,,,harju
1361,"Mustamäe tee 143, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,2,1,,43.8,1,5,"videokaamerad,turvauks,trepikoda lukus","mööbel,külmik",590.0,E,paneelmaja,1969,,,"keskküte,põrandaküte",,"kaabel-TV,internet",,,,korteriomand,,75.00,138.00,,,,,,"dušš,pesumasin",,,,,,,harju
1362,"Sepa tn 24, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-13,uusehitis,3,2,1,76.1,3,5,,,1000.0,B,paneelmaja,2019,,,,,,,,,korteriomand,,,,,,0,,panipaik,,,,,,,,harju
1363,"Kaupmehe tn 19, Südalinn, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,"valmis,uus viimistlus,uusehitis",2,1,1,39.0,4,7,,"mööbel,TV,külmik",695.0,,"paneelmaja,kivimaja",2021,jah,,"põrandaküte,keskküte",,,,,4.00,,,,,,695.00,,,,,,,,,,,harju
1364,"Pärnu mnt 43b, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,uusehitis,2,1,,55.0,3,5,"naabrivalve,turvauks,trepikoda lukus","mööbel,külmik",1390.0,B,kivimaja,2022,jah,,"keskküte,põrandaküte",,"kaabel-TV,internet",,rõdu,9.80,korteriomand,,,,,,1553401,,panipaik,"dušš,pesumasin",,,,,,,harju
1365,"Käo tn 22, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,4,3,,129.6,1,2,"naabrivalve,turvauks","mööbel,külmik",1790.0,B,kivimaja,2015,,,"gaasiküte,põrandaküte",,"kaabel-TV,telefon,internet",,rõdu,22.80,korteriomand,,,,,,,,,"dušš,wc ja vannituba eraldi,vann,saun",,,,,,,harju
1366,"Raua tn 27-1, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,,4,,,87.4,1,4,"turvauks,trepikoda lukus",külmik,900.0,,kivimaja,2015,,,keskküte,elektripliit,kaabel-TV,,,,korteriomand,,,,,,163501,,panipaik,"dušš,wc ja vannituba eraldi,pesumasin",,,,,,,harju
1367,"Raekoja plats 8, Vanalinn, Tallinn, Harju maakond","Vanalinn, Tallinn, Harju maakond",2023-01-13,renoveeritud,2,1,,42.1,3,5,,,700.0,energiamärgis määramata,kivimaja,,,,,,,,,,korteriomand,,,,,,,,,,,,,,,,harju
1368,"Gildi tn 8, Keldrimäe, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,uus viimistlus,3,2,1,67.0,5,5,"trepikoda lukus,turvauks","kinnine hoov,mööbel,TV,külmik",550.0,,paneelmaja,,,bituumen,keskküte,elektripliit,,,"rõdu,klaasitud rõdu",,korteriomand,,,,550.00,550.00,,,kelder,"pesumasin,dušš,wc ja vannituba eraldi,vann",,,,,,,harju
1369,"Kentmanni tn 28, Südalinn, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,uusehitis,3,2,,61.9,4,7,"naabrivalve,turvauks,trepikoda lukus","mööbel,külmik",1190.0,B,,2022,jah,,"keskküte,põrandaküte",,,,rõdu,5.80,korteriomand,,,,,,1010601,,,"dušš,pesumasin",,,,,,,harju
1370,"Tehnika tn 27, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,vajab renoveerimist,3,,,54.7,2,5,,,690.0,energiamärgis määramata,,1940,,,,,,,,,korteriomand,,,,,,,,,,,,,,,,harju
1371,"Kentmanni tn 20a, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,renoveeritud,3,2,,141.6,5,6,"naabrivalve,turvauks,trepikoda lukus",mööbel,1290.0,E,kivimaja,1925,,,keskküte,,"internet,kaabel-TV",,rõdu,5.70,korteriomand,,,,,,,,,"dušš,wc ja vannituba eraldi,vann,saun,pesumasin",,,,,,,harju
1372,"E. Vilde tee 96, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-13,renoveeritud,1,1,1,16.2,1,5,"turvamees,trepikoda lukus,turvauks","mööbel,külmik",300.0,,kivimaja,1971,,plekk,keskküte,elektripliit,"internet,digi-TV",,,,korteriomand,kõik kommunaalteenused,50.00,70.00,300.00,300.00,,tasuta parkimine,,"dušš,pesumasin,boiler,tsentraalne kanalisatsioon",,,,,,,harju
1373,"Toome pst, Nõmme linnaosa, Tallinn, Harju maakond","Nõmme linnaosa, Tallinn, Harju maakond",2023-01-13,renoveeritud,2,,,57.0,2,2,,"eraldi sissepääs,kinnine hoov,mööbel,mööbli võimalus,Lemmikloomad lubatud,külmik",490.0,,kivimaja,,,,"keskküte,kamin,põrandaküte,õhksoojuspump",elektripliit,,sundventilatsioon,,,,,,,,,,,garderoob,"dušš,boiler,pesumasin",,,,,,,harju
1374,"Uus-Sadama tn 25, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,renoveeritud,2,1,1,57.0,3,3,"turvauks,trepikoda lukus","mööbel,Lemmikloomad lubatud,külmik",675.0,,paneelmaja,,,,keskküte,elektripliit,,,,,korteriomand,kõik kommunaalteenused,85.00,180.00,,,,,,"dušš,pesumasin",,,,,,,harju
1375,"Saeveski tn 3, Nõmme linnaosa, Tallinn, Harju maakond","Nõmme linnaosa, Tallinn, Harju maakond",2023-01-13,,1,,,,,,,,220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,harju
1376,"Saeveski tn 3, Nõmme linnaosa, Tallinn, Harju maakond","Nõmme linnaosa, Tallinn, Harju maakond",2023-01-13,,1,,,12.0,3,4,,,180.0,,kivimaja,,,,,,,,,,,,,,,,,kindel parkimiskoht kinnistul,,,,,,,,,harju
1377,"Aiandi tn 10/1, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-13,uusehitis,3,2,,57.0,4,8,,,699.0,B,,,jah,,,,,,rõdu,3.50,,,195.00,195.00,,,,,,,,,,,,,harju
1378,"Kotzebue tn 18A, Kalamaja, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-13,,1,1,1,18.0,2,4,,"Lemmikloomad lubatud,külmik",200.0,,kivimaja,,,,põrandaküte,,,,,,,,,,,,,,,"boiler,dušš,tsentraalne kanalisatsioon,vann",,,,,,,harju
1379,"Lahepea tn 11, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2023-01-13,"uus viimistlus,uusehitis,valmis",2,1,1,52.9,1,4,trepikoda lukus,külmik,795.0,A,,2022,jah,bituumen,"keskküte,põrandaküte",elektripliit,,sundventilatsioon,rõdu,4.40,korteriomand,,,,795.00,795.00,,"garaaž,parkimiskoht maa-aluses garaažis,tasuta parkimine,parkimiskoht garaažis","panipaik,garderoob","tsentraalne kanalisatsioon,pesumasin,dušš,wc ja vannituba eraldi",,,,,,,harju
1380,"Narva mnt 21, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,2,1,1,63.6,8,8,"turvauks,trepikoda lukus,turvasüsteem,videokaamerad","mööbel,mööbli võimalus,TV,külmik",750.0,F,kivimaja,,jah,bituumen,keskküte,elektripliit,"telefon,digi-TV",sundventilatsioon,klaasitud rõdu,7.00,kinnistu,"kõik kommunaalteenused,elekter,küte,vesi",,,,,,kindel parkimiskoht kinnistul,,"tsentraalne kanalisatsioon,dušš,pesumasin,vann",,,,,,,harju
1381,"Kuninga tn 1, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,,4,,,126.9,,,,,2100.0,energiamärgis määramata,,,,,,,,,,,korteriomand,,,,,,,,,,,,,,,,harju
1382,"Kuninga tn 1, Vanalinn, Tallinn, Harju maakond","Vanalinn, Tallinn, Harju maakond",2023-01-13,,4,,,126.9,,,,,2100.0,energiamärgis määramata,,,,,,,,,,,korteriomand,,,,,,,,,,,,,,,,harju
1383,"Anni tn 14, Tondiraba, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-13,renoveeritud,3,2,,64.6,5,9,"turvauks,trepikoda lukus","mööbel,külmik",600.0,D,paneelmaja,1982,jah,,keskküte,elektripliit,"kaabel-TV,internet",,rõdu,5.00,korteriomand,,130.00,220.00,1800.00,,,,,"vann,pesumasin",,,,,,,harju
1384,"N/A, N/A",N/A,2023-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,harju
1385,"N/A, N/A",N/A,2023-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,harju
1386,"Gonsiori tn 36, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,"renoveeritud,valmis",2,1,1,35.9,2,4,"trepikoda lukus,turvauks,naabrivalve","kinnine hoov,mööbel,TV,külmik",600.0,E,kivimaja,,,,keskküte,elektripliit,"internet,digi-TV",,,,korteriomand,,,,,,,"kindel parkimiskoht kinnistul,tasuta parkimine",kelder,"pesumasin,tsentraalne kanalisatsioon,dušš",,,,,,,harju
1387,"Pikk tn 40, VANALINN, Vanalinn, Tallinn, Harju maakond","Vanalinn, Tallinn, Harju maakond",2023-01-13,"renoveeritud,valmis",2,1,1,82.0,2,6,"turvauks,videokaamerad,turvasüsteem,trepikoda lukus","mööbel,TV,külmik",870.0,energiamärgis määramata,kivimaja,,jah,,keskküte,elektripliit,"digi-TV,internet",,,,korteriomand,kõik kommunaalteenused,,,870.00,870.00,,tasuline parkimine,garderoob,"dušš,pesumasin,tsentraalne kanalisatsioon,wc ja vannituba eraldi",,,,,,,harju
1388,"Pikk tn 40, SÜDALINN, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,"valmis,renoveeritud",2,1,1,82.0,2,6,"turvauks,trepikoda lukus,videokaamerad,turvasüsteem","mööbel,TV,külmik",870.0,energiamärgis määramata,kivimaja,,jah,,keskküte,,"internet,digi-TV",,,,korteriomand,kõik kommunaalteenused,,,870.00,870.00,,tasuline parkimine,garderoob,"pesumasin,wc ja vannituba eraldi,tsentraalne kanalisatsioon,dušš",,,,,,,harju
1389,"Kose mnt 6-4, Habaja alevik, Kose vald, Harju maakond","Habaja alevik, Kose vald, Harju maakond",2023-01-13,vajab renoveerimist,2,2,,46.0,2,3,,mööbel,150.0,,kivimaja,1970,,,,,,,,,,,50.00,90.00,150.00,,,,panipaik,,,,,,,,harju
1390,"Seebi tn 1, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2023-01-13,uusehitis,2,1,,42.5,10,20,"naabrivalve,videokaamerad,turvauks,trepikoda lukus","mööbel,külmik",790.0,C,paneelmaja,2020,jah,,"keskküte,põrandaküte",,internet,,,,,,107.00,122.00,,,,,,"dušš,pesumasin",,,,,,,harju
1391,"Narva mnt 2, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,renoveeritud,3,2,,74.0,4,7,trepikoda lukus,mööbel,1350.0,energiamärgis määramata,,,jah,,keskküte,,,,,,korteriomand,,,,,,,,garderoob,"dušš,wc ja vannituba eraldi,pesumasin",,,,,,,harju
1392,"Raekoja plats 10, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,,3,2,,197.2,5,5,trepikoda lukus,külmik,3000.0,energiamärgis määramata,kivimaja,1897,,,"kamin,õhksoojuspump",,internet,kliimaseade,,,korteriomand,,,,,,,,,"dušš,wc ja vannituba eraldi,vann,boiler,pesumasin",,,,,,,harju
1393,"Pirita tee 28a, Kadriorg, Tallinn, Harju maakond","Kadriorg, Tallinn, Harju maakond",2023-01-13,,3,1,,79.2,7,11,naabrivalve,,1200.0,D,paneelmaja,2008,jah,,,elektripliit,,kliimaseade,,,korteriomand,,,,,,,,garderoob,"dušš,saun",,,,,,,harju
1394,"Lai tn 2, Vanalinn, Tallinn, Harju maakond","Vanalinn, Tallinn, Harju maakond",2023-01-13,renoveeritud,3,1,,99.3,5,5,"naabrivalve,trepikoda lukus",külmik,1275.0,energiamärgis määramata,kivimaja,1920,,,keskküte,,,kliimaseade,rõdu,4.60,korteriomand,,,,,,,,,"dušš,pesumasin",,,,,,,harju
1395,"Tornimäe tn 7-93, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,,2,1,,57.5,18,30,"naabrivalve,trepikoda lukus","mööbel,külmik",850.0,energiamärgis määramata,,2006,jah,,keskküte,elektripliit,,kliimaseade,,,,,,,,,,,,"dušš,pesumasin",,,,,,,harju
1396,"Uus tn 30, Vanalinn, Tallinn, Harju maakond","Vanalinn, Tallinn, Harju maakond",2023-01-13,valmis,2,1,,68.8,2,2,trepikoda lukus,"mööbel,külmik",1390.0,energiamärgis määramata,kivimaja,,,,keskküte,,internet,,,,korteriomand,,,,,,,,,"dušš,wc ja vannituba eraldi,vann",,,,,,,harju
1397,"Kalaranna tn 8/9, Kalamaja, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-13,renoveeritud,3,2,,81.1,3,5,trepikoda lukus,"mööbel,külmik",2500.0,energiamärgis määramata,kivimaja,2022,jah,,keskküte,,internet,,rõdu,15.80,korteriomand,,,,,,,garaaž,panipaik,"dušš,wc ja vannituba eraldi,vann,pesumasin",,,,,,,harju
1398,"Pirita tee 28a, Pirita, Pirita linnaosa, Tallinn, Harju maakond","Pirita linnaosa, Tallinn, Harju maakond",2023-01-13,,3,1,,79.2,7,11,naabrivalve,,1200.0,D,paneelmaja,2008,jah,,,elektripliit,,kliimaseade,,,korteriomand,,,,,,,,garderoob,"dušš,saun",,,,,,,harju
1399,"Tornimäe tn 7, Südalinn, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,2,1,,57.7,18,30,"naabrivalve,trepikoda lukus",külmik,850.0,energiamärgis määramata,,2006,jah,,keskküte,elektripliit,,kliimaseade,,,korteriomand,,,,,,,,,"dušš,pesumasin",,,,,,,harju
1400,"Aiandi tn 10/1, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-13,uusehitis,3,2,,60.8,4,8,,,699.0,B,,,jah,,,,,,rõdu,3.50,,,207.00,207.00,,,,,,,,,,,,,harju
1401,"Manufaktuuri tn 14-8, Manufaktuuri, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,2,1,,37.1,2,7,,,600.0,,,2019,jah,,,,,,,,,,127.00,127.00,,,12293950,,,,,,,,,,harju
1402,"Aiandi tn 10/1-44, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-13,uusehitis,3,2,,59.3,8,8,,,999.0,B,,,jah,,,,,,rõdu,41.20,,,202.00,202.00,,,,,,,,,,,,,harju
1403,"Aiandi tn, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-13,uusehitis,2,1,,40.7,4,8,"videokaamerad,trepikoda lukus",külmik,550.0,B,,2021,jah,,põrandaküte,elektripliit,"kaabel-TV,telefon,internet",,rõdu,3.00,korteriomand,,139.00,139.00,,,,,,"dušš,vann,pesumasin",,,,,,,harju
1404,"Aiandi tn, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-13,uusehitis,3,2,,51.4,2,6,,külmik,675.0,B,,2021,jah,,põrandaküte,elektripliit,,,rõdu,3.50,,,175.00,175.00,,,,,,"dušš,vann,pesumasin",,,,,,,harju
1405,"Aiandi tn 10/1-46, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-13,uusehitis,4,3,,77.3,8,8,,,1299.0,,,,jah,,,,,,rõdu,71.40,,,263.00,263.00,,,,,,,,,,,,,harju
1406,"Pirita tee 26F-100, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,renoveeritud,3,2,,127.0,14,16,"naabrivalve,videokaamerad,turvauks,trepikoda lukus","mööbel,külmik",1480.0,B,kivimaja,2007,jah,,"keskküte,õhksoojuspump",,"telefon,internet,kaabel-TV",kliimaseade,rõdu,35.00,korteriomand,,141.00,371.00,1480.00,,,garaaž,panipaik,"dušš,wc ja vannituba eraldi,vann,boiler,pesumasin",,,,,,,harju
1407,"Ümera tn 21, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-13,,1,1,,32.7,5,5,"naabrivalve,turvauks,trepikoda lukus","mööbel,külmik",500.0,D,,1986,,,keskküte,elektripliit,"kaabel-TV,telefon,internet",,rõdu,3.50,,,,,500.00,,,,,"dušš,vann,pesumasin",,,,,,,harju
1408,"Meeliku tn 23/1, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-13,,1,,,32.2,5,5,,mööbel,500.0,,kivimaja,2011,jah,,,,,,,,,,,,,,,,,"vann,pesumasin",,,,,,,harju
1409,"Pärnu mnt 43b, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,uusehitis,2,1,,55.1,2,5,"naabrivalve,turvauks,trepikoda lukus","mööbel,külmik",990.0,B,paneelmaja,2022,jah,,"keskküte,põrandaküte",,,,rõdu,9.80,korteriomand,,,,,,,,panipaik,"dušš,pesumasin",,,,,,,harju
1410,"Vabaõhumuuseumi tee 77a/2, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2023-01-13,uusehitis,3,2,1,56.8,1,2,"turvauks,naabrivalve","eraldi sissepääs,külmik",950.0,B,betoonmaja,2022,,,"põrandaküte,õhksoojuspump",elektripliit,"internet,digi-TV",sundventilatsioon,terrass,20.10,korteriomand,kõik kommunaalteenused,,,950.00,,,kindel parkimiskoht kinnistul,panipaik,"vann,tsentraalne kanalisatsioon,pesumasin",,,,,,,harju
1411,"Pärnu mnt 123a, Kitseküla, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,renoveeritud,2,1,,37.8,2,4,"turvauks,trepikoda lukus",külmik,575.0,D,kivimaja,,,,keskküte,elektripliit,internet,,,,korteriomand,,130.00,250.00,575.00,,,,,"vann,pesumasin",,,,,,,harju
1412,"J. Sütiste tee 36, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-13,renoveeritud,2,,,43.4,1,5,"trepikoda lukus,turvauks","mööbel,külmik",450.0,,,,,,keskküte,,"internet,digi-TV",,,,korteriomand,kõik kommunaalteenused,90.00,180.00,450.00,450.00,,tasuta parkimine,,"pesumasin,vann",,,,,,,harju
1413,"Priisle tee 8, PARIM VAADE, 1 AUTOKOHT, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-13,uusehitis,3,2,,65.0,3,12,"turvasüsteem,videokaamerad,trepikoda lukus,turvauks,naabrivalve","mööbel,mööbli võimalus",750.0,B,kivimaja,2007,jah,liist,keskküte,elektripliit,"internet,digi-TV,telefon",sundventilatsioon,rõdu,4.00,korteriomand,kõik kommunaalteenused,89.00,147.00,750.00,,,garaaž,"kelder,panipaik,garderoob","dušš,vann,pesumasin",,,,,,,harju
1414,"Alvari tn 33, Loopealse, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-13,vajab renoveerimist,4,4,,82.5,1,6,trepikoda lukus,külmik,600.0,D,paneelmaja,,,,elektriküte,elektripliit,"kaabel-TV,telefon,internet",,,,korteriomand,,150.00,200.00,,,,,,"dušš,wc ja vannituba eraldi,saun,boiler,pesumasin",,,,,,,harju
1415,"Puhangu tn 73, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,2,2,,48.3,2,5,"naabrivalve,trepikoda lukus","mööbel,külmik",500.0,E,kivimaja,1987,,,keskküte,elektripliit,"kaabel-TV,telefon,internet",,,,korteriomand,,60.00,110.00,,,,,,"dušš,vann,pesumasin",,,,,,,harju
1416,"Liivalaia tn 26, Veerenni, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,2,,,43.3,3,5,"turvauks,trepikoda lukus","mööbel,külmik",580.0,E,kivimaja,1952,,,keskküte,gaasipliit,"kaabel-TV,internet",,,,korteriomand,,,,,,,,,"dušš,pesumasin",,,,,,,harju
1417,"Kotzebue tn 18, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,1,1,,17.3,2,2,,"mööbel,külmik",400.0,,kivimaja,,,,gaasiküte,elektripliit,internet,,,,kinnistu,,,,,,,,,"dušš,pesumasin",,,,,,,harju
1418,"Narva mnt.2 14, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,2,1,,51.4,3,5,"turvauks,trepikoda lukus","mööbel,külmik",500.0,E,kivimaja,1958,jah,,keskküte,gaasipliit,"internet,kaabel-TV",,,,korteriomand,,,,500.00,,,,panipaik,"vann,boiler,pesumasin",,,,,,,harju
1419,"Kroodi tn, Maardu linn, Harju maakond","Maardu linn, Harju maakond",2023-01-13,valmis,1,,,20.0,3,4,,mööbel,400.0,,kivimaja,,,,,,,,,,,,,,,,,,,,,,,,,,harju
1420,"Mäealuse tn 9, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-13,uusehitis,1,1,1,23.7,,8,"trepikoda lukus,videokaamerad","mööbel,külmik",450.0,C,paneelmaja,2022,jah,,keskküte,elektripliit,internet,,,4.00,,,,,450.00,,,"tasuline parkimine,kindel parkimiskoht kinnistul",,dušš,,,,,,,harju
1421,"Mäealuse tn 9, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-13,uusehitis,1,1,1,23.7,,8,"trepikoda lukus,videokaamerad","mööbel,külmik",430.0,C,paneelmaja,2022,jah,,keskküte,elektripliit,internet,,,,,,,,430.00,,,"tasuline parkimine,kindel parkimiskoht kinnistul",,dušš,,,,,,,harju
1422,"Suur-Ameerika tn. 20, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,uusehitis,3,2,,181.8,6,6,"naabrivalve,videokaamerad,turvauks,trepikoda lukus","mööbel,külmik",2900.0,,kivimaja,,jah,,"keskküte,kamin",elektripliit,"kaabel-TV,telefon,internet",,,,korteriomand,,,,5800.00,,,garaaž,,"dušš,wc ja vannituba eraldi,vann,saun,pesumasin",,,,,,,harju
1423,"Toompuiestee 9, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,4,2,,112.1,,4,"turvauks,trepikoda lukus","mööbel,külmik",800.0,energiamärgis määramata,kivimaja,,,,"keskküte,gaasiküte,kamin",gaasipliit,"kaabel-TV,internet",,,,korteriomand,,100.00,250.00,1600.00,,,,panipaik,"dušš,wc ja vannituba eraldi,vann,boiler,pesumasin",,,,,,,harju
1424,"Tartu mnt 52, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,4,2,,136.6,13,13,"turvauks,trepikoda lukus","mööbel,külmik",2200.0,B,paneelmaja,2017,jah,,"keskküte,põrandaküte",,,,,,korteriomand,,,,,,,garaaž,,"dušš,wc ja vannituba eraldi,saun,pesumasin",,,,,,,harju
1425,"F. J. Wiedemanni tn 13, Kadriorg, Tallinn, Harju maakond","Kadriorg, Tallinn, Harju maakond",2023-01-13,vajab renoveerimist,3,3,,70.2,3,3,,,920.0,energiamärgis määramata,kivimaja,1934,,,,,,,,,korteriomand,,,,,,,,,,,,,,,,harju
