,Address,District,Date,Seisukord,Tube,Magamistube,Vannitube,Üldpind,Korrus,Korruseid kokku,Turvasüsteem,Lisaväärtused,Hind,Energiamärgis,Materjal,Ehitusaasta,Lift,Küte,Pliit,Side,Ventilatsioon,Rõdu,Omandiõigus,Lisanduvad kommunaalid,Tagatisraha,Parkimine,Lisaruumid,Sanitaar,Lisanduvad kommunaalkulud,Parkimiskohti,tasuta parkimine,Rõdu pind,tasuline parkimine,Suve kommunaalid,Talve kommunaalid,Krunt,Kinnistu number,Maakleritasu,Katus,Piirangud,Lisainfo,maakond
236,"K. Türnpu tn 5, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,uus viimistlus,3,,,53.0,2,,"trepikoda lukus,naabrivalve",,750.0,energiamärgis määramata,palk-kivimaja,1932,,"gaasiküte,põrandaküte",elektripliit,"internet,digi-TV",,,korteriomand,kõik kommunaalteenused,750.00,parkimiskoht garaažis,panipaik,"dušš,pesumasin",,,,,,,,,,,plekk,,,harju
237,"Suur-Karja tn 18, Omanikult, Vanalinn, Tallinn, Harju maakond","Vanalinn, Tallinn, Harju maakond",2022-10-30,renoveeritud,3,2,1,45.5,5,6,"trepikoda lukus,turvauks","kinnine hoov,mööbel,TV,külmik",700.0,energiamärgis määramata,kivimaja,1923,jah,keskküte,elektripliit,"digi-TV,internet",,,korteriomand,kõik kommunaalteenused,700.00,muu,,"tsentraalne kanalisatsioon,dušš,pesumasin",,,,,,126.00,200.00,,,,tsink,rendileping,,harju
238,"Paepargi tn 53, Sikupilli asum Kadriouru serval, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,uusehitis,3,2,1,76.0,2,14,"trepikoda lukus,turvasüsteem","kinnine hoov,mööbel,külmik",990.0,B,paneelmaja,2017,jah,keskküte,elektripliit,,"sundventilatsioon,kliimaseade",klaasitud rõdu,korteriomand,,1980.00,kindel parkimiskoht kinnistul,panipaik,"tsentraalne kanalisatsioon,vann,pesumasin",,,,,,100.00,200.00,,,,,,,harju
239,"Õismäe tee 60-56, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2022-10-30,,3,2,1,68.0,5,,trepikoda lukus,"mööbel,TV,külmik",700.0,D,,,jah,keskküte,elektripliit,internet,,rõdu,korteriomand,,700.00,,,"wc ja vannituba eraldi,vann,pesumasin,tsentraalne kanalisatsioon",,,,6.00,,100.00,200.00,,,,,,,harju
240,"Nelgi põik 1, Uus saunaga korter, Viimsi alevik, Harju maakond","Viimsi alevik, Harju maakond",2022-10-30,uusehitis,2,,,53.0,2,2,"turvauks,trepikoda lukus",mööbel,600.0,C,kivimaja,2018,,"keskküte,põrandaküte",,"digi-TV,internet",sundventilatsioon,rõdu,,,1000.00,kindel parkimiskoht kinnistul,panipaik,"dušš,saun,pesumasin",,,,11.00,,,,,,,,,,harju
241,"Mustamäe tee 147, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-30,renoveeritud,2,1,,43.1,1,9,"naabrivalve,trepikoda lukus,turvauks","mööbel,külmik",550.0,,,1969,jah,keskküte,gaasipliit,internet,,,korteriomand,,0.00,,kinnine rõdu,"dušš,pesumasin",,,,,,,,,,,,,,harju
242,"J. Vilmsi tn, Kadriorg, Tallinn, Harju maakond","Kadriorg, Tallinn, Harju maakond",2022-10-30,renoveeritud,3,3,1,67.0,2,,"turvauks,trepikoda lukus","kinnine hoov,mööbel,Lemmikloomad lubatud,külmik",750.0,energiamärgis määramata,puitmaja,1902,,kombineeritud küte,gaasipliit,,,,korteriomand,"elekter,vesi,gaas,küte,kõik kommunaalteenused",760.00,kindel parkimiskoht kinnistul,"panipaik,garderoob",,,,,,,,,,,,,,,harju
243,"Tornimäe tn 7, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,,2,1,1,58.0,22,30,"trepikoda lukus,turvamees,turvasüsteem","mööbel,TV,külmik",900.0,C,betoonmaja,2007,jah,keskküte,elektripliit,"internet,digi-TV",sundventilatsioon,,,kõik kommunaalteenused,1900.00,,,,,,,,,200.00,300.00,,,,,,,harju
244,"Mustamäe tee 169, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-30,uus viimistlus,1,,,30.0,3,5,,"mööbel,külmik",40.0,,,1967,,keskküte,gaasipliit,internet,,,,,0.00,,,"vann,pesumasin",,,,,,,,,,,,,,harju
245,"Tallinna mnt 16, Keila linn, Harju maakond","Keila linn, Harju maakond",2022-10-30,uus viimistlus,2,1,,55.0,2,2,,"mööbel,külmik",480.0,,,,,keskküte,,,,,korteriomand,,0.00,,panipaik,"dušš,boiler",,,,,,,,,,,,,,harju
246,"Nelgi tee 5, Miiduranna küla, Viimsi vald, Harju maakond","Miiduranna küla, Viimsi vald, Harju maakond",2022-10-30,valmis,3,2,1,78.0,3,3,trepikoda lukus,"mööbel,mööbli võimalus,TV,külmik",900.0,B,kivimaja,2017,,põrandaküte,elektripliit,internet,,rõdu,,"elekter,vesi,gaas,küte",,parkimiskoht varjualuse all,"panipaik,garderoob","vann,pesumasin",,,,12.00,,,,,,,,,,harju
247,"Raua tn 36, Kadriorg, Tallinn, Harju maakond","Kadriorg, Tallinn, Harju maakond",2022-10-30,,3,2,1,100.0,5,6,trepikoda lukus,,1200.0,energiamärgis määramata,betoonmaja,,jah,gaasiküte,"elektripliit,gaasipliit","internet,digi-TV",konditsioneer,rõdu,korteriomand,kõik kommunaalteenused,1200.00,"parkimiskoht maa-aluses garaažis,parkla","panipaik,garderoob",,,,,12.00,,,,,,,,,,harju
248,"Koidu tn, Kassisaba, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,uusehitis,2,1,,40.0,2,,trepikoda lukus,"kinnine hoov,mööbel,TV,külmik",570.0,C,,2006,,keskküte,elektripliit,"internet,digi-TV",,,korteriomand,kõik kommunaalteenused,570.00,parkimiskoht maa-aluses garaažis,"kelder,panipaik",,,,,,,100.00,180.00,,,,,,,harju
249,"Mustamäe tee 96, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-30,renoveeritud,2,,,46.9,2,5,"trepikoda lukus,turvauks","mööbel,külmik",500.0,C,paneelmaja,1973,,keskküte,gaasipliit,,,klaasitud rõdu,korteriomand,kõik kommunaalteenused,500.00,muu,kelder,"pesumasin,dušš",,,,,,65.00,120.00,,,,,,,harju
250,"Keskuse tn 14a, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-30,uus viimistlus,2,,,56.0,1,7,"trepikoda lukus,videokaamerad","mööbel,külmik",700.0,D,,2007,,keskküte,elektripliit,,,,,kõik kommunaalteenused,700.00,kindel parkimiskoht kinnistul,garderoob,,,,,,,,,,,,,,,harju
251,"Rotermanni tn, Roseni 9, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,uusehitis,2,1,1,42.0,2,6,"trepikoda lukus,videokaamerad",,950.0,B,betoonmaja,2018,jah,põrandaküte,elektripliit,"internet,telefon,digi-TV",,rõdu,korteriomand,kõik kommunaalteenused,950.00,parkimiskoht puudub,,dušš,,,,3.00,,120.00,140.00,,,,bituumen,,Rohkem infort Rotermanni kvartalist siin:,harju
252,"Mardi tn 6, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,valmis,3,2,1,56.3,4,8,trepikoda lukus,"mööbel,külmik",850.0,B,betoonmaja,2016,jah,keskküte,elektripliit,"internet,digi-TV",sundventilatsioon,klaasitud rõdu,korteriomand,"elekter,vesi,küte,kõik kommunaalteenused",1000.00,parkimiskoht varjualuse all,panipaik,"dušš,pesumasin,tsentraalne kanalisatsioon",,,,4.80,,120.00,180.00,,,,,,,harju
253,"Pääsküla tn 10, Pääsküla, Nõmme linnaosa, Tallinn, Harju maakond","Nõmme linnaosa, Tallinn, Harju maakond",2022-10-30,valmis,4,3,1,92.7,2,5,"naabrivalve,trepikoda lukus,turvasüsteem","kinnine hoov,mööbel,külmik",750.0,E,paneelmaja,2000,,elektriküte,elektripliit,internet,sundventilatsioon,rõdu,korteriomand,kõik kommunaalteenused,1700.00,kindel parkimiskoht kinnistul,"kelder,garderoob","pesumasin,dušš,boiler,tsentraalne kanalisatsioon,vann",,,,10.00,,180.00,295.00,,Harju mk,,plekk,,,harju
254,"Rotermanni tn 7, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,valmis,2,1,1,55.0,5,7,"trepikoda lukus,turvamees","mööbel,TV,külmik",800.0,C,kivimaja,,jah,keskküte,elektripliit,"internet,telefon,digi-TV",,rõdu,korteriomand,kõik kommunaalteenused,,parkimiskoht maa-aluses garaažis,,"dušš,tsentraalne kanalisatsioon,pesumasin",,,,1.00,,150.00,250.00,,,700.00,,,,harju
255,"Narva mnt 7, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,uusehitis,2,1,1,57.7,7,10,"trepikoda lukus,turvauks","mööbel,TV,külmik",850.0,B,betoonmaja,2016,,keskküte,elektripliit,"internet,telefon,digi-TV","sundventilatsioon,konditsioneer",terrass,,"elekter,vesi,küte,kõik kommunaalteenused",850.00,parkimiskoht varjualuse all,,dušš,,,,15.00,,,,,,,,,,harju
256,"Roseni tn 12, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,"uus viimistlus,uusehitis,valmis",1,1,1,31.0,5,7,"trepikoda lukus,naabrivalve,turvasüsteem,turvauks,videokaamerad",,550.0,C,betoonmaja,2010,,keskküte,elektripliit,"internet,digi-TV","kliimaseade,sundventilatsioon",,korteriomand,"elekter,vesi,küte,kõik kommunaalteenused",550.00,,,"vann,pesumasin,tsentraalne kanalisatsioon",,,,,,100.00,180.00,,,,,,,harju
257,"Pronksi tn 4, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,renoveeritud,2,1,,52.0,2,5,"turvauks,trepikoda lukus","kinnine hoov,mööbel,mööbli võimalus,külmik",600.0,,,1960,,keskküte,,,,,,,0.00,,,"pesumasin,dušš",,,,,,,,,,,,,,harju
258,"Kivisilla tn 4-2, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,uus viimistlus,3,2,1,79.8,2,6,"trepikoda lukus,naabrivalve,videokaamerad","mööbel,külmik",850.0,A,kivimaja,,jah,keskküte,elektripliit,,,,korteriomand,kõik kommunaalteenused,850.00,parkimiskoht puudub,,"wc ja vannituba eraldi,dušš",,,,,,120.00,300.00,,,,,,,harju
259,"Kadaka pst 142/1-35, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-30,uus viimistlus,3,2,,72.4,5,8,"videokaamerad,naabrivalve,trepikoda lukus,turvauks","mööbel,TV,külmik",900.0,C,kivimaja,2015,jah,"põrandaküte,keskküte",,"kaabel-TV,internet",,,korteriomand,,0.00,,panipaik,"wc ja vannituba eraldi,vann,dušš,pesumasin",,,,8.00,,100.00,,,,,,,,harju
260,"Tiiu tn 12/3, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,"uusehitis,valmimisjärgus",2,1,1,55.4,4,5,"turvauks,trepikoda lukus","mööbel,TV,külmik",1200.0,B,paneelmaja,2022,jah,põrandaküte,elektripliit,"internet,telefon",sundventilatsioon,rõdu,korteriomand,kõik kommunaalteenused,1200.00,parkimiskoht maa-aluses garaažis,,"dušš,pesumasin",,,,,,,,,,,,,,harju
261,"Raua tn 51, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,,5,4,1,104.0,2,3,"trepikoda lukus,turvauks","kinnine hoov,mööbel,TV,külmik",800.0,C,,,,keskküte,elektripliit,"digi-TV,internet,telefon",,,korteriomand,kõik kommunaalteenused,800.00,kindel parkimiskoht kinnistul,garderoob,"vann,pesumasin",,,,,,,,,,,,,,harju
262,"Padriku tee 16, Pirita linnaosa, Tallinn, Harju maakond","Pirita linnaosa, Tallinn, Harju maakond",2022-10-30,"uus viimistlus,valmis",4,3,1,120.6,1,3,"trepikoda lukus,naabrivalve,turvasüsteem,turvauks","mööbel,mööbli võimalus,TV,külmik",1300.0,B,,2015,,"keskküte,autonoomne küte",elektripliit,"internet,digi-TV",sundventilatsioon,terrass,korteriomand,,1300.00,"parkla,kindel parkimiskoht kinnistul,muu","panipaik,garderoob","vann,wc ja vannituba eraldi,dušš,pesumasin,tsentraalne kanalisatsioon",,,,24.40,,150.00,350.00,,,,,,,harju
263,"Raua tn 51, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,renoveeritud,4,3,1,97.0,2,3,"trepikoda lukus,turvauks","kinnine hoov,mööbel,külmik",800.0,B,,,jah,keskküte,elektripliit,"internet,digi-TV",,,korteriomand,kõik kommunaalteenused,800.00,kindel parkimiskoht kinnistul,"panipaik,garderoob","vann,pesumasin",,,,,,,,,,,,,,harju
264,"Rüütli tn 9, Vanalinn, Tallinn, Harju maakond","Vanalinn, Tallinn, Harju maakond",2022-10-30,"renoveeritud,uus viimistlus",4,2,1,83.0,2,,"trepikoda lukus,naabrivalve","kinnine hoov,mööbel,külmik",1050.0,energiamärgis määramata,palk-kivimaja,,,"kombineeritud küte,kamin,elektriküte",elektripliit,internet,,,,kõik kommunaalteenused,1050.00,muu,,,,,,,,,,,,,kivikatus,,,harju
265,"Kaarli pst, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,valmis,1,1,1,39.0,,,,"kinnine hoov,mööbel,mööbli võimalus,Lemmikloomad lubatud,külmik",620.0,E,kivimaja,1936,,keskküte,elektripliit,internet,,,korteriomand,,620.00,kindel parkimiskoht kinnistul,,"dušš,pesumasin,tsentraalne kanalisatsioon",,,,,,100.00,180.00,,	174901,,kivikatus,,,harju
266,"Jahu tn 14, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,valmis,2,1,1,57.0,2,2,trepikoda lukus,"kinnine hoov,mööbel,TV,külmik",790.0,energiamärgis määramata,kivimaja,,,"keskküte,kamin",elektripliit,"internet,digi-TV",sundventilatsioon,rõdu,korteriomand,,,kindel parkimiskoht kinnistul,,"pesumasin,dušš,vann",,,,2.00,,,,,,,,,,harju
267,"Mere pst 8-73, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,"valmis,uus viimistlus,renoveeritud",1,1,1,35.0,5,5,"turvamees,turvasüsteem",,650.0,A,kivimaja,,jah,keskküte,elektripliit,internet,"kliimaseade,konditsioneer",,korteriomand,,500.00,,,"boiler,dušš,wc ja vannituba eraldi",,,,,,,,,,,,,https://lighthousetallinn.com/modernapartmentinneighborhood.html,harju
268,"Kesklinn, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,renoveeritud,2,1,1,65.0,4,5,"turvauks,trepikoda lukus","kinnine hoov,mööbel",625.0,F,kivimaja,1939,,keskküte,elektripliit,"digi-TV,internet",,,,,1200.00,kindel parkimiskoht kinnistul,"kelder,panipaik",,,,,,,100.00,170.00,,,,plekk,,,harju
269,"Tulika tn 64, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2022-10-30,renoveeritud,3,1,1,55.0,1,5,"trepikoda lukus,turvauks","kinnine hoov,mööbel,TV,külmik",700.0,F,kivimaja,1972,,keskküte,elektripliit,"internet,digi-TV",sundventilatsioon,,korteriomand,kõik kommunaalteenused,700.00,,"kelder,panipaik,garderoob","dušš,pesumasin,tsentraalne kanalisatsioon,boiler",,,,,,75.00,150.00,,,,plekk,,VIDEO KORTERIST!,harju
270,"Padriku tee 6/2, Pirita linnaosa, Tallinn, Harju maakond","Pirita linnaosa, Tallinn, Harju maakond",2022-10-30,uusehitis,3,2,2,107.4,1,,"turvasüsteem,turvamees","eraldi sissepääs,mööbel,TV,külmik",750.0,A,betoonmaja,2006,,gaasiküte,elektripliit,"telefon,internet,digi-TV",,terrass,korteriomand,,800.00,kindel parkimiskoht kinnistul,"panipaik,garderoob","wc ja vannituba eraldi,dušš,pesumasin,tsentraalne kanalisatsioon,vann",,,,,,,,,,650.00,,,,harju
271,"J. Vilmsi tn 34, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,uusehitis,2,1,,54.6,4,5,,"mööbel,mööbli võimalus,TV,külmik",1190.0,B,kivimaja,2021,jah,"põrandaküte,keskküte",elektripliit,internet,,,,,0.00,,panipaik,"dušš,pesumasin",,,,6.00,,,,,,,,,,harju
272,"Luha tn 7, Keila linn, Harju maakond","Keila linn, Harju maakond",2022-10-30,renoveeritud,3,2,1,66.5,3,5,,mööbli võimalus,650.0,C,paneelmaja,,,keskküte,elektripliit,"internet,telefon",,"klaasitud rõdu,kinnine rõdu",korteriomand,,,,kelder,"vann,dušš,pesumasin,tsentraalne kanalisatsioon,wc ja vannituba eraldi",,,,,,,,,,,,,,harju
273,"Tina tn 20, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,,3,2,1,60.0,2,,trepikoda lukus,"kinnine hoov,mööbel,mööbli võimalus",780.0,energiamärgis määramata,,,,gaasiküte,elektripliit,,,,,kõik kommunaalteenused,780.00,,,,,,,,,70.00,190.00,,,,,,,harju
274,"Ravi tn 13, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,,3,3,1,59.0,1,5,"trepikoda lukus,naabrivalve,turvasüsteem,turvauks",,850.0,B,plokkmaja,2011,jah,põrandaküte,elektripliit,"internet,telefon,digi-TV",,rõdu,korteriomand,,850.00,parkimiskoht maa-aluses garaažis,,,,,,,,130.00,180.00,,,,rullmaterjal,,,harju
275,"Sõstra tn 6, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2022-10-30,,4,3,1,77.0,4,9,trepikoda lukus,mööbel,750.0,D,paneelmaja,,jah,keskküte,elektripliit,,sundventilatsioon,rõdu,korteriomand,kõik kommunaalteenused,750.00,parkla,garderoob,"wc ja vannituba eraldi,saun,dušš,vann,pesumasin",,,,,,170.00,200.00,,,,bituumen,,,harju
276,"Tondi tn 8c, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,,2,2,1,66.0,,,,,800.0,energiamärgis määramata,,,,elektriküte,,,,,,,,,,boiler,,,,,,,,,,,,,,harju
277,"Lastekodu tn 22-1, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,uus viimistlus,1,1,1,21.0,1,5,trepikoda lukus,"mööbel,TV,külmik",450.0,E,kivimaja,,,keskküte,elektripliit,,,,,kõik kommunaalteenused,500.00,parkimiskoht puudub,kelder,dušš,,,,,,60.00,100.00,,,,,,,harju
278,"Sooja tn 2/1, Saue linn, Harju maakond","Saue linn, Harju maakond",2022-10-30,uusehitis,2,1,1,41.4,3,6,trepikoda lukus,"mööbel,TV",700.0,B,,2019,jah,põrandaküte,elektripliit,internet,,rõdu,korteriomand,kõik kommunaalteenused,1400.00,kindel parkimiskoht kinnistul,panipaik,,,,,,,90.00,120.00,,,,,,,harju
279,"Voorimehe tn, Vanalinn, Tallinn, Harju maakond","Vanalinn, Tallinn, Harju maakond",2022-10-30,renoveeritud,1,1,1,42.1,1,4,"trepikoda lukus,naabrivalve","eraldi sissepääs,kinnine hoov,mööbel,TV,külmik",900.0,energiamärgis määramata,"palk-kivimaja,kivimaja",1929,,keskküte,elektripliit,,,,,kõik kommunaalteenused,1000.00,,,,,,,,,,,,,,,,,harju
280,"Lai tn 15, Vanalinn, Tallinn, Harju maakond","Vanalinn, Tallinn, Harju maakond",2022-10-30,uus viimistlus,5,2,2,147.6,4,4,"trepikoda lukus,turvauks,turvasüsteem","mööbel,TV,külmik",1500.0,D,kivimaja,,,"keskküte,põrandaküte",elektripliit,"internet,digi-TV",,,korteriomand,"kõik kommunaalteenused,elekter,küte,vesi",2500.00,,,"vann,wc ja vannituba eraldi,dušš,pesumasin",,,,,,,,,,,,,,harju
281,"Kärneri tn, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2022-10-30,"valmis,uusehitis,uus viimistlus",2,1,1,53.0,4,4,"turvauks,trepikoda lukus,naabrivalve,turvasüsteem","eraldi sissepääs,kinnine hoov,mööbel,mööbli võimalus,TV,külmik",590.0,B,kivimaja,2013,jah,,elektripliit,"digi-TV,internet",sundventilatsioon,rõdu,korteriomand,kõik kommunaalteenused,590.00,kindel parkimiskoht kinnistul,panipaik,"vann,dušš,pesumasin",,,,3.00,,80.00,150.00,,,,,,,harju
282,"Mardi tn, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,uusehitis,2,1,1,47.3,5,2,"trepikoda lukus,turvauks","kinnine hoov,mööbel,TV,külmik",65.0,B,betoonmaja,,jah,keskküte,elektripliit,"digi-TV,internet",sundventilatsioon,rõdu,korteriomand,,,,panipaik,"dušš,vann,tsentraalne kanalisatsioon",,,,,,,,,,,bituumen,,,harju
283,"Liivamäe tn, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,renoveeritud,3,3,1,70.0,,,"naabrivalve,trepikoda lukus,turvauks","mööbel,TV,külmik",730.0,B,betoonmaja,,,keskküte,,"digi-TV,telefon,internet",,rõdu,,kõik kommunaalteenused,790.00,parkimiskoht puudub,,"tsentraalne kanalisatsioon,dušš,wc ja vannituba eraldi,pesumasin",,,,5.00,,90.00,200.00,,,100.00,,,https://youtu.be/TpZIxobGTzM,harju
284,"Uusmaa tee 1, Peetri alevik, Rae vald, Harju maakond","Peetri alevik, Rae vald, Harju maakond",2022-10-30,"uus viimistlus,valmis,renoveeritud",3,2,2,89.9,2,3,"naabrivalve,turvauks,videokaamerad","eraldi sissepääs,mööbel,TV,külmik",950.0,D,"betoonmaja,puitmaja",2007,,keskküte,elektripliit,"internet,digi-TV",sundventilatsioon,terrass,korteriomand,kõik kommunaalteenused,1000.00,kindel parkimiskoht kinnistul,panipaik,"dušš,tsentraalne kanalisatsioon,vann,wc ja vannituba eraldi",,,,20.00,,,,,,,bituumen,,,harju
285,"Pärnu mnt 33, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,uusehitis,1,1,1,37.0,5,7,"trepikoda lukus,videokaamerad","mööbel,TV,külmik",650.0,A,plokkmaja,2020,jah,keskküte,elektripliit,"internet,digi-TV",sundventilatsioon,,kinnistu,"elekter,vesi,küte",1000.00,muu,,"dušš,pesumasin",,,,,,100.00,150.00,,,,,,,harju
286,"Valgevase tn 4, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,valmis,1,1,1,24.8,2,3,"trepikoda lukus,naabrivalve","kinnine hoov,mööbel",450.0,F,puitmaja,1930,,gaasiküte,elektripliit,internet,sundventilatsioon,,korteriomand,,,kindel parkimiskoht kinnistul,kelder,"vann,pesumasin,tsentraalne kanalisatsioon",,,,,,,,,,,plekk,,,harju
287,"Supluse pst 1, Pirita linnaosa, Tallinn, Harju maakond","Pirita linnaosa, Tallinn, Harju maakond",2022-10-30,valmis,3,2,1,83.1,3,4,"videokaamerad,turvasüsteem,trepikoda lukus","mööbli võimalus,TV,külmik",1100.0,E,kivimaja,2004,jah,keskküte,elektripliit,"internet,digi-TV","konditsioneer,sundventilatsioon",rõdu,kinnistu,kõik kommunaalteenused,2400.00,kindel parkimiskoht kinnistul,garderoob,"pesumasin,dušš,tsentraalne kanalisatsioon,konditsioneer",,,,,,,,,,,kivikatus,hüpoteek,,harju
288,"Paasiku tn 16, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,"valmis,vajab renoveerimist,renoveeritud,san remont tehtud",1,1,1,32.7,1,5,"trepikoda lukus,naabrivalve","mööbel,mööbli võimalus",360.0,E,paneelmaja,1994,,keskküte,elektripliit,"internet,telefon,digi-TV",sundventilatsioon,"klaasitud rõdu,kinnine rõdu,rõdu",korteriomand,,360.00,parkimiskoht puudub,panipaik,"vann,pesumasin,tsentraalne kanalisatsioon",,,,,,50.00,,,,,bituumen,,,harju
289,"Sõpruse pst 215, Mustamäe, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-30,renoveeritud,1,,,29.9,3,5,"turvauks,trepikoda lukus","mööbel,külmik",400.0,C,paneelmaja,,,keskküte,elektripliit,"digi-TV,internet",sundventilatsioon,rõdu,korteriomand,kõik kommunaalteenused,400.00,parkla,garderoob,"pesumasin,dušš,vann,tsentraalne kanalisatsioon",,,,,,80.00,140.00,,,,bituumen,,,harju
290,"Jõe tn 7, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,,2,1,1,58.0,7,10,"videokaamerad,turvauks,naabrivalve,trepikoda lukus","mööbel,TV,külmik",750.0,C,,2006,jah,,elektripliit,internet,,,korteriomand,,850.00,parkimiskoht garaažis,,"saun,dušš,pesumasin,tsentraalne kanalisatsioon",,,,,,,,,,,,,,harju
291,"Riisipere tee 21-8, Haiba küla, Saue vald, Harju maakond","Haiba küla, Saue vald, Harju maakond",2022-10-30,,1,,,32.2,2,,turvauks,mööbel,275.0,energiamärgis määramata,,,,ahjuküte,elektripliit,digi-TV,,,,"elekter,vesi",300.00,,kelder,"pesumasin,dušš",,,,,,,,,,,,,,harju
292,"Kuldnoka tn 5, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2022-10-30,uus viimistlus,1,1,,29.0,4,6,,"mööbel,külmik",550.0,D,,2015,jah,keskküte,elektripliit,,,,kinnistu,,0.00,,kinnine rõdu,dušš,,,,,,60.00,110.00,,,,,,,harju
