,Address,District,Date,Seisukord,Tube,Magamistube,Vannitube,Üldpind,Korrus,Korruseid kokku,Turvasüsteem,Lisaväärtused,Hind,Energiamärgis,Materjal,Ehitusaasta,Lift,Küte,Pliit,Side,Ventilatsioon,Rõdu,Omandiõigus,Lisanduvad kommunaalid,Tagatisraha,Parkimine,Lisaruumid,Sanitaar,Lisanduvad kommunaalkulud,Parkimiskohti,tasuta parkimine,Rõdu pind,tasuline parkimine,Suve kommunaalid,Talve kommunaalid,Krunt,Kinnistu number,Maakleritasu,Katus,Piirangud,Lisainfo,maakond
649,"Tanuma tee, Neeme küla, Jõelähtme vald, Harju maakond","Neeme küla, Jõelähtme vald, Harju maakond",2022-10-30,uus viimistlus,1,,,26.0,,1,,"mööbel,külmik",480.0,energiamärgis määramata,puitmaja,,,õhksoojuspump,elektripliit,,,,kinnistu,"elekter,vesi",,,,"boiler,dušš,pesumasin",Added_to_price,,,,,,,,,480.00,,,,harju
650,"Punane tn 21, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,"renoveeritud,uus viimistlus",3,2,1,43.3,7,9,"trepikoda lukus,turvauks",külmik,630.0,E,paneelmaja,1970,jah,keskküte,elektripliit,"internet,digi-TV",,klaasitud rõdu,korteriomand,"elekter,vesi,kõik kommunaalteenused,küte",,tasuta parkimine,,"tsentraalne kanalisatsioon,pesumasin",,,,3.00,,,,,,,rullmaterjal,,,harju
651,"Õismäe tee 25, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2022-10-30,valmis,2,1,,52.5,1,5,,mööbel,630.0,energiamärgis määramata,,,,,,,,,kinnistu,,,,,"wc ja vannituba eraldi,vann,pesumasin",,,,,,,,,,,,,,harju
652,"Suur-Patarei tn 21b, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,valmis,3,2,,48.4,1,3,"naabrivalve,trepikoda lukus",,800.0,energiamärgis määramata,puitmaja,,,gaasiküte,,kaabel-TV,,,korteriomand,,,,,"dušš,vann,pesumasin",,,,,,,,1007 m²,26866701,,,,,harju
653,"Kopliranna tn 26, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,renoveeritud,2,1,,39.2,2,5,"turvauks,trepikoda lukus",mööbel,500.0,E,kivimaja,1987,,keskküte,gaasipliit,"kaabel-TV,internet",,,korteriomand,,,,garderoob,"dušš,boiler,pesumasin",,,,,,,,2308 m²,10497701,,,,,harju
654,"Koorti 6, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,,1,,1,32.9,3,9,,,425.0,energiamärgis määramata,paneelmaja,,,,elektripliit,,,,korteriomand,,,,,,,,,,,,,,,,,,,harju
655,"Pirita tee 26, Pirita, Pirita linnaosa, Tallinn, Harju maakond","Pirita linnaosa, Tallinn, Harju maakond",2022-10-30,uusehitis,4,3,2,122.2,4,8,,,2900.0,B,kivimaja,2015,,,elektripliit,,,rõdu,korteriomand,,,,panipaik,,,,,,,,,,,,,,,harju
656,"Pirita tee 26, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,uusehitis,4,3,2,122.2,4,8,,,2900.0,B,kivimaja,2015,,,elektripliit,,,rõdu,korteriomand,,,,panipaik,,,,,,,,,,,,,,,harju
657,"Karu tn 39, Sadama, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,renoveeritud,3,2,1,67.0,5,7,,,600.0,D,kivimaja,1990,,,,,,,korteriomand,,,,,,,,,,,,,,0,,,,,harju
658,"Energia tn 5, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2022-10-30,renoveeritud,1,1,,26.7,1,4,"turvauks,trepikoda lukus",külmik,450.0,E,kivimaja,1988,,keskküte,gaasipliit,"kaabel-TV,internet",,,korteriomand,,450.00,,,"dušš,pesumasin",,,,,,60.00,80.00,,,,,,,harju
659,"Uus-Sadama tn 30, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,valmis,2,1,,53.8,2,2,trepikoda lukus,"mööbel,külmik",1390.0,energiamärgis määramata,kivimaja,,,keskküte,,internet,,,korteriomand,,,,,"dušš,vann,pesumasin",,,,,,,,,,,,,,harju
660,"Kiisa tn 8, Kitseküla, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,uusehitis,3,2,,64.4,1,3,videokaamerad,"mööbel,külmik",600.0,,kivimaja,1990,,,,,,,,,,,,"dušš,pesumasin",,,,,,,,,7514150,,,,,harju
661,"Vindi tn 13, Lilleküla, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2022-10-30,valmis,1,1,1,27.8,5,5,,,400.0,E,paneelmaja,1987,,,gaasipliit,,,,korteriomand,,,,,,,,,,,,,,,,,,,harju
662,"Õle tn, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,san remont tehtud,1,,,25.0,1,2,trepikoda lukus,külmik,450.0,,puitmaja,1920,,elektriküte,elektripliit,,,,,,,tasuta parkimine,,"boiler,dušš,pesumasin",,,,,,,,,,,,,,harju
663,"Kalmistu tee 7, Nõmme linnaosa, Tallinn, Harju maakond","Nõmme linnaosa, Tallinn, Harju maakond",2022-10-30,valmis,3,2,1,81.6,1,2,,,700.0,E,kivimaja,,,elektriküte,,,,terrass,korteriomand,,,,,"dušš,vann,pesumasin",,,,,,,,,,,,,,harju
664,"Tartu mnt 84a, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,uus viimistlus,1,1,1,32.0,13,14,"turvauks,trepikoda lukus","mööbel,külmik",570.0,F,kivimaja,2006,jah,keskküte,,internet,kliimaseade,,,,,,,"dušš,wc ja vannituba eraldi,pesumasin",,,,,,110.00,170.00,,,,,,,harju
665,"Kopli tn 98b, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,valmis,2,1,,40.5,3,5,"naabrivalve,turvauks,trepikoda lukus","mööbel,külmik",500.0,,kivimaja,1968,,keskküte,gaasipliit,"kaabel-TV,telefon,internet",,,korteriomand,,500.00,,,"dušš,pesumasin",,,,,,80.00,170.00,,,,,,,harju
666,"Pelguranna tn 9, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,valmis,2,1,,36.5,1,4,"naabrivalve,videokaamerad,turvauks,trepikoda lukus","mööbel,külmik",500.0,D,kivimaja,1961,,keskküte,gaasipliit,"telefon,internet,kaabel-TV",,,korteriomand,,500.00,,,"dušš,pesumasin",,,,,,80.00,180.00,,,,,,,harju
667,"Tehnika tn 127, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,valmis,2,1,,52.2,2,3,"turvauks,trepikoda lukus","mööbel,külmik",650.0,,,1937,,"keskküte,gaasiküte,kamin,põrandaküte",gaasipliit,"kaabel-TV,internet",,,,,650.00,,,"dušš,pesumasin",,,,,,,,,,,,,,harju
668,"Nelgi põik 2, Viimsi alevik, Harju maakond","Viimsi alevik, Harju maakond",2022-10-30,uusehitis,1,,,35.4,1,2,"naabrivalve,turvauks,trepikoda lukus",,590.0,A,kivimaja,2022,jah,põrandaküte,,,,,korteriomand,,,,panipaik,dušš,,,jah,,,,,,0,,,,,harju
669,"Õismäe tee 146, Väike-Õismäe, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2022-10-30,,2,,,49.3,8,9,,,480.0,,,1976,,,,,,,,,,,,,,,,,,,,,,,,,,harju
670,"Narva mnt 5, Sadama, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,,1,,,46.6,4,8,,,650.0,,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,harju
671,"Anni tn 12, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,valmis,1,,,32.6,8,9,,"tööstusvool,külmik",350.0,E,,1982,,,,,,rõdu,korteriomand,,,,,"pesumasin,dušš",Added_to_price,,,,,,,,,,,,http://www.arcovara.ee/320237,harju
672,"Läänemere tee 27, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,valmis,2,,,46.4,1,5,trepikoda lukus,"mööbel,tööstusvool,külmik",500.0,energiamärgis määramata,,,,,,,,kinnine rõdu,korteriomand,,,,,"vann,dušš,pesumasin",Added_to_price,,,,,,,,,,,,http://www.arcovara.ee/320236,harju
673,"Sõle tn 17, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,valmis,2,1,,43.7,3,5,turvauks,"mööbel,külmik",500.0,D,paneelmaja,1967,,keskküte,gaasipliit,"kaabel-TV,telefon,internet",,rõdu,korteriomand,,,,,"vann,pesumasin",,,,3.00,,,,,,,,,,harju
674,"Sepa tn 24, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,uusehitis,3,2,1,76.1,3,5,,,1350.0,B,paneelmaja,2019,,,,,,,korteriomand,,,,,,,,,,,,,,0,,,,,harju
675,"Angerja tn 10, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,uus viimistlus,3,2,1,39.7,4,4,trepikoda lukus,"mööbel,Lemmikloomad lubatud,külmik",650.0,E,kivimaja,1962,,keskküte,elektripliit,"digi-TV,internet",,,korteriomand,kõik kommunaalteenused,,tasuta parkimine,"panipaik,garderoob","dušš,pesumasin,boiler,tsentraalne kanalisatsioon",,,,,,55.00,190.00,,,780.00,,,,harju
676,"Angerja tn 10, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,uus viimistlus,2,1,1,39.7,4,4,trepikoda lukus,"mööbel,Lemmikloomad lubatud,külmik",650.0,E,kivimaja,1962,,keskküte,elektripliit,"digi-TV,internet",,,korteriomand,kõik kommunaalteenused,,tasuta parkimine,"panipaik,garderoob","boiler,dušš,tsentraalne kanalisatsioon,pesumasin",,,,,,55.00,190.00,,,780.00,,,,harju
677,"Kaupmehe tn 19, Südalinn, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,"valmis,uus viimistlus,uusehitis",2,1,1,39.0,4,7,,"mööbel,TV,külmik",850.0,,"paneelmaja,kivimaja",2021,jah,"põrandaküte,keskküte",,,,,,,,,,,,,,4.00,,,,,,850.00,,,,harju
678,"Mustamäe tee 106, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-30,renoveeritud,3,2,1,60.5,2,5,"turvauks,trepikoda lukus","kinnine hoov,mööbel",590.0,,kivimaja,,,keskküte,elektripliit,,,rõdu,korteriomand,,,tasuta parkimine,,,,,,4.00,,,,,,,,,,harju
679,"Kolde pst 96, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,"renoveeritud,valmis",1,1,1,30.6,3,5,,"TV,külmik",430.0,C,paneelmaja,,,,elektripliit,"digi-TV,internet","sundventilatsioon,konditsioneer",rõdu,kinnistu,,,tasuta parkimine,,"dušš,wc ja vannituba eraldi,tsentraalne kanalisatsioon,pesumasin,vann",,,,,,,,,,,,,,harju
680,"Endla tn 31, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,,2,1,1,48.7,4,4,trepikoda lukus,"kinnine hoov,mööbel,külmik",600.0,D,kivimaja,1957,,keskküte,gaasipliit,"telefon,internet,digi-TV",sundventilatsioon,,korteriomand,kõik kommunaalteenused,600.00,"tasuta parkimine,kindel parkimiskoht kinnistul","panipaik,garderoob","dušš,pesumasin,tsentraalne kanalisatsioon",,,,,,120.00,180.00,,,600.00,plekk,,,harju
681,"Kalaranna tn 8/3, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,uusehitis,3,2,1,77.2,3,4,"trepikoda lukus,turvauks,videokaamerad","mööbel,külmik",1700.0,B,,2022,jah,"põrandaküte,keskküte,kombineeritud küte",elektripliit,"internet,digi-TV",sundventilatsioon,rõdu,korteriomand,kõik kommunaalteenused,1700.00,garaaž,,"pesumasin,vann,dušš",,,,10.20,,,,,,2040.00,,,,harju
682,"Kotzebue tn 8, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,renoveeritud,2,2,1,50.0,1,2,"turvauks,trepikoda lukus","mööbel,külmik",600.0,energiamärgis määramata,puitmaja,,,"keskküte,gaasiküte",elektripliit,internet,,,,"elekter,vesi,küte",,,kelder,vann,Added_to_price,1,jah,,,,,,,,,,,harju
683,"Kotzebue tn 8, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,renoveeritud,1,1,1,26.0,1,2,"trepikoda lukus,turvauks","mööbel,külmik",450.0,energiamärgis määramata,puitmaja,,,"keskküte,gaasiküte",elektripliit,internet,,,,"küte,elekter,vesi",,,kelder,,Added_to_price,1,,,jah,,,,,,,,,harju
684,"Lõime tn 15, Pelguranna, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,renoveeritud,2,1,1,49.8,1,3,,,600.0,D,kivimaja,1949,,,,,,,korteriomand,,,,,,,,,,,,,,,,,,,harju
685,"Seebi tn 1, Tondi, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2022-10-30,uusehitis,2,1,1,37.7,13,20,,,780.0,C,paneelmaja,2020,,,elektripliit,,,,korteriomand,,,,,,,,,,,,,,0,,,,,harju
686,"Seebi tn 1, Tondi, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2022-10-30,uusehitis,2,1,1,37.7,14,20,,,810.0,C,paneelmaja,2020,,,elektripliit,,,,korteriomand,,,,,,,,,,,,,,0,,,,,harju
687,"Rae tn 1, Paldiski linn, Harju maakond","Paldiski linn, Harju maakond",2022-10-30,renoveeritud,1,,,32.8,5,5,"turvauks,trepikoda lukus","mööbel,külmik",270.0,D,paneelmaja,1998,,keskküte,elektripliit,"kaabel-TV,internet",,rõdu,korteriomand,,,,,"dušš,pesumasin",,,,,,40.00,90.00,,0,,,,,harju
688,"Rähni tn 11, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2022-10-30,"renoveeritud,uus viimistlus,valmis",2,1,1,56.5,3,3,"trepikoda lukus,turvauks,naabrivalve","kinnine hoov,mööbel,külmik",700.0,energiamärgis määramata,puitmaja,1930,,"elektriküte,kamin,põrandaküte",elektripliit,"digi-TV,internet",,,korteriomand,kõik kommunaalteenused,,tasuta parkimine,"panipaik,garderoob","tsentraalne kanalisatsioon,boiler,dušš",,,,,,,,,,700.00,plekk,,,harju
689,"Tina tn 7, Kadriorg, Tallinn, Harju maakond","Kadriorg, Tallinn, Harju maakond",2022-10-30,valmis,3,2,1,72.1,3,5,,,1400.0,energiamärgis määramata,,,,,elektripliit,,,rõdu,korteriomand,,,,panipaik,,,,,,,,,,0,,,,,harju
690,"Kivimäe tn 10, Nõmme linnaosa, Tallinn, Harju maakond","Nõmme linnaosa, Tallinn, Harju maakond",2022-10-30,uusehitis,1,,,22.0,2,2,trepikoda lukus,"mööbli võimalus,külmik",500.0,A,,2022,,õhksoojuspump,,,,,kinnistu,,,,,"dušš,pesumasin",,,,,,,,,0,,,,,harju
691,"Kivi tn 1, Paldiski linn, Harju maakond","Paldiski linn, Harju maakond",2022-10-30,renoveeritud,1,1,1,32.0,5,5,trepikoda lukus,mööbli võimalus,250.0,D,paneelmaja,,,keskküte,elektripliit,,,,korteriomand,kõik kommunaalteenused,250.00,tasuta parkimine,,"dušš,tsentraalne kanalisatsioon,pesumasin",,,,,,40.00,75.00,,,300.00,,,,harju
692,"Lehiku tee 9, Pirita linnaosa, Tallinn, Harju maakond","Pirita linnaosa, Tallinn, Harju maakond",2022-10-30,valmis,3,,,62.2,1,3,"turvasüsteem,trepikoda lukus","eraldi sissepääs,TV,külmik",670.0,E,kivimaja,2006,,"gaasiküte,keskküte",,"telefon,kaabel-TV,internet",,terrass,kinnistu,,,,,"pesumasin,vann,saun,dušš",Added_to_price,,,,,,,3999 m²,,,,,http://www.arcovara.ee/320229,harju
693,"Padriku tee 6/1, Pirita linnaosa, Tallinn, Harju maakond","Pirita linnaosa, Tallinn, Harju maakond",2022-10-30,"uus viimistlus,renoveeritud,valmis",3,2,1,93.1,2,4,,"mööbli võimalus,külmik",700.0,,paneelmaja,,,keskküte,elektripliit,,,rõdu,korteriomand,,700.00,kindel parkimiskoht kinnistul,panipaik,vann,,,,21.00,,,,,,700.00,,,,harju
694,"Pöörise tn 10-74, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-30,,3,2,,53.2,13,14,,,750.0,C,kivimaja,2019,,,,,,rõdu,,,,,panipaik,,,,,,,,,,,,,,,harju
695,"Toom-Rüütli tn 4, Vanalinn, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,valmis,6,3,,270.0,1,3,"turvauks,trepikoda lukus",külmik,2400.0,energiamärgis määramata,kivimaja,1963,,"elektriküte,kamin",,,,,korteriomand,,,,,"dušš,wc ja vannituba eraldi,vann,saun,boiler,pesumasin",,,,,,,,,,,,,,harju
696,"Sõpruse pst 159b, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2022-10-30,,2,1,1,46.1,4,8,"trepikoda lukus,turvauks",mööbel,450.0,,kivimaja,2004,jah,keskküte,elektripliit,,,,korteriomand,,,tasuta parkimine,,,,,,,,,,,,,,,,harju
697,"Mustamäe tee 3a, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2022-10-30,uusehitis,2,1,1,43.1,11,14,"naabrivalve,videokaamerad,turvauks,trepikoda lukus",,690.0,energiamärgis määramata,kivimaja,2017,,keskküte,,internet,kliimaseade,,,,,,,"dušš,wc ja vannituba eraldi,pesumasin",,,,,,,,8109 m²,,,,,,harju
698,"Vahepere tn 5, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2022-10-30,valmis,3,2,2,100.5,1,3,,,1150.0,F,kivimaja,2005,,,elektripliit,,,rõdu,korteriomand,,,,panipaik,,,,,,,,,,,,,,,harju
699,"Pikk tn 36, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,renoveeritud,2,1,1,56.5,4,6,turvauks,"mööbel,külmik",1390.0,,kivimaja,1850,jah,,elektripliit,internet,,,,,,,,"dušš,pesumasin",,,,,,,,,,,,,,harju
700,"Virmalise tn 5, Kesklinn, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,"vundament,valmis,renoveeritud",1,1,1,39.0,1,5,,"mööbel,TV,külmik",500.0,,kivimaja,,,keskküte,gaasipliit,,sundventilatsioon,,korteriomand,,500.00,"parkimiskoht puudub,tasuline parkimine","kelder,garderoob","dušš,tsentraalne kanalisatsioon,pesumasin",,,,,,80.00,160.00,,,500.00,,,,harju
701,"Videviku tee 3, Viimsi alevik, Harju maakond","Viimsi alevik, Harju maakond",2022-10-30,uus viimistlus,3,2,1,68.5,2,4,"naabrivalve,trepikoda lukus,turvauks","kinnine hoov,mööbel,TV,külmik",690.0,,kivimaja,2006,,keskküte,elektripliit,"telefon,internet,digi-TV",,kinnine rõdu,,,800.00,"tasuta parkimine,kindel parkimiskoht kinnistul",,,,,,6.40,,180.00,250.00,,,800.00,bituumen,,,harju
702,"Lembitu tn 7, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,,2,,,57.0,1,5,,"mööbel,TV,külmik",790.0,,kivimaja,,,,elektripliit,,,,,kõik kommunaalteenused,790.00,,,,,,,,,80.00,200.00,,,500.00,,,,harju
703,"Pirni tn 6A, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2022-10-30,valmis,2,,1,44.6,5,5,"turvauks,trepikoda lukus","mööbel,TV,külmik",450.0,,paneelmaja,,,keskküte,elektripliit,,,,korteriomand,kõik kommunaalteenused,,,,"vann,tsentraalne kanalisatsioon,pesumasin,wc ja vannituba eraldi",,,,,,,,,,,,,,harju
704,"Raua tn 27-1, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,,4,,,87.4,1,4,"turvauks,trepikoda lukus",külmik,1100.0,,kivimaja,2015,,keskküte,elektripliit,kaabel-TV,,,korteriomand,,,,,"dušš,wc ja vannituba eraldi,pesumasin",,,,,,,,,163501,,,,,harju
705,"Raua tn 27-6, Kadriorg, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,uusehitis,2,,,36.2,3,4,"turvauks,trepikoda lukus",mööbel,600.0,,kivimaja,2015,,keskküte,,,,,korteriomand,,0.00,,,,,,,,,,,,,,,,,harju
706,"Sihi tn 122, Nõmme linnaosa, Tallinn, Harju maakond","Nõmme linnaosa, Tallinn, Harju maakond",2022-10-30,uus viimistlus,3,2,1,133.0,-1,3,"trepikoda lukus,turvauks","kinnine hoov,mööbel,Lemmikloomad lubatud,külmik",750.0,D,kivimaja,1959,,õhk-vesi soojuspump,elektripliit,"internet,digi-TV",sundventilatsioon,,,,,tasuta parkimine,garderoob,"tsentraalne kanalisatsioon,dušš,pesumasin,vann",,,,,,200.00,300.00,,,,plekk,,,harju
707,"Kalaranna tn 8/4, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,uusehitis,3,2,2,72.0,2,4,"videokaamerad,trepikoda lukus,turvauks","mööbel,külmik",1500.0,B,,2022,jah,"keskküte,kombineeritud küte,põrandaküte",elektripliit,"digi-TV,internet",sundventilatsioon,rõdu,,kõik kommunaalteenused,1500.00,garaaž,,"pesumasin,dušš,vann",,,,6.30,,,,,,1800.00,,,,harju
708,"Sõle tn 41, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,valmis,2,1,1,49.0,9,9,,,500.0,D,,1972,,,,,,,korteriomand,,,,,,,,,,,,,,,,,,,harju
709,"Aruheina tee 1, Peetri alevik, Rae vald, Harju maakond","Peetri alevik, Rae vald, Harju maakond",2022-10-30,uusehitis,3,2,,73.9,3,4,turvauks,mööbel,900.0,,,2008,,gaasiküte,elektripliit,internet,,rõdu,korteriomand,,,,,"vann,pesumasin",,,,,,,,4114 m²,12913802,,,,,harju
710,"Merekalju tn, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2022-10-30,uusehitis,4,3,2,115.0,3,3,trepikoda lukus,"mööbel,külmik",2400.0,C,,2020,jah,keskküte,elektripliit,,,terrass,korteriomand,,,,,"wc ja vannituba eraldi,pesumasin,dušš,vann",Added_to_price,2,jah,,,,,,,,,,,harju
711,"Kari tn 23, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,"uus viimistlus,valmis,san remont tehtud,renoveeritud",2,,,40.0,3,4,"trepikoda lukus,turvauks","mööbel,külmik",540.0,E,paneelmaja,,,keskküte,elektripliit,"telefon,digi-TV,internet",,,korteriomand,,540.00,tasuta parkimine,panipaik,"tsentraalne kanalisatsioon,dušš",,,,,,,,,,540.00,,,,harju
712,"Sakala tn 18, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,uusehitis,3,2,1,85.3,5,7,,,850.0,D,kivimaja,2002,,,elektripliit,,,,korteriomand,,,,panipaik,,,,,,,,,,0,,,,,harju
713,"Gonsiori tn 3, Kompassi, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,renoveeritud,2,1,1,54.0,5,5,,,590.0,D,kivimaja,1951,,,,,,,korteriomand,,,,,,,,,,,,,,,,,,,harju
714,"Ümera tn 21, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,san remont tehtud,1,1,,32.8,,5,"turvauks,trepikoda lukus","mööbel,külmik",380.0,D,paneelmaja,1986,,keskküte,elektripliit,,,klaasitud rõdu,korteriomand,kõik kommunaalteenused,380.00,tasuta parkimine,panipaik,,,,,1.50,,,,,,380.00,,,,harju
715,"Koondise tn 7, Saue linn, Harju maakond","Saue linn, Harju maakond",2022-10-30,vajab renoveerimist,2,,,43.6,2,5,,,550.0,E,paneelmaja,,,,,,,,korteriomand,,,,,,,,,,,,,,,,,,,harju
716,"Ümera tn 28, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,"uusehitis,valmis,uus viimistlus,renoveeritud",2,1,1,45.6,7,8,"turvauks,trepikoda lukus","mööbel,TV,külmik",630.0,C,,2016,jah,keskküte,elektripliit,"digi-TV,internet,telefon",sundventilatsioon,prantsuse rõdu,,,630.00,kindel parkimiskoht kinnistul,"panipaik,garderoob","vann,pesumasin,dušš,tsentraalne kanalisatsioon",,,,,,,,,,630.00,,,,harju
717,"Akadeemia tee 2, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-30,,2,1,1,50.4,1,14,,,500.0,C,kivimaja,1980,,,elektripliit,,,rõdu,korteriomand,,,,,,,,,,,,,,0,,,,,harju
718,"Asula tn 6, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,valmis,2,,,38.1,2,3,trepikoda lukus,"mööbel,külmik",500.0,energiamärgis määramata,,1961,,,,,kliimaseade,rõdu,korteriomand,,,,,"pesumasin,dušš",Added_to_price,,,,,,,,,,,,http://www.arcovara.ee/320219,harju
719,"F. R. Kreutzwaldi tn 13, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,,3,,,91.9,5,5,,külmik,950.0,E,kivimaja,1924,,keskküte,,,,,,,,,,,,,,,,,,2165 m²,,,,,,harju
720,"Aruheina tee 3, Peetri alevik, Rae vald, Harju maakond","Peetri alevik, Rae vald, Harju maakond",2022-10-30,,4,,,100.0,2,2,,,900.0,,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,harju
