,Üldinfo,aadress,date,ID,Seisukord,Tube,Magamistube,Vannitube,Üldpind,Rõdu,Rõdu pind,Korrus,Korruseid kokku,Omandiõigus,Turvasüsteem,Lisaväärtused,Hind,Hind / m²,Selle objekti kuumakse Luminoris,Tee kodu korda Luminori abil!,Hoone,Katastritunnus,Energiamärgis,Materjal,Ehitusaasta,Lisaruumid,Tehnosüsteemid,Küte,Sanitaar,Pliit,Side,Parkimine,Lisainfo,Ventilatsioon,Köögi pind,Lift,Katus,Kinnistu number,tasuta parkimine,Krunt,Suve kommunaalid,Talve kommunaalid,tasuline parkimine,Saadaval,Lisanduvad kommunaalid,Tagatisraha,KM,Sihtotstarve,Parkimiskohti,Lisanduvad kommunaalkulud,Maakleritasu,Piirangud
47,Üldinfo,"Tuulemaa tn 11,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",5/27/2022,4800305,vajab renoveerimist,1,1,1,16.4 m²,prantsuse rõdu,,2,2,korteriomand,"trepikoda lukus,naabrivalve,turvauks",mööbel,44 000 €,2 682.93 €/m²,"138 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,E,plokkmaja,,,Tehnosüsteemid,elektriküte,"vann,boiler,pesumasin,tsentraalne kanalisatsioon",elektripliit,"internet,telefon",,,sundventilatsioon,,,kivikatus,,,,,,,,,,,,,,,
48,Üldinfo,"Lasteaia tee 3,Ardu alevik, Kose vald, Harju maakond",5/27/2022,8329039,renoveeritud,2,1,1,42.2 m²,,,2,2,,"trepikoda lukus,naabrivalve",,32 000 €,758.29 €/m²,"101 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,36302:002:0366,energiamärgis määramata,plokkmaja,1970,panipaik,Tehnosüsteemid,õhksoojuspump,"tsentraalne kanalisatsioon,dušš,boiler",,"digi-TV,internet",tasuta parkimine,,,,,plekk,,,,,,,,,,,,,,,
49,Üldinfo,"Pikk tn 7,Harku alevik, Harku vald, Harju maakond",5/27/2022,5147902,,3,2,1,83.8 m²,,,1,2,korteriomand,turvauks,,150 000 €,1 789.98 €/m²,"471 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,19814:001:0115,,kivimaja,1956,,Tehnosüsteemid,keskküte,"tsentraalne kanalisatsioon,dušš,pesumasin,saun",elektripliit,,tasuta parkimine,,,,,plekk,,,,,,,30.05.2022,,,,,,,,
50,Üldinfo,"Jõe tn 4c,Kesklinna linnaosa, Tallinn, Harju maakond",5/27/2022,5520829,valmis,3,,,81.2 m²,,,-1,5,korteriomand,"trepikoda lukus,turvauks",,149 000 €,,"468 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78401:114:1600,energiamärgis määramata,kivimaja,1999,,Tehnosüsteemid,keskküte,"dušš,tsentraalne kanalisatsioon",,internet,maja ees ja hoovis,,,,,,2917401,,,60,113,,,,,sisaldub hinnas,määramata,1,,,
51,Üldinfo,"Sõpruse pst 202,Mustamäe linnaosa, Tallinn, Harju maakond",5/27/2022,6020307,vajab kapitaalremonti,2,,,48.7 m²,"rõdu,kinnine rõdu",,9,9,,"turvauks,trepikoda lukus",mööbel,110 000 €,2 258.73 €/m²,"346 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,C,paneelmaja,,panipaik,Tehnosüsteemid,keskküte,"tsentraalne kanalisatsioon,vann,dušš,boiler",elektripliit,"digi-TV,internet,telefon",tasuta parkimine,,,,jah,,,,,,,,,,,,,,,,
52,Üldinfo,"J. Poska tn 36b,Kesklinna linnaosa, Tallinn, Harju maakond",5/27/2022,4419010,"vajab renoveerimist,renoveeritud",5,3,2,211.7 m²,"terrass,rõdu",12.6,,3,korteriomand,trepikoda lukus,"eraldi sissepääs,kinnine hoov,mööbli võimalus",700 000 €,,"2 199 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,,"puitmaja,kivimaja",,garderoob,Tehnosüsteemid,"kamin,elektriküte","wc ja vannituba eraldi,dušš,vann,saun,tsentraalne kanalisatsioon",,,"kindel parkimiskoht kinnistul,tasuta parkimine",,,,,plekk,,,,,,,,,,,,,,,
53,Üldinfo,"C. R. Jakobsoni tn 6a,Kesklinna linnaosa, Tallinn, Harju maakond",5/27/2022,4583775,renoveeritud,3,,,63.5 m²,,,2,4,korteriomand,"naabrivalve,turvauks,trepikoda lukus","mööbel,külmik",255 000 €,4 015.75 €/m²,"801 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78401:112:1090,E,kivimaja,1936,panipaik,Tehnosüsteemid,"põrandaküte,gaasiküte","dušš,boiler,pesumasin",elektripliit,"internet,kaabel-TV,telefon",,,,,,,,jah,,180,350,,,,,,,,,,
54,Üldinfo,"Sõle tn 78,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",5/27/2022,1383640,san remont tehtud,2,1,1,45.5 m²,rõdu,2,2,3,korteriomand,"naabrivalve,trepikoda lukus,turvauks",,135 000 €,2 967.03 €/m²,"424 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,E,kivimaja,1955,,Tehnosüsteemid,keskküte,"vann,pesumasin,wc ja vannituba eraldi,tsentraalne kanalisatsioon",gaasipliit,,tasuta parkimine,,,7,,,,,,,,,,,,,,,,,
55,Üldinfo,"Liikuri tn 41/1,Lasnamäe linnaosa, Tallinn, Harju maakond",5/27/2022,8053095,uus viimistlus,1,1,1,34.8 m²,,,3,8,korteriomand,"turvauks,trepikoda lukus",,134 990 €,3 879.02 €/m²,"424 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,B,paneelmaja,2018,"panipaik,garderoob",Tehnosüsteemid,"põrandaküte,keskküte","dušš,tsentraalne kanalisatsioon",,"digi-TV,internet",,Virtuaaltuuri link:,sundventilatsioon,,jah,,,,,,,,,,,,,,,,
56,Üldinfo,"Haigla tn 3, Lasnamäe,Maardu linn, Harju maakond",5/27/2022,5570400,vajab renoveerimist,1,1,1,21.7 m²,,,2,5,korteriomand,"naabrivalve,turvauks,trepikoda lukus","mööbel,mööbli võimalus",49 000 €,2 258.06 €/m²,"154 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,energiamärgis määramata,kivimaja,1975,"kelder,panipaik",Tehnosüsteemid,keskküte,"vann,dušš,tsentraalne kanalisatsioon",,"telefon,digi-TV,internet",tasuta parkimine,,,,,bituumen,,,,,,,,,,,,,,,
57,Üldinfo,"Koskla tn 20, Kristiine,Kristiine linnaosa, Tallinn, Harju maakond",5/27/2022,5854279,renoveeritud,2,1,1,66.3 m²,,,3,3,korteriomand,"trepikoda lukus,turvauks,videokaamerad,naabrivalve","kinnine hoov,mööbel,mööbli võimalus",208 460 €,3 144.19 €/m²,"655 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,D,kivimaja,1960,,Tehnosüsteemid,"põrandaküte,gaasiküte","pesumasin,dušš,tsentraalne kanalisatsioon,saun",gaasipliit,"digi-TV,internet,telefon","kindel parkimiskoht kinnistul,tasuta parkimine",,,,,plekk,,,,,,,,,,,,,,,
58,Üldinfo,"K. A. Hermanni tn 2,Kesklinna linnaosa, Tallinn, Harju maakond",5/27/2022,2746148,valmis,4,3,1,81 m²,,,5,5,korteriomand,"turvasüsteem,turvauks,trepikoda lukus","mööbel,TV,külmik",189 000 €,2 333.33 €/m²,"594 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78401:112:0009,E,kivimaja,1999,garderoob,Tehnosüsteemid,elektriküte,"vann,saun,pesumasin",elektripliit,"telefon,internet",,,,,,plekk,,,,,,,,"vesi,elekter",600,,,,Added_to_price,600,
59,Üldinfo,"Haigla tn 3, Maardu,Maardu linn, Harju maakond",5/27/2022,6988953,vajab renoveerimist,1,1,1,21.7 m²,,,2,5,korteriomand,"trepikoda lukus,turvauks,naabrivalve","mööbel,mööbli võimalus",49 000 €,2 258.06 €/m²,"154 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,energiamärgis määramata,kivimaja,1975,"kelder,panipaik",Tehnosüsteemid,keskküte,"vann,tsentraalne kanalisatsioon,dušš",,"internet,digi-TV,telefon",tasuta parkimine,,,,,bituumen,,,,,,,,,,,,,,,
60,Üldinfo,"Hanijala tn 5, Tiskre,Haabersti linnaosa, Tallinn, Harju maakond",5/27/2022,6893165,uusehitis,3,2,,73.2 m²,,,4,4,korteriomand,"turvauks,trepikoda lukus","mööbel,mööbli võimalus,külmik",206 500 €,2 821.04 €/m²,"649 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,D,kivimaja,2008,panipaik,Tehnosüsteemid,gaasiküte,"saun,pesumasin,dušš",,"telefon,internet,kaabel-TV",,,,,,,,jah,,120,400,,,,,,,,,,
61,Üldinfo,"K. Kärberi tn 23,Lasnamäe linnaosa, Tallinn, Harju maakond",5/27/2022,3121943,vajab renoveerimist,3,2,1,64.9 m²,kinnine rõdu,,8,10,korteriomand,"turvauks,trepikoda lukus",,140 000 €,2 157.16 €/m²,"440 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,D,paneelmaja,1984,,Tehnosüsteemid,keskküte,"wc ja vannituba eraldi,dušš,tsentraalne kanalisatsioon,vann",elektripliit,"telefon,internet,digi-TV",tasuta parkimine,,sundventilatsioon,,jah,rullmaterjal,,,,,,,,,,,,,,,
62,Üldinfo,"Planeedi tn 2, Uus Maailm,Kesklinna linnaosa, Tallinn, Harju maakond",5/27/2022,6214608,renoveeritud,2,1,,93.5 m²,,,8,8,korteriomand,"trepikoda lukus,naabrivalve,turvauks","mööbel,mööbli võimalus,külmik",264 900 €,2 833.16 €/m²,"832 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78401:109:0011,B,kivimaja,1971,panipaik,Tehnosüsteemid,keskküte,"vann,pesumasin,dušš,wc ja vannituba eraldi",gaasipliit,internet,,,,,jah,,,,,230,370,,,,,,,,,,
63,Üldinfo,"Algi tn 59/1, Kristiine,Kristiine linnaosa, Tallinn, Harju maakond",5/27/2022,3954682,"valmis,uusehitis",2,1,1,52.5 m²,rõdu,6,3,3,korteriomand,"naabrivalve,trepikoda lukus,turvauks","kinnine hoov,mööbel,TV,külmik",229 000 €,,"719 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78407:701:2771,,kivimaja,2018,panipaik,Tehnosüsteemid,"keskküte,põrandaküte","vann,tsentraalne kanalisatsioon,pesumasin",elektripliit,"digi-TV,internet","kindel parkimiskoht kinnistul,tasuta parkimine",,sundventilatsioon,,,bituumen,,,,50,90,,,,550,,,,,550,
64,Üldinfo,"Paldiski mnt 227,Haabersti linnaosa, Tallinn, Harju maakond",5/27/2022,4504571,"valmis,renoveeritud",2,1,1,43 m²,,,5,9,korteriomand,"videokaamerad,trepikoda lukus,turvauks","mööbel,mööbli võimalus",119 900 €,2 788.37 €/m²,"377 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78406:603:0074,D,paneelmaja,1980,,Tehnosüsteemid,keskküte,"vann,tsentraalne kanalisatsioon,pesumasin",elektripliit,"digi-TV,internet",tasuta parkimine,,,,jah,rullmaterjal,,,,,,,,,,,,,,,
65,Üldinfo,"Mustamäe tee 86,Mustamäe linnaosa, Tallinn, Harju maakond",5/27/2022,7428356,renoveeritud,2,2,1,43 m²,kinnine rõdu,3.2,6,9,korteriomand,"trepikoda lukus,naabrivalve",mööbel,125 500 €,2 918.60 €/m²,"394 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,,paneelmaja,1978,,Tehnosüsteemid,"elektriküte,keskküte","tsentraalne kanalisatsioon,pesumasin,vann",elektripliit,"digi-TV,internet",tasuta parkimine,,,,jah,,,,,,,,,,,,,,,,
66,Üldinfo,"Pikk tn 57, Vanalinn,Vanalinn, Tallinn, Harju maakond",5/27/2022,3286529,renoveeritud,2,1,,79.3 m²,,,1,3,korteriomand,"trepikoda lukus,naabrivalve","mööbel,mööbli võimalus,külmik",279 000 €,3 518.28 €/m²,"877 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78401:101:1280,,kivimaja,1377,"kelder,panipaik",Tehnosüsteemid,"kamin,keskküte,põrandaküte","saun,dušš,wc ja vannituba eraldi",elektripliit,"telefon,internet,kaabel-TV",,,,,,,,,,,,,,,,,,,,,
67,Üldinfo,"Rehe tn 5,Haabersti linnaosa, Tallinn, Harju maakond",5/27/2022,8046081,uusehitis,3,2,,68.5 m²,rõdu,,3,5,korteriomand,"naabrivalve,trepikoda lukus,turvauks","mööbel,külmik",290 000 €,4 233.58 €/m²,"911 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,,,2019,panipaik,Tehnosüsteemid,"põrandaküte,keskküte","pesumasin,vann,dušš",,kaabel-TV,,,,,jah,,0,jah,,,,,,,,,,,,,
68,Üldinfo,"Tondi tn 44, Tondi,Kristiine linnaosa, Tallinn, Harju maakond",5/27/2022,8533295,,5,,,116.5 m²,,,-1,4,,,,174 000 €,1 493.56 €/m²,"547 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78407:702:3400,C,kivimaja,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Üldinfo,"Juurdeveo tn 12,Kesklinna linnaosa, Tallinn, Harju maakond",5/27/2022,1457142,valmis,3,2,1,81.2 m²,rõdu,,1,3,korteriomand,trepikoda lukus,"mööbel,mööbli võimalus,külmik",235 000 €,2 894.09 €/m²,"738 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,energiamärgis määramata,puitmaja,2009,"kelder,panipaik",Tehnosüsteemid,"keskküte,põrandaküte,gaasiküte","pesumasin,saun,dušš",,"internet,kaabel-TV",,,,,,,,jah,,,,,,,,,,1,,,
70,Üldinfo,"Nurmiku tee 16/1, Pirita kose,Pirita linnaosa, Tallinn, Harju maakond",5/27/2022,9052431,uusehitis,3,2,,65.5 m²,,,2,2,korteriomand,"turvauks,trepikoda lukus","mööbel,mööbli võimalus,külmik",219 000 €,3 343.51 €/m²,"688 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,D,kivimaja,2001,,Tehnosüsteemid,elektriküte,"dušš,pesumasin",,"kaabel-TV,telefon,internet",,,,,,,,jah,,120,250,,,,,,,,,,
71,Üldinfo,"M. Härma tn 1-1,Lasnamäe linnaosa, Tallinn, Harju maakond",5/27/2022,8084774,"vajab renoveerimist,valmimisjärgus,vajab kapitaalremonti",3,3,1,65 m²,rõdu,3,1,9,korteriomand,"naabrivalve,videokaamerad,turvauks,trepikoda lukus",,134 900 €,2 075.38 €/m²,"424 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78403:311:0041,E,paneelmaja,1980,garderoob,Tehnosüsteemid,keskküte,"dušš,vann,tsentraalne kanalisatsioon",,"telefon,digi-TV,internet",tasuta parkimine,https://www.MyFlat.ee,,,jah,,10167601,,,,,,,,,,,,,,
72,Üldinfo,"Raadiku tn 12,Lasnamäe linnaosa, Tallinn, Harju maakond",5/27/2022,2159914,renoveeritud,4,3,,64.7 m²,rõdu,3,8,9,korteriomand,"turvauks,trepikoda lukus,naabrivalve",,135 000 €,2 086.55 €/m²,"424 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78403:309:0950,energiamärgis määramata,paneelmaja,1985,,Tehnosüsteemid,keskküte,wc ja vannituba eraldi,,"kaabel-TV,internet",,,,,jah,,,jah,,75,180,,,,,,,,,,
73,Üldinfo,"Raadiku tn 12,Lasnamäe linnaosa, Tallinn, Harju maakond",5/27/2022,3565222,renoveeritud,3,2,,64.7 m²,rõdu,3,8,9,korteriomand,"trepikoda lukus,naabrivalve,turvauks",,135 000 €,2 086.55 €/m²,"424 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78403:309:0950,energiamärgis määramata,paneelmaja,1985,,Tehnosüsteemid,keskküte,"wc ja vannituba eraldi,vann",,"kaabel-TV,internet",,,,,jah,,,jah,,75,180,,,,,,,,,,
74,Üldinfo,"Kadaka tee 193,Haabersti linnaosa, Tallinn, Harju maakond",5/27/2022,2529757,uusehitis,2,1,1,60.5 m²,rõdu,8.4,1,4,korteriomand,"trepikoda lukus,naabrivalve",mööbel,229 000 €,3 785.12 €/m²,"719 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78406:604:0023,B,betoonmaja,2016,"kelder,panipaik,garderoob",Tehnosüsteemid,keskküte,"pesumasin,vann,dušš,tsentraalne kanalisatsioon",elektripliit,"internet,digi-TV","kindel parkimiskoht kinnistul,tasuta parkimine",,,,jah,,,,,,,,,,,,,,,,
75,Üldinfo,"Tohu tn 4, Pirita,Pirita linnaosa, Tallinn, Harju maakond",5/27/2022,5566578,uusehitis,4,3,,98 m²,,,1,2,korteriomand,"trepikoda lukus,turvauks","mööbel,külmik",293 000 €,2 989.80 €/m²,"921 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,,kivimaja,2016,panipaik,Tehnosüsteemid,"kombineeritud küte,gaasiküte","wc ja vannituba eraldi,vann,dušš,pesumasin",,"kaabel-TV,telefon,internet",,,,,,,,jah,,150,240,,,,,,,,,,
76,Üldinfo,"Välja tn 16,Kristiine linnaosa, Tallinn, Harju maakond",5/27/2022,8290836,,5,4,2,128.7 m²,rõdu,,2,2,,,,329 900 €,2 563.33 €/m²,"1 036 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,B,,1995,,Tehnosüsteemid,,,,internet,,,,,,,,,,,,,,,,,,,,,
77,Üldinfo,"Rotermanni tn 7, Rotermanni Kvartal,Kesklinna linnaosa, Tallinn, Harju maakond",5/27/2022,5712637,"uusehitis,valmis",3,2,1,69 m²,prantsuse rõdu,0.8,6,7,korteriomand,trepikoda lukus,,459 000 €,6 652.17 €/m²,"1 442 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,energiamärgis määramata,kivimaja,2007,panipaik,Tehnosüsteemid,"põrandaküte,keskküte","vann,dušš",elektripliit,"digi-TV,telefon,internet",parkimiskoht maa-aluses garaažis,,sundventilatsioon,,jah,,,,,,,,,,,,,,,,
78,Üldinfo,"Kauna tn 2, Veerenni,Kesklinna linnaosa, Tallinn, Harju maakond",5/27/2022,1225679,valmis,1,,1,27.6 m²,,,1,3,korteriomand,,,105 000 €,3 804.35 €/m²,"330 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,G,puitmaja,1929,panipaik,Tehnosüsteemid,,,gaasipliit,,,,,,,,,,,,,,,,,,,,,,
79,Üldinfo,"K. Kärberi tn 60,Lasnamäe linnaosa, Tallinn, Harju maakond",5/27/2022,8001232,valmis,3,2,,64.5 m²,rõdu,3,,9,korteriomand,"turvauks,videokaamerad,trepikoda lukus","mööbel,külmik",125 000 €,1 937.98 €/m²,"393 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78403:309:0750,C,paneelmaja,1985,,Tehnosüsteemid,keskküte,"wc ja vannituba eraldi,pesumasin,dušš",elektripliit,"internet,kaabel-TV",,,,,jah,,,jah,,70,140,,,,,,,,,,
80,Üldinfo,"Dolomiidi tee 2/1,Rae küla, Rae vald, Harju maakond",5/27/2022,3377687,uusehitis,2,1,1,50.3 m²,terrass,10.8,1,3,korteriomand,trepikoda lukus,,145 900 €,2 801.19 €/m²,"458 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,A,kivimaja,2023,panipaik,Tehnosüsteemid,"õhksoojuspump,põrandaküte",dušš,elektripliit,"internet,telefon,digi-TV",kindel parkimiskoht kinnistul,,,,jah,,,,,,,,,,,,,,,,
81,Üldinfo,"Mustamäe tee 159 / A. H. Tammsaare tee 109,Mustamäe linnaosa, Tallinn, Harju maakond",5/27/2022,3528841,renoveeritud,2,1,1,55.4 m²,kinnine rõdu,4,10,16,korteriomand,"turvauks,videokaamerad,trepikoda lukus","kinnine hoov,mööbel",163 000 €,,"512 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78405:501:2820,C,"paneelmaja,betoonmaja",1974,garderoob,Tehnosüsteemid,keskküte,"vann,tsentraalne kanalisatsioon,pesumasin",elektripliit,"internet,digi-TV",tasuta parkimine,,sundventilatsioon,10,jah,,,,,,,,,,,,,,,,
82,Üldinfo,"Maakri tn 36, Maakri,Kesklinna linnaosa, Tallinn, Harju maakond",5/27/2022,5927621,valmis,2,1,1,50.5 m²,,,5,19,korteriomand,,,240 000 €,4 752.48 €/m²,"754 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78401:104:0790,D,kivimaja,2003,panipaik,Tehnosüsteemid,,,elektripliit,,,,,,,,,,,,,,,,,,,,,,
83,Üldinfo,"Tagala tn 10,Haabersti linnaosa, Tallinn, Harju maakond",5/27/2022,4683845,uusehitis,3,2,,71 m²,,,1,4,korteriomand,"naabrivalve,trepikoda lukus,videokaamerad,turvauks","mööbli võimalus,külmik",225 000 €,3 169.01 €/m²,"707 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78401:101:0823,B,kivimaja,2020,panipaik,Tehnosüsteemid,"keskküte,gaasiküte,põrandaküte","pesumasin,wc ja vannituba eraldi,dušš",elektripliit,"internet,kaabel-TV",,,,,jah,,,jah,,70,120,,,,,,,,,,
84,Üldinfo,"Rae tn 3,Paldiski linn, Harju maakond",5/27/2022,2572159,valmis,2,,,53 m²,rõdu,,1,5,korteriomand,"trepikoda lukus,turvauks",,69 000 €,,"217 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,58001:002:0031,D,paneelmaja,1987,,Tehnosüsteemid,keskküte,"tsentraalne kanalisatsioon,dušš,wc ja vannituba eraldi",elektripliit,,,,,,,rullmaterjal,,,,,,,,,,,,,,,
85,Üldinfo,"Koidu tn 27,Kesklinna linnaosa, Tallinn, Harju maakond",5/27/2022,6641940,,3,2,1,74.4 m²,rõdu,14.7,5,5,hoonestusõigus,,mööbel,269 900 €,3 627.69 €/m²,"848 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,,kivimaja,2002,panipaik,Tehnosüsteemid,gaasiküte,"pesumasin,vann",elektripliit,,parkimiskoht garaažis,,sundventilatsioon,,jah,,,,,,,,,,,,,,,,
86,Üldinfo,"Kesa tn 12,Jüri alevik, Rae vald, Harju maakond",5/27/2022,3008026,valmis,3,2,,91.4 m²,rõdu,9.2,,2,korteriomand,"naabrivalve,turvauks","mööbli võimalus,külmik",259 000 €,2 833.70 €/m²,"814 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,65301:003:0332,energiamärgis määramata,kivimaja,2011,panipaik,Tehnosüsteemid,"põrandaküte,kamin,gaasiküte,õhksoojuspump","vann,pesumasin,dušš",elektripliit,"internet,kaabel-TV",,,,,,,,jah,,90,180,,,,,,,,,,
87,Üldinfo,"Õismäe tee 203,Haabersti linnaosa, Tallinn, Harju maakond",5/27/2022,4436396,renoveeritud,3,3,1,66.6 m²,"kinnine rõdu,rõdu",2.8,1,5,korteriomand,,,140 000 €,2 102.10 €/m²,"440 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,,paneelmaja,1977,kelder,Tehnosüsteemid,keskküte,"wc ja vannituba eraldi,tsentraalne kanalisatsioon,vann",elektripliit,"internet,digi-TV",tasuta parkimine,,,,,,,,,,,,,,,,,,,,
88,Üldinfo,"Valge tn 18E,Lasnamäe linnaosa, Tallinn, Harju maakond",5/27/2022,3603561,valmis,1,,,39.5 m²,klaasitud rõdu,6.3,3,5,korteriomand,"naabrivalve,turvauks,trepikoda lukus,videokaamerad","kinnine hoov,mööbel,mööbli võimalus,TV,külmik",134 900 €,,"424 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,E,kivimaja,2005,"panipaik,garderoob",Tehnosüsteemid,keskküte,"pesumasin,tsentraalne kanalisatsioon,vann",elektripliit,"telefon,digi-TV,internet","tasuta parkimine,kindel parkimiskoht kinnistul",,,,jah,,,,,,,,,kõik kommunaalteenused,390,,,,,390,
89,Üldinfo,"Asunduse tn 5, Sikupilli,Lasnamäe linnaosa, Tallinn, Harju maakond",5/27/2022,3513249,vajab renoveerimist,2,1,,39.8 m²,,,4,5,korteriomand,,,94 000 €,2 361.81 €/m²,"295 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78403:301:1190,D,kivimaja,1965,,Tehnosüsteemid,,,gaasipliit,,,,,,,,,,,,,,,,,,,,,,
90,Üldinfo,"Meriski tn 1,Kristiine linnaosa, Tallinn, Harju maakond",5/27/2022,5573178,valmis,3,2,,69.1 m²,rõdu,6.1,1,4,korteriomand,"trepikoda lukus,naabrivalve,videokaamerad",,259 998 €,3 762.63 €/m²,"817 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78401:101:3837,B,paneelmaja,2019,panipaik,Tehnosüsteemid,keskküte,"boiler,dušš,vann",,"kaabel-TV,internet,telefon",,,,,jah,,,jah,,,,,,,,,,,,,
91,Üldinfo,"Meriski tn 1, Kristiine,Mustamäe linnaosa, Tallinn, Harju maakond",5/27/2022,2198186,valmis,3,2,,69.1 m²,rõdu,6.1,1,4,korteriomand,"trepikoda lukus,naabrivalve,videokaamerad",,259 998 €,3 762.63 €/m²,"817 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78401:101:3837,B,paneelmaja,2019,panipaik,Tehnosüsteemid,keskküte,"boiler,dušš,vann",,"kaabel-TV,internet,telefon",,,,,jah,,,jah,,,,,,,,,,,,,
92,Üldinfo,"J. Sütiste tee 37,Mustamäe linnaosa, Tallinn, Harju maakond",5/27/2022,6843319,vajab renoveerimist,2,1,1,43.1 m²,rõdu,,5,9,korteriomand,trepikoda lukus,mööbel,99 900 €,2 317.87 €/m²,"314 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,C,paneelmaja,1972,,Tehnosüsteemid,keskküte,wc ja vannituba eraldi,,"telefon,internet,digi-TV",tasuta parkimine,,,,jah,,,,,,,,,,,,,,,,
