,url,hind,aadress,description,Tube,Magamistube,Üldpind,Energiamärgis,Korruseid,Korrus,hind_m2
2173,https://www.kv.ee/kliendipaev-teisipaeval-24-mail-algusega-18-00-vaj-3421411.html,150000.0," Sõpruse pst 175, Mustamäe, Tallinn, Harjumaa","<p>Korteriomand, paneelmaja<br/><br/><strong>Lisainfo:</strong> rõdu , köök, parkett, tsentraalne vesi, lift <br/><strong>Köök:</strong> gaasipliit <br/><strong>Sanruum:</strong> uus torustik, dušš <br/><strong>Küte ja ventilatsioon:</strong> keskküte <br/><strong>Side ja turvalisus:</strong> turvauks, trepikoda lukus <br/></p>",3,2.0,66.6,D,9,8,2252.252252252252
2174,https://www.kv.ee/muuki-tuli-labi-kahe-korruse-3toaline-korter-korge-3431003.html,239000.0," Vahepere tn 5, Tiskre, Haabersti, Tallinn, Harjumaa","<p>Korteriomand, kivimaja<br/><br/><strong>Lisainfo:</strong> rõdu 12,8 m², parkimine tasuta, panipaik, seinakapp, planeering läbi mitme korruse, eraldi sissepääs, kinnine hoov, toad eraldi, pakettaknad <br/><strong>Köök:</strong> keraamiline pliit, avatud köök, külmik, köögimööbel <br/><strong>Sanruum:</strong> vann, dušš, boiler, pesumasin <br/><strong>Küte ja ventilatsioon:</strong> õhksoojuspump, põrandaküte, gaasiküte, konditsioneer <br/><strong>Side ja turvalisus:</strong> Internet, telefon, naabrivalve, turvauks, valvesüsteemi kaabeldus tehtud <br/><strong>Ümbrus:</strong> ümbruses eramud, teed heas seisukorras, naabrid ümberringi, Kakumäe laht meri 200 m <br/></p>",3,2.0,75.7,-,3,2,3157.1994715984147
2175,https://www.kv.ee/muua-hea-asukohaga-arenevas-pohjatallinna-linnaosa-3429433.html,49990.0," Uus-Maleva tn 7, Põhja-Tallinn, Tallinn, Harjumaa","<p>Korteriomand, kivimaja<br/><br/><strong>Lisainfo:</strong> parkimine tasuta, uus elektrijuhtmestik, mööbel, pakettaknad <br/><strong>Köök:</strong> keraamiline pliit, avatud köök, külmik, köögimööbel <br/><strong>Sanruum:</strong> uus torustik, boiler, dušš, pesumasin <br/><strong>Küte ja ventilatsioon:</strong> keskküte <br/><strong>Side ja turvalisus:</strong> Internet, telefon, kaabelTV, video valve, turvauks, trepikoda lukus, naabrivalve, valvur <br/><strong>Ümbrus:</strong> ümbruses korterelamud, teed heas seisukorras, naabrid ümberringi, veekogu: Stroomi Rand 2 m, asub keskuses <br/></p>",1,1.0,16.2,G,5,3,3085.8024691358028
2176,https://www.kv.ee/kliendipaev-23-05-22kell-17001800soodustus-2000-eu-3429462.html,208000.0," Hanijala 5, Tiskre, Haabersti, Tallinn, Harjumaa","<p>Korteriomand, kivimaja<br/><br/><strong>Lisainfo:</strong> parkimine tasuta, parkett, panipaik, seinakapp, uus elektrijuhtmestik, kinnine hoov, mööbli võimalus, mööbel, pakettaknad <br/><strong>Köök:</strong> induktsioon pliit, avatud köök, külmik, köögimööbel <br/><strong>Sanruum:</strong> uus torustik, dušš, saun, pesumasin <br/><strong>Küte ja ventilatsioon:</strong> gaasiküte <br/><strong>Side ja turvalisus:</strong> Internet, telefon, kaabelTV, turvauks, trepikoda lukus <br/></p>",3,2.0,73.2,D,4,4,2841.530054644809
2177,https://www.kv.ee/2023-aasta-alguseks-valmib-tallinnas-lasnamae-linn-3430843.html,145000.0," Sinimäe 1-16, Lasnamäe, Tallinn, Harjumaa","<p>Korteriomand, paneelmaja<br/><br/><strong>Lisainfo:</strong> rõdu , parkimine tasuta, panipaik, toad eraldi, ühistransport, parkett, lift, mets lähedal <br/><strong>Köök:</strong> elektripliit, avatud köök <br/><strong>Sanruum:</strong> uus torustik, dušš <br/><strong>Küte ja ventilatsioon:</strong> keskküte <br/><strong>Side ja turvalisus:</strong> trepikoda lukus, naabrivalve <br/><strong>Ümbrus:</strong> jõgi lähedal <br/></p>",1,1.0,37.9,A,10,4,3825.857519788918
2178,https://www.kv.ee/oled-oodatud-kliendipaevale-12-05-kell-18001900-va-3420395.html,127000.0," Järveotsa tee 2, Haabersti, Haabersti, Tallinn, Harjumaa","<p>Korteriomand, paneelmaja<br/><br/><strong>Lisainfo:</strong> parkimine tasuta, mööbli võimalus, mööbel, pakettaknad, parkett, lift <br/><strong>Köök:</strong> induktsioon pliit, avatud köök, külmik, köögimööbel <br/><strong>Sanruum:</strong> uus torustik, vann, pesumasin <br/><strong>Küte ja ventilatsioon:</strong> keskküte, põrandaküte <br/><strong>Side ja turvalisus:</strong> Internet, telefon, kaabelTV, trepikoda lukus, naabrivalve, valvesüsteemi kaabeldus tehtud, video valve, turvauks <br/><strong>Ümbrus:</strong> asub keskuses, naabrid ümberringi, Harku järv järv , ümbruses korterelamud, teed heas seisukorras <br/></p>",2,2.0,49.2,E,9,9,2581.30081300813
2179,https://www.kv.ee/muua-armas-korter-kadriorus-kadrioru-pargi-vahetus-3395492.html,159900.0," Vesivärava tn 30, Kesklinn, Tallinn, Harjumaa","<p>Korteriomand, puitmaja, köögipind 5 m²<br/><br/><strong>Lisainfo:</strong> garderoob, mööbel, pakettaknad, seinakapp, parkimine tasuta, ühistransport <br/><strong>Köök:</strong> elektripliit, külmik, köögimööbel <br/><strong>Sanruum:</strong> boiler, wc ja vannituba eraldi, dušš, pesumasin <br/><strong>Küte ja ventilatsioon:</strong> gaasiküte, põrandaküte <br/><strong>Side ja turvalisus:</strong> trepikoda lukus <br/></p>",2,1.0,38.3,D,3,1,4174.934725848564
2180,https://www.kv.ee/mustamae-rohelisuses-muugile-tulnud-hubane-3toalin-3428887.html,118900.0," Mustamäe tee 193, Mustamäe, Tallinn, Harjumaa","<p>Korteriomand, paneelmaja<br/><br/><strong>Lisainfo:</strong> mööbel, pakettaknad, parkimine tasuta, panipaik, seinakapp, mööbli võimalus <br/><strong>Köök:</strong> elektripliit, külmik, köögimööbel <br/><strong>Sanruum:</strong> dušš, uus torustik, pesumasin <br/><strong>Küte ja ventilatsioon:</strong> keskküte <br/></p>",3,2.0,46.7,E,5,1,2546.038543897216
2181,https://www.kv.ee/muua-vaga-ilus-ja-varskelt-renoveeritud-2toaline-k-3429921.html,98000.0," Punane 63, Lasnamäe, Tallinn, Harjumaa","<p>Korteriomand, paneelmaja<br/><br/><strong>Lisainfo:</strong> parkimine tasuta, rõdu kinnine, panipaik, uus elektrijuhtmestik, mööbel, pakettaknad, parkett <br/><strong>Köök:</strong> keraamiline pliit, avatud köök, külmik, köögimööbel <br/><strong>Sanruum:</strong> uus torustik, vann <br/><strong>Küte ja ventilatsioon:</strong> keskküte <br/><strong>Side ja turvalisus:</strong> Internet, kaabelTV, turvauks, trepikoda lukus <br/></p>",2,1.0909090909090908,34.0,D,5,3,2882.3529411764707
2182,https://www.kv.ee/korterkorterisse-sisenedes-satute-esikusse-kust-vi-3421266.html,139999.0," Kihnu tn 18, Lasnamäe, Tallinn, Harjumaa","<p>Korteriomand, paneelmaja<br/><br/><strong>Lisainfo:</strong> rõdu 2 m², parkimine tasuta, TV, toad eraldi, mööbel, pakettaknad, lift <br/><strong>Köök:</strong> elektripliit, külmik, köögimööbel <br/><strong>Sanruum:</strong> dušš, wc ja vannituba eraldi, pesumasin <br/><strong>Küte ja ventilatsioon:</strong> keskküte <br/><strong>Side ja turvalisus:</strong> Internet, telefon, kaabelTV, turvauks, trepikoda lukus, naabrivalve <br/><strong>Ümbrus:</strong> asub keskuses, naabrid ümberringi, teed heas seisukorras, Baltic sea meri , ümbruses korterelamud <br/></p>",3,2.0,62.0,-,9,4,2258.048387096774
2183,https://www.kv.ee/oma-uut-pererahvast-otsib-paikeseline-kahetoaline-3428325.html,169000.0," Tähistaeva tn 8, Pärnaõue, Haabersti, Tallinn, Harjumaa","<p>Korteriomand, kivimaja<br/><br/><strong>Lisainfo:</strong> rõdu 3,2 m², parkimine tasuta, panipaik, seinakapp, pakettaknad, parkett <br/><strong>Sanruum:</strong> vann, dušš <br/><strong>Küte ja ventilatsioon:</strong> põrandaküte, gaasiküte, keskküte <br/><strong>Side ja turvalisus:</strong> trepikoda lukus, turvauks <br/><strong>Ümbrus:</strong> ümbruses korterelamud, teed heas seisukorras <br/></p>",2,1.0909090909090908,43.9,C,4,3,3849.6583143507974
2184,https://www.kv.ee/tule-kliendipaevale-24-mail-kell-14-00-15-00-eelre-3409289.html,70000.0," Ao 6, Kassisaba, Kesklinn, Tallinn, Harjumaa","<p>Korteriomand, puitmaja<br/><br/><strong>Lisainfo:</strong> panipaik, kinnine hoov, ühistransport, tsentraalne vesi, elekter, aiaga ümbritsetud, sileplekk-katus <br/><strong>Köök:</strong> puupliit <br/><strong>Sanruum:</strong> wc ja vannituba eraldi, dušš <br/><strong>Küte ja ventilatsioon:</strong> tahke kütus <br/><strong>Side ja turvalisus:</strong> trepikoda lukus <br/></p>",1,1.0,31.6,D,3,-1,2215.1898734177216
2185,https://www.kv.ee/avar-kolmetoaline-korter-77-7-ruutmeetrit-uks-tuba-3415086.html,239500.0," Pärnu mnt 82, Uus Maailm, Kesklinn, Tallinn, Harjumaa","<p>Korteriomand, kivimaja<br/><br/><strong>Lisainfo:</strong> köök, garaaž, tsentraalne vesi, elekter, tsentraalgaas, ühistransport, kinnine hoov, uus elektrijuhtmestik, toad eraldi, mööbli võimalus, mööbel, parkett, garderoob, ventilatsioon, seinakapp, panipaik, lift, sileplekk-katus <br/><strong>Köök:</strong> gaasipliit, külmik <br/><strong>Sanruum:</strong> uus torustik, wc ja vannituba eraldi, dušš, vann, pesumasin <br/><strong>Küte ja ventilatsioon:</strong> keskküte <br/><strong>Side ja turvalisus:</strong> Internet, kaabelTV, turvauks, trepikoda lukus <br/></p>",3,2.0,77.7,Puudub,6,2,3082.3680823680825
2186,https://www.kv.ee/unikaalne-pakkumine-vanalinnas-korteristsissepaas-3380855.html,550000.0," Kohtu 5, Vanalinn, Tallinn, Harjumaa","<p>Korteriomand, kivimaja<br/><br/><strong>Lisainfo:</strong> parkett, katusekorter, planeering läbi mitme korruse, garderoob, kivikatus <br/><strong>Köök:</strong> elektripliit, avatud köök <br/><strong>Sanruum:</strong> dušš, vann <br/><strong>Küte ja ventilatsioon:</strong> keskküte, konditsioneer <br/><strong>Side ja turvalisus:</strong> trepikoda lukus <br/></p>",4,2.0,171.2,D,3,2,3212.6168224299067
2187,https://www.kv.ee/lisainfo-www-motuse25-eevota-meiega-uhendust-ja-br-3300933.html,242500.0," Sõpruse pst 40-24, Kristiine, Tallinn, Harjumaa","<p>Korteriomand, paneelmaja<br/><br/><strong>Lisainfo:</strong> rõdu 10,1 m², parkimine tasuline, kinnine hoov, terrass, pakettaknad, parkett, lift, garaaž, maa-alune garaaž, panipaik <br/><strong>Sanruum:</strong> vann <br/><strong>Küte ja ventilatsioon:</strong> põrandaküte, gaasiküte <br/><strong>Side ja turvalisus:</strong> Internet, turvauks, trepikoda lukus <br/><strong>Ümbrus:</strong> teed heas seisukorras, naabrid ümberringi, ümbruses eramud ja korterelamud, linnas <br/></p>",2,1.0,55.1,B,5,3,4401.088929219601
2188,https://www.kv.ee/tutvumispaeva-erihind-144-900-tule-tutvumispaevale-3429571.html,149900.0," Mahtra 72, Lasnamäe, Tallinn, Harjumaa","<p>Korteriomand, paneelmaja<br/><br/><strong>Lisainfo:</strong> rõdu , vesi, parkett, sissepääs tänavalt, ühistransport, tsentraalne vesi, seinakapp, uus elektrijuhtmestik, toad eraldi, parkimine tasuta, mööbli võimalus, lift, elekter <br/><strong>Köök:</strong> keraamiline pliit, külmik, köögimööbel <br/><strong>Sanruum:</strong> vann, uus torustik, dušš <br/><strong>Küte ja ventilatsioon:</strong> keskküte <br/><strong>Side ja turvalisus:</strong> kaabelTV, video valve, trepikoda lukus, turvauks, naabrivalve <br/></p>",3,2.0,64.6,Puudub,9,9,2320.433436532508
2189,https://www.kv.ee/broneeritud-kuni-25-05-22-muua-hubane-renoveeritud-3422704.html,44900.0," Kopli tn 100b, Broneeritud 25.05.22, Põhja-Tallinn, Tallinn, Harjumaa","<p>Korteriomand, kivimaja<br/><br/><strong>Lisainfo:</strong> mööbli võimalus, pakettaknad <br/><strong>Köök:</strong> induktsioon pliit, avatud köök, külmik, köögimööbel <br/><strong>Sanruum:</strong> boiler, uus torustik, pesumasin <br/><strong>Küte ja ventilatsioon:</strong> keskküte <br/><strong>Side ja turvalisus:</strong> Internet, kaabelTV, turvauks, valvur, naabrivalve <br/></p>",1,1.0,11.1,-,5,1,4045.0450450450453
2190,https://www.kv.ee/kingitus-panipaik-tasuta-kuni-31-01-2022a-teised-v-3400543.html,280672.0," Võistluse tn 6/2-79, Kalevi Panorama, Kesklinn, Tallinn, Harjumaa","<p><strong>Lisainfo:</strong> rõdu 4 m², parkimine tasuline, panipaik, uus elektrijuhtmestik, pakettaknad, parkett, lift <br/><strong>Sanruum:</strong> wc ja vannituba eraldi, vann, dušš <br/><strong>Küte ja ventilatsioon:</strong> põrandaküte, keskküte <br/></p>",3,2.0,70.7,B,14,6,3969.90099009901
2191,https://www.kv.ee/muua-central-residence-varske-ning-hea-planeeringu-3430595.html,215000.0," Virbi tn 8, Lasnamäe, Tallinn, Harjumaa","<p>Korteriomand, paneelmaja<br/><br/><strong>Lisainfo:</strong> rõdu 3,4 m², maa-alune garaaž, panipaik, lift <br/><strong>Köök:</strong> elektripliit <br/><strong>Sanruum:</strong> vann <br/><strong>Küte ja ventilatsioon:</strong> põrandaküte <br/><strong>Side ja turvalisus:</strong> Internet, video valve, trepikoda lukus <br/></p>",3,3.0,59.5,B,5,5,3613.4453781512607
2193,https://www.kv.ee/2toaline-mobleeritud-korter-kitsekulas-korterkorte-3430845.html,130000.0," Pärnu mnt 107, Kesklinn, Tallinn, Harjumaa","<p>Korteriomand, kivimaja<br/><br/><strong>Lisainfo:</strong> vesi, parkimine tasuta, tsentraalgaas, mööbli võimalus, elekter <br/><strong>Köök:</strong> külmik, köögimööbel <br/><strong>Sanruum:</strong> dušš, boiler, pesumasin <br/><strong>Küte ja ventilatsioon:</strong> gaasiküte <br/><strong>Side ja turvalisus:</strong> trepikoda lukus <br/></p>",2,1.0,38.7,F,5,3,3359.173126614987
2194,https://www.kv.ee/teised-vabad-korterid-info-ja-video-siinhttpsuuskv-3366984.html,270368.0," Võistluse tn 6/1-19, Kalevi Panorama, Kesklinn, Tallinn, Harjumaa","<p><strong>Lisainfo:</strong> rõdu 4 m², panipaik, parkett, lift <br/><strong>Sanruum:</strong> dušš, wc ja vannituba eraldi, vann <br/><strong>Küte ja ventilatsioon:</strong> põrandaküte, keskküte <br/></p>",3,2.0,70.7,-,14,6,3824.158415841584
2195,https://www.kv.ee/muua-vaga-ilus-ja-varskelt-renoveeritud-2toaline-k-3429929.html,98000.0," Punane 63, Lasnamäe, Tallinn, Harjumaa","<p>Korteriomand, paneelmaja<br/><br/><strong>Lisainfo:</strong> parkimine tasuta, rõdu kinnine, panipaik, uus elektrijuhtmestik, mööbel, pakettaknad, parkett <br/><strong>Köök:</strong> keraamiline pliit, avatud köök, külmik, köögimööbel <br/><strong>Sanruum:</strong> uus torustik, vann <br/><strong>Küte ja ventilatsioon:</strong> keskküte <br/><strong>Side ja turvalisus:</strong> Internet, kaabelTV, turvauks, trepikoda lukus <br/></p>",1,1.0,34.0,D,5,3,2882.3529411764707
2196,https://www.kv.ee/eelregistreerimisega-kliendipaev-26-05-2022-kell-1-3412657.html,275000.0," Vana-Kalamaja 10, Põhja-Tallinn, Tallinn, Harjumaa","<p>Korteriomand, kivimaja<br/><br/><strong>Lisainfo:</strong> rõdu , parkett, parkimine tasuta, lift, garderoob, panipaik <br/><strong>Köök:</strong> avatud köök, külmik, köögimööbel <br/><strong>Sanruum:</strong> dušš, vann, uus torustik, pesumasin <br/><strong>Küte ja ventilatsioon:</strong> põrandaküte, keskküte <br/><strong>Side ja turvalisus:</strong> Internet, trepikoda lukus <br/></p>",3,1.0,54.4,Puudub,5,2,5055.14705882353
2197,https://www.kv.ee/muua-uhetoaline-korter-oismae-teel-uheksakorruseli-3430891.html,85450.0," Õismäe tee 72, Haabersti, Tallinn, Harjumaa","<p>Korteriomand, paneelmaja<br/><br/><strong>Lisainfo:</strong> rõdu , köök, elekter, ühistransport, tsentraalne vesi, garderoob, seinakapp, lift, mööbli võimalus, mööbel, parkett <br/><strong>Köök:</strong> elektripliit, külmik <br/><strong>Sanruum:</strong> vann <br/><strong>Küte ja ventilatsioon:</strong> keskküte <br/><strong>Side ja turvalisus:</strong> Internet, video valve, trepikoda lukus, turvauks <br/></p>",1,1.0,32.7,E,9,6,2613.149847094801
2198,https://www.kv.ee/muua-mugava-asukohaga-vaikeoismae-sisekvartalis-as-3425211.html,122900.0," Järveotsa tee 43, Haabersti, Tallinn, Harjumaa","<p>Korteriomand, paneelmaja<br/><br/><strong>Lisainfo:</strong> rõdu 1,9 m², seinakapp, pakettaknad, rõdu kinnine, parkimine tasuta <br/><strong>Köök:</strong> elektripliit, köögimööbel <br/><strong>Sanruum:</strong> dušš, uus torustik <br/><strong>Küte ja ventilatsioon:</strong> keskküte <br/><strong>Side ja turvalisus:</strong> Internet, kaabelTV, trepikoda lukus <br/></p>",2,1.0,49.4,C,9,2,2487.8542510121456
2199,https://www.kv.ee/muua-uus-stiilselt-ja-kvaliteetselt-mobleeritud-3t-3425117.html,350000.0," Pille tn 4/1, Uus-Veerenni, Kesklinn, Tallinn, Harjumaa","<p>Korteriomand, paneelmaja<br/><br/><strong>Lisainfo:</strong> rõdu 10,8 m², mööbel, pakettaknad, parkett, lift, parkimine tasuta, maa-alune garaaž, panipaik, seinakapp, uus elektrijuhtmestik, kõrged laed, TV, terrass, toad eraldi <br/><strong>Köök:</strong> induktsioon pliit, avatud köök, külmik, köögimööbel <br/><strong>Sanruum:</strong> wc ja vannituba eraldi, dušš, uus torustik, pesumasin <br/><strong>Küte ja ventilatsioon:</strong> keskküte, põrandaküte <br/><strong>Side ja turvalisus:</strong> Internet, kaabelTV, turvauks, trepikoda lukus <br/><strong>Ümbrus:</strong> ümbruses korterelamud, asub keskuses, teed heas seisukorras, naabrid ümberringi <br/></p>",3,2.0,65.9,B,4,1,5311.0773899848255
2200,https://www.kv.ee/ajaloolise-volta-kvartali-uute-etappide-muuk-on-al-3403733.html,579900.0," Uus-Volta 9-25, Kalamaja, Põhja-Tallinn, Tallinn, Harjumaa","<p>Korteriomand, kivimaja<br/><br/><strong>Lisainfo:</strong> rõdu , elekter, garderoob, kinnine hoov, uus elektrijuhtmestik, parkimine tasuline, kõrged laed, ühistransport, vesi, panipaik, tsentraalne vesi, parkett, planeering läbi mitme korruse, garaaž, aiaga ümbritsetud <br/><strong>Köök:</strong> avatud köök <br/><strong>Sanruum:</strong> uus torustik, vann, saun, dušš, wc ja vannituba eraldi <br/><strong>Küte ja ventilatsioon:</strong> põrandaküte, põrandaküte, keskküte <br/><strong>Side ja turvalisus:</strong> Internet, kaabelTV, turvauks, naabrivalve, trepikoda lukus <br/><strong>Ümbrus:</strong> asub keskuses, ümbruses korterelamud, meri lähedal <br/></p>",4,3.0,120.3,C,3,1,4820.4488778054865
2201,https://www.kv.ee/muua-kaunite-vaadetega-valguskullane-ja-mobleeritu-3304618.html,249000.0," Narva maantee 9, Sadama, Kesklinn, Tallinn, Harjumaa","<p>Korteriomand, kivimaja<br/><br/><strong>Lisainfo:</strong> rõdu , köök, TV, mööbel, parkett, planeering läbi mitme korruse, toad eraldi, panipaik, ühistransport, tsentraalne vesi, elekter, lift, sileplekk-katus <br/><strong>Köök:</strong> elektripliit, avatud köök, külmik <br/><strong>Sanruum:</strong> saun, wc ja vannituba eraldi, dušš, boiler, pesumasin <br/><strong>Küte ja ventilatsioon:</strong> keskküte, kamin <br/><strong>Side ja turvalisus:</strong> kaabelTV, valvesüsteem paigaldatud, turvauks, trepikoda lukus <br/></p>",3,1.0,74.0,Puudub,7,6,3364.864864864865
2202,https://www.kv.ee/muua-kvalitseetselt-ja-labimoeldult-renoveeritud-s-3430257.html,205000.0," Liivalaia tn 16, Veerenni, Kesklinn, Tallinn, Harjumaa","<p>Korteriomand, kivimaja<br/><br/><strong>Lisainfo:</strong> kinnine hoov, toad eraldi, mööbli võimalus, mööbel, pakettaknad, parkett, panipaik, seinakapp, uus elektrijuhtmestik, kõrged laed <br/><strong>Köök:</strong> elektripliit, külmik, köögimööbel <br/><strong>Sanruum:</strong> uus torustik, dušš, boiler, pesumasin <br/><strong>Küte ja ventilatsioon:</strong> keskküte, põrandaküte, kombineeritud küte <br/><strong>Side ja turvalisus:</strong> Internet, kaabelTV, turvauks, trepikoda lukus <br/><strong>Ümbrus:</strong> naabrid ümberringi, ümbruses korterelamud, asub keskuses, teed heas seisukorras <br/></p>",3,2.0,52.4,F,4,1,3912.2137404580153
2203,https://www.kv.ee/paraja-suurusega-3toaline-korter-sadama-asumi-vaik-3426841.html,279900.0," Tuukri 1b-58, Kesklinn, Tallinn, Harjumaa","<p>Korteriomand, kivimaja<br/><br/><strong>Lisainfo:</strong> maa-alune garaaž, panipaik, toad eraldi, mööbel, ventilatsioon, vesi, kanalisatsioon, garderoob, tsentraalne vesi, lift, rullmaterjalist katus <br/><strong>Köök:</strong> elektripliit, avatud köök, köögimööbel <br/><strong>Sanruum:</strong> wc ja vannituba eraldi <br/><strong>Küte ja ventilatsioon:</strong> keskküte <br/><strong>Side ja turvalisus:</strong> Internet, trepikoda lukus <br/></p>",3,2.0,62.6,B,6,4,4471.246006389776
2204,https://www.kv.ee/ajaloolise-volta-kvartali-uute-etappide-muuk-on-al-3403771.html,242900.0," Mootori 7/3-14, Kalamaja, Põhja-Tallinn, Tallinn, Harjumaa","<p>Korteriomand, kivimaja<br/><br/><strong>Lisainfo:</strong> rõdu , tsentraalne vesi, uus elektrijuhtmestik, kõrged laed, planeering läbi mitme korruse, kinnine hoov, vesi, parkimine tasuline, panipaik, ühistransport, parkett, garaaž, lift, elekter, garderoob <br/><strong>Köök:</strong> avatud köök <br/><strong>Sanruum:</strong> uus torustik, dušš <br/><strong>Küte ja ventilatsioon:</strong> põrandaküte, põrandaküte, keskküte <br/><strong>Side ja turvalisus:</strong> Internet, kaabelTV, turvauks, trepikoda lukus, naabrivalve <br/><strong>Ümbrus:</strong> ümbruses korterelamud, meri lähedal, asub keskuses <br/></p>",2,1.0,47.1,A,5,2,5157.112526539278
2205,https://www.kv.ee/ajaloolise-volta-kvartali-uute-etappide-muuk-on-al-3403782.html,247900.0," Mootori 7/3-21, Kalamaja, Põhja-Tallinn, Tallinn, Harjumaa","<p>Korteriomand, kivimaja<br/><br/><strong>Lisainfo:</strong> rõdu , tsentraalne vesi, uus elektrijuhtmestik, kõrged laed, planeering läbi mitme korruse, kinnine hoov, vesi, parkimine tasuline, panipaik, ühistransport, parkett, garaaž, lift, elekter, garderoob <br/><strong>Köök:</strong> avatud köök <br/><strong>Sanruum:</strong> uus torustik, dušš <br/><strong>Küte ja ventilatsioon:</strong> põrandaküte, põrandaküte, keskküte <br/><strong>Side ja turvalisus:</strong> Internet, kaabelTV, turvauks, trepikoda lukus, naabrivalve <br/><strong>Ümbrus:</strong> ümbruses korterelamud, meri lähedal, asub keskuses <br/></p>",2,1.0,46.1,A,5,3,5377.440347071583
2207,https://www.kv.ee/muua-2toaline-korter-mustamae-roheluses-otse-sutis-3429816.html,99900.0," J. Sütiste tee 37, Mustamäe, Tallinn, Harjumaa","<p>Korteriomand<br/><br/><strong>Lisainfo:</strong> parkimine tasuta, seinakapp, mööbel, pakettaknad, lift <br/><strong>Köök:</strong> gaasipliit, külmik, köögimööbel <br/><strong>Sanruum:</strong> vann, wc ja vannituba eraldi <br/><strong>Küte ja ventilatsioon:</strong> keskküte <br/><strong>Side ja turvalisus:</strong> Internet, telefon, kaabelTV, trepikoda lukus <br/></p>",2,1.0,43.1,C,9,5,2317.8654292343385
2208,https://www.kv.ee/tallinna-lauluvaljakust-vaid-kilomeetri-kaugusele-3345420.html,179000.0," Paevälja pst 11-3, Lasnamäe, Tallinn, Harjumaa","<p>Korteriomand, kivimaja<br/><br/><strong>Lisainfo:</strong> vesi, kanalisatsioon, kõrged laed, ventilatsioon, tsentraalne vesi <br/><strong>Köök:</strong> elektripliit, avatud köök <br/><strong>Sanruum:</strong> dušš <br/><strong>Küte ja ventilatsioon:</strong> keskküte, põrandaküte, põrandaküte <br/><strong>Side ja turvalisus:</strong> turvauks, trepikoda lukus <br/></p>",2,1.0,46.0,B,8,1,3891.304347826087
2210,https://www.kv.ee/muua-vaga-heas-korras-maitsekas-ja-valguskullane-n-3428732.html,299000.0," Paepargi 21-3, Lasnamäe, Tallinn, Harjumaa","<p>Korteriomand, paneelmaja<br/><br/><strong>Lisainfo:</strong> köök, mööbel, garderoob, ventilatsioon <br/><strong>Köök:</strong> avatud köök <br/><strong>Küte ja ventilatsioon:</strong> keskküte <br/><strong>Side ja turvalisus:</strong> trepikoda lukus <br/></p>",4,3.0,101.2,B,4,1,2954.5454545454545
2211,https://www.kv.ee/paikseline-ja-hea-asukohaga-kodu-pikaliival-ootab-3432620.html,231000.0," Rõugu 1/2, Pikaliiva, Haabersti, Tallinn, Harjumaa","<p>Korteriomand, paneelmaja<br/><br/><strong>Lisainfo:</strong> rõdu , köök, tsentraalgaas, TV, mööbli võimalus, parkett, ventilatsioon, panipaik, seinakapp, toad eraldi, ühistransport, tsentraalne vesi, elekter, rullmaterjalist katus <br/><strong>Köök:</strong> avatud köök, külmik <br/><strong>Sanruum:</strong> dušš <br/><strong>Side ja turvalisus:</strong> Internet, kaabelTV, trepikoda lukus <br/></p>",3,2.0,68.2,C,3,3,3387.0967741935483
2212,https://www.kv.ee/tallinna-lauluvaljakust-vaid-kilomeetri-kaugusele-3392039.html,186000.0," Lageloo tn 7-21, Lasnamäe, Tallinn, Harjumaa","<p>Korteriomand, kivimaja<br/><br/><strong>Lisainfo:</strong> vesi, kanalisatsioon, ventilatsioon, kõrged laed, tsentraalne vesi, panipaik, lift, rullmaterjalist katus <br/><strong>Köök:</strong> elektripliit <br/><strong>Küte ja ventilatsioon:</strong> põrandaküte, keskküte, põrandaküte <br/><strong>Side ja turvalisus:</strong> Internet, telefon, kaabelTV, trepikoda lukus <br/></p>",2,1.0,46.0,B,8,4,4043.478260869565
2213,https://www.kv.ee/ilus-tais-mugavuse-ja-soojuse-atmosfaari-1toaline-3430972.html,97000.0," Järveotsa tee 11, BRONEERITUD, Haabersti, Tallinn, Harjumaa","<p>Korteriomand, paneelmaja<br/><br/><strong>Küte ja ventilatsioon:</strong> keskküte <br/></p>",1,1.0,33.5,-,9,3,2895.5223880597014
2214,https://www.kv.ee/ajaloolise-volta-kvartali-uute-etappide-muuk-on-al-3403756.html,239900.0," Uus-Volta 12/3-30, Kalamaja, Põhja-Tallinn, Tallinn, Harjumaa","<p>Korteriomand, kivimaja<br/><br/><strong>Lisainfo:</strong> rõdu , tsentraalne vesi, uus elektrijuhtmestik, kõrged laed, planeering läbi mitme korruse, kinnine hoov, vesi, parkimine tasuline, panipaik, ühistransport, parkett, garaaž, lift, elekter, garderoob <br/><strong>Köök:</strong> avatud köök <br/><strong>Sanruum:</strong> uus torustik, dušš <br/><strong>Küte ja ventilatsioon:</strong> põrandaküte, põrandaküte, keskküte <br/><strong>Side ja turvalisus:</strong> Internet, kaabelTV, turvauks, trepikoda lukus, naabrivalve <br/><strong>Ümbrus:</strong> ümbruses korterelamud, meri lähedal, asub keskuses <br/></p>",2,1.0,46.1,A,5,4,5203.904555314533
